appid,name,discount
501350,Dimension Hunter VR,nan
501450,Puzzle Cross,nan
501530,SturmFront - The Mutant War: Übel Edition,0
502280,BERSERK and the Band of the Hawk,0
502410,Airport Fire Department - The Simulation,70%
502420,Firefighters - The Simulation,70%
502430,Roadworks - The Simulation,70%
502440,Plant Fire Department - The Simulation,70%
502450,Professional Construction - The Simulation,70%
502780,Avalon: The Journey Begins,60%
502810,Tank Hero VR,nan
502910,The Return Home Remastered,nan
503050,Heroes from the Past: Joan of Arc,50%
503070,Off the Record: The Italian Affair Collector's Edition,50%
503080,Echoes of the Past: Kingdom of Despair Collector's Edition,50%
503130,Red is Dead - The Complex Fun Random Level Fast Strategy Game,nan
503290,Maraiyum: Rise of the Setting Sun,0
503320,Deserted: The Story of Peter,nan
503650,Fenimore Fillmore: The Westerner,80%
503700,Fall of Freya (Alpha 1),nan
503960,Will of the Gods,0
503980,Detective Hank and the Golden Sneeze,50%
504000,Endless Fables: The Minotaur's Curse,60%
504110,The Longest Five Minutes / 世界一長い５分間,nan
504390,Along the Edge,30%
504420,Malazard: The Master of Magic,50%
504810,MXGP2 - The Official Motocross Videogame Compact,75%
505120,Valentino Rossi The Game Compact,80%
505400,Diamond Joyce and the Secret of Crystal Cave,nan
506260,Cladun Returns: This Is Sengoku! / クラシックダンジョン 戦国,nan
506700,Levantera: Tale of The Winds,40%
507060,Sceal: An Irish Folklore Adventure,nan
507140,Tesla's Tower: The Wardenclyffe Mystery,50%
507490,Ashes of the Singularity: Escalation,67%
508140,Zombitatos the end of the Pc master race,34%
508630,Soldiers Lost Forever (1914-1918),nan
508910,"Deus Ex Machina, Game of the Year, 30th Anniversary Collector’s Edition",0
509250,TO THE TOP,50%
509360,TRESPASS - Episode 1,nan
509390,GalaxIverse,nan
509540,SVRVIVE: The Deus Helix,75%
509580,The Lord of the Rings: Living Card Game,nan
509990,Radioactive Puzzle,nan
510320,Conflict of Heroes: Awakening the Bear,50%
510590,D: The Game,0
510650,Eventide 2: The Sorcerers Mirror,60%
510740,Konrad's Kittens,nan
510910,Temple of the Apsara,0
511140,New York Mysteries: The Lantern of Souls,0
511320,Echoes of the Fey: The Fox's Trail,50%
511370,Wrath Of The Fire God,0
511490,Malavision®: The Origin,80%
511820,Le Havre: The Inland Port,0
512180,Nightshade／百花百狼,nan
512250,Oh...Sir!! The Insult Simulator,70%
512460,Drunk On Nectar - The Nature Simulator,nan
512600,Gochi-Show! -How To Learn Japanese Cooking Game-,nan
512610,Gochi-Show! for Girls -How To Learn Japanese Cooking Game-,nan
512700,Duckles: the Jigsaw Witch,nan
513050,Outrageous Grounds: The Maze,0
513330,Party Tycoon,nan
513340,Through Abandoned: The Forest,nan
513370,Blade & Bones,nan
513420,VR Escape the space station,0
514220,Super GunWorld 2,nan
514350,Fancy Slingshot VR,nan
514550,Beat The Dictators,0
514720,Dark Tales: Edgar Allan Poe's The Masque of the Red Death Collector's Edition,50%
514740,Final Cut: Death on the Silver Screen Collector's Edition,50%
514750,Nightmare Adventures: The Witch's Prison,50%
514830,Stifled - Echolocation Horror Mystery,nan
514900,>observer_,nan
515040,Make America Great Again: The Trump Presidency,0
515980,The Horus Heresy: Battle of Tallarn - Iron Edition,nan
516250,Skynet Rising : Portal to the Past,50%
516430,Ruin of the Reckless,0
516560,The Odyssey,nan
516600,Bai Qu · 百曲,nan
516840,The Tale of Doris and the Dragon - Episode 1,50%
516900,Oniris Basket VR,nan
517060,Day of the Trumplings,0
517460,SteamHammerVR - The Rogue Apprentice,0
517630,Just Cause 4,nan
518720,Overkill VR: Action Shooter FPS,nan
518740,Why is the Princess in a Magic Forest?!,0
518790,theHunter: Call of the Wild™,nan
519200,Kitty Kitty Boing Boing: the Happy Adventure in Puzzle Garden!,75%
520270,Thrills & Chills - Roller Coasters,nan
520510,Tribocalypse VR,nan
520990,Barrow Hill: The Dark Path,80%
521100,MinosMaze - The Minotaur's Labyrinth,0
521150,Another Brick in The Mall,nan
521280,Atlantis: Pearls of the Deep,85%
521650,Genghis Khan / 蒼き狼と白き牝鹿・ジンギスカン,nan
521660,NOBUNAGA’S AMBITION: Zenkokuban / 信長の野望･全国版,nan
521670,Romance of the Three Kingdoms / 三國志,nan
521680,Bandit Kings of Ancient China / 水滸伝・天命の誓い,nan
521690,Romance of the Three Kingdoms Ⅱ / 三國志Ⅱ,nan
521700,NOBUNAGA’S AMBITION: Sengoku Gunyuuden / 信長の野望・戦国群雄伝,nan
521710,Romance of the Three Kingdoms Ⅲ / 三國志Ⅲ,nan
521720,Uncharted Waters / 大航海時代,nan
521730,Romance of the Three Kingdoms Ⅳ with Power Up Kit / 三國志Ⅳ with パワーアップキット,nan
521740,NOBUNAGA'S AMBITION: Bushou Fuunroku / 信長の野望･武将風雲録,nan
521750,Romance of the Three Kingdoms Ⅴ with Power Up Kit / 三國志Ⅴ with パワーアップキット,nan
521760,Taikou Risshiden / 太閤立志伝,nan
522010,Lost Crew,nan
522610,Lord of the Seal,50%
522710,Virtual Escape: The Play Room,0
522900,When It Hits the Fan,75%
522960,Airship Commander,nan
524120,Raptor Valley,nan
524250,Dad Quest | Story Platformer Adventure,nan
524580,Fairy Fencer F Advent Dark Force | フェアリーフェンサー エフ ADVENT DARK FORCE | 妖精劍士 F ADVENT DARK FORCE,nan
525070,Captain Lycop : Invasion of the Heters,0
525080,The Race for the White House 2016,50%
525290,Kings under the hill,76%
525330,Galaxy of Trian Board Game,nan
525700,Birthdays the Beginning / バースデイズ・ザ・ビギニング,nan
526140,The Gallery - Episode 2: Heart of the Emberstone,60%
526740,hack_me,nan
526890,A Day in the Woods,0
527110,The Melody of Dust,nan
527230,For The King,50%
527270,Atelier Sophie: The Alchemist of the Mysterious Book,0
527290,Atelier Firis: The Alchemist and the Mysterious Journey / フィリスのアトリエ ～不思議な旅の錬金術士～,nan
527320,Defend the Highlands: World Tour,66%
527340,What The Box?,50%
527710,Crown Champion: Legends of the Arena,75%
527900,Grim Tales: The Bride Collector's Edition,50%
527940,Mystery Trackers: The Void Collector's Edition,50%
528170,Drop The Bomb,87%
528730,Crypt of the Serpent King,50%
528930,Fruit for the Village,50%
528960,Blanco: The Color of Adventure,nan
529020,Virtual-O,nan
529130,Expect The Unexpected,70%
529140,Ulama: Arena of the Gods,0
529160,Moekuri: Adorable + Tactical SRPG,nan
529280,TEOT - The End OF Tomorrow,0
529440,Behold the Kickmen,70%
529630,The Rabbit Hole Remastered,nan
529790,Gone with the Demon,0
529820,Beyond Power VR,nan
529860,ColecoVision Flashback,nan
530020,World to the West,75%
530120,VR The Diner Duo,0
530290,The Planet of the Vicious Creatures,0
530530,Si Kancil : The Adventurous Mouse Deer,0
531050,Far Beyond: A space odyssey VR,nan
531070,The Tower - Fantogame,nan
531140,All the Delicate Duplicates,0
531730,Corona Blossom Vol.2 The Truth From Beyond,45%
532080,Apocalypse Mechanism,nan
532210,Life is Strange 2,nan
532260,Top Floor,nan
532670,Manor of the Damned!,0
532740,Crazy Flies,nan
533040,Dark Parables: The Thief and the Tinderbox Collector's Edition,50%
533050,Rebel Story: A Roguelike Bullet Hell,nan
533090,Haunted Legends: The Queen of Spades Collector's Edition,50%
533180,Campfire: One of Us Is the Killer,0
533360,Zia and the goddesses of magic,0
533480,Academagia: The Making of Mages,50%
533950,Don't open the doors!,70%
534480,Tropical Girls VR,nan
535160,"Fire in the Goal ""轰个球""",nan
535410,Saga of the Void: Admirals,0
535760,Unforgiving Trials: The Space Crusade,0
535910,Meow-Jong,nan
536410,Greenwood the Last Ritual,80%
536430,The Revenge of Johnny Bonasera: Episode 1,nan
536450,Vzerthos: The Heir of Thunder,90%
536680,Miniature - The Story Puzzle,0
537050,Bric - The Casual Indie Game,nan
537090,Die for the Empire,51%
537760,Arizona Rose and the Pirates' Riddles,50%
537990,Heroine Anthem Zero -Sacrifice-,nan
538100,Feel The Snow,50%
538220,HAUNTED: Halloween '85 (Original NES Game),nan
540010,Symphony of the Machine,30%
540590,Red Barton and The Sky Pirates,25%
540640,Tales of the Elements,0
541160,MC Lars: The Video Game,80%
541300,Survive the Nights,0
541350,Calm Waters: A Point and Click Adventure,nan
541450,Operation Abyss: New Tokyo Legacy / 東京新世録 オペレーションアビス,nan
541770,RuinsCity_VR,nan
542520,Lost in the Rift - Reborn,nan
542650,On the front line,0
542700,Power Overwhelming Prologue,nan
543010,Bush Hockey League,nan
543030,Slap The Fly,0
543100,Beat The Game,40%
543150,Guardian of The Demon Valley,nan
543240,√Letter - Root Letter -,nan
543260,Wonder Boy: The Dragon's Trap,50%
543350,The Night The Carsons Disappeared,0
543380,Empire of the Fallen Steel,50%
543410,Crowe: The Drowned Armory,0
543440,Cold Iron - Quick Draw Western Duels,nan
543910,"World of DASM, DASM Spell Quest",nan
544380,Tesla: The Weather Man,nan
544410,Potioneer: The VR Gardening Simulator,0
544580,BULLET SOUL / バレットソウル - 弾魂 -,nan
544790,Happy Empire - A Bouquet for the Princess,70%
544970,Milkmaid of the Milky Way,50%
544990,NOBUNAGA'S AMBITION / 信長の野望,nan
545000,Aoki Ookami to Shiroki Mejika / 蒼き狼と白き牝鹿,nan
545010,Ishin no Arashi / 維新の嵐,nan
545050,Badiya: Desert Survival,nan
545060,BULLET SOUL INFINITE BURST / バレットソウル - インフィニットバースト -,nan
545180,Muffled Warfare - Echolocation Shooter,nan
545200,Super Blackjack Battle 2 Turbo Edition - The Card Warriors,75%
545720,Nother: an indie souls-like,nan
546030,Fatal Gem VR(The First Match-3 VR Game),nan
546040,Ancient Code VR( The Fantasy Egypt Journey),nan
546110,画境(Picturesque) VR,nan
546200,Gnomes Garden 3: The thief of castles,90%
546220,Red Comrades 3: Return of Alaska. Reloaded,nan
546330,SPACE MOUSE 35th Anniversary edition,nan
546340,"Dynamic Very, Very, Hard game!!",nan
546410,Grab the Bottle,75%
546440,Sluggish Morss: Days of the Purple Sun,51%
546790,Comit the Astrodian,51%
546800,Tower in the Sky : Tactics Edition,nan
547200,Boo Breakers: The Ghostening,0
547480,Carly and the Reaperman - Escape from the Underworld,40%
547980,Equin: The Lantern,80%
548090,Alone in the Dark 1,nan
548320,Magical Mysteries: Path of the Sorceress,90%
548470,First Impact: Rise of a Hero,nan
548720,Through the Mirror,0
548810,Operation Babel: New Tokyo Legacy / 東京新世録 オペレーションバベル,nan
548840,A Rose in the Twilight / ロゼと黄昏の古城,nan
548890,Alone in the Dark 2,nan
548900,Alone in the Dark 3,nan
549000,Munch VR,nan
549240,Beans: The Coffee Shop Simulator,50%
549400,Ironclads 2: War of the Pacific,90%
549670,Incursion The Thing,0
550310,Root Of Evil: The Tailor,70%
550360,One Of The Last,0
550390,Kingdom of Aurelia: Mystery of the Poisoned Dagger,0
550440,Azkend 2: The World Beneath,50%
550590,Archaica: The Path of Light,50%
550670,"What The Heck, Dude?",51%
550870,Tricky Trail RC,nan
551050,Die With Glory — Point and Click Adventure Game,nan
551150,Labyrinths of the World: Shattered Soul Collector's Edition,50%
551360,Myths of the World: Chinese Healer Collector's Edition,50%
551380,Danse Macabre: The Last Adagio Collector's Edition,50%
551440,Chiaro and the Elixir of Life,0
552060,EscapeVR: The Basement,20%
552150,Willie's Haunted Hayride,nan
552200,peakvox Mew Mew Chamber for Steam,nan
552210,peakvox Route Candle for Steam,nan
552280,游魂2-you're the only one- / Tayutama 2-you're the only one-,nan
552450,Serious Sam VR: The First Encounter,85%
552460,Serious Sam VR: The Second Encounter,85%
552630,Keep Watching VR,nan
552670,Rite of Passage: The Perfect Show Collector's Edition,50%
552720,Saga of the North Wind,30%
552910,Tokyo Tattoo Girls / 刺青の国,nan
552920,Sailaway - The Sailing Simulator,0
553000,Escape Artist: The Trial,0
553020,Theatre of Doom,nan
553100,Timber! The Logging Experts,70%
553410,Pirate Defense,nan
554180,Pale Spectrum - Part Two of the Book of Gray Magic,45%
554290,Himawari - The Sunflower -,60%
554560,Amaranthine Voyage: The Tree of Life Collector's Edition,50%
554620,Life is Strange: Before the Storm,0
555170,OneManVurgeR,nan
555260,The Butterfly Sign: Human Error,nan
555370,1812: The Invasion of Canada,50%
555430,On The Path Remastered,nan
555580,The Legend of Dark Witch 2 （魔神少女エピソード２）,nan
555600,Hopalong: The Badlands,50%
555630,A Magical High School Girl / 魔法の女子高生,nan
555650,"Love, Guitars, and the Nashville Skyline",60%
555720,Grave Danger: Ultimate Edition,nan
556130,"Drones, The Human Condition",90%
556640,Gladius | Gladiator VR Sword fighting,nan
556740,LEGRAND LEGACY: Tale of the Fatebounds,50%
556990,Rage Against The Zombies,75%
557720,Love Chronicles: The Spell Collector's Edition,50%
558110,Odyssey - The Story of Science,75%
558320,Among the Innocent: A Stricken Tale,45%
558340,Faces of Illusion: The Twin Phantoms,70%
558490,Crossroad Mysteries: The Broken Deal,75%
558650,Star Kingdom - The Elements,nan
558740,CRAFT: Work VR Shop,nan
558780,Sonya: The Great Adventure,72%
559070,Zak McKracken and the Alien Mindbenders,65%
559300,Thunder Spheres - Virtual Reality 3D Pool,nan
559310,Illyriad - Grand Strategy MMO,nan
559360,Brocat: the B Game,50%
559620,Outlaws + A Handful of Missions,nan
559680,Vampire: The Masquerade - Redemption,25%
560170,STAR WARS™ SHADOWS OF THE EMPIRE™,65%
560370,SWAT 3: Tactical Game of the Year Edition,35%
560430,Indiana Jones® and the Emperor's Tomb™,65%
560640,The Cabin: VR Escape the Room,60%
561110,Disney's The Jungle Book,0
561120,Disney's The Lion King,0
561260,The Rabbit and The Owl,50%
561600,MXGP3 - The Official Motocross Videogame,60%
561930,Sword of the Guardian,50%
562310,Spacecats with Lasers : The Outerspace,0
562420,Armor Clash II [RTS],nan
562470,天使帝國四《Empire of Angels IV》,nan
562480,Corona Blossom Vol.3 Journey to the Stars,45%
562660,Pandarama: The Lost Toys,38%
563160,VR the Anime Girls Method / 全豚に告ぐ！これで痩せなきゃお前は終わりだ！,nan
563320,Mountain Trap: The Manor of Memories,85%
563330,Mountain Trap 2: Under the Cloak of Fear,85%
563370,Don't Touch The Zombies,0
563390,Children of the Galaxy,0
563760,VR GirlFriend,nan
563830,Historium VR - Relive the history of Bruges,0
564050,Bud Spencer & Terence Hill - Slaps And Beans,nan
564090,Fierce Tales: The Dog's Heart Collector's Edition,50%
564450,Whispered Secrets: The Story of Tideville Collector's Edition,50%
564520,TheScreamer VR,nan
564530,Pharaoh + Cleopatra,nan
564700,Scar of the Doll,nan
564990,Olav: the story of one boy,0
565660,Akihabara - Feel the Rhythm,75%
566050,Zeus + Poseidon,nan
566530,Mass Exodus,nan
566540,Labyrinth of Refrain: Coven of Dusk / ルフランの地下迷宮と魔女ノ旅団,nan
566670,Save the Ninja Clan,0
566700,Eye in the Sky,33%
566800,AmaranTime Arena,nan
566880,Henry The Hamster Handler VR,nan
566970,EscapeVR: Trapped Above the Clouds,20%
567010,Game Royale 2 - The Secret of Jannis Island,50%
567040,AffordaGolf Online,nan
567270,HORROR OF THE DEEP,55%
567670,Serious Sam 3 VR: BFE,nan
567980,Santa Rockstar,nan
568250,Wanderer: The Rebirth,0
568330,(VR)西汉帝陵 The Han Dynasty Imperial Mausoleums,nan
568340,Behind the Memory,50%
568470,Waking the Glares - Chapters I and II,nan
568610,VERSUS: The Elite Trials,25%
568750,甜点恋人 / Pastry Lovers,nan
568830,Witch of Ice Kingdom Ⅱ,nan
568860,Psycho on the loose,0
568910,Ambition of the Slimes,0
568920,The Final Specimen: Arrival,nan
569050,Paul Pixel - The Awakening,80%
569140,Paranormal Pursuit: The Gifted One Collector's Edition,50%
569150,Dark Cases: The Blood Ruby Collector's Edition,50%
569220,Spycraft: The Great Game,35%
569570,Light Apprentice - The Comic Book RPG,nan
569610,Distant Space,nan
569800,LEAVES - The Journey,80%
569810,LEAVES - The Return,80%
570050,Raiden V: Director's Cut | 雷電 V Director's Cut | 雷電V:導演剪輯版,nan
570350,Sorry. (Entschuldigung) ~ A Psychological Horror Visual Novel,nan
570470,Escape the Bunker,0
570770,古剑奇谭二(GuJian2),nan
570780,古剑奇谭(GuJian),nan
570810,Rage Quest: The Worst Game,67%
570970,ARENA an Age of Barbarians story,nan
571060,Zork Nemesis: The Forbidden Lands,35%
571340,Seeking Evil: The Wendigo,0
571530,Superdimension Neptune VS Sega Hard Girls | 超次元大戦ネプテューヌVSセガハードガールズ夢の合体スペシャル  | 超次元大戰戰機少女VS SEGA主機娘夢幻合體特別版,nan
571860,Galactic Core: The Lost Fleet (VR),nan
572170,DeadTruth: The Dark Path Ahead,0
572580,Incredible Dracula II: The Last Call Collector's Edition,90%
572720,Nancy Drew®: The Shattered Medallion,40%
572730,Nancy Drew®: The Silent Spy,40%
572740,Nancy Drew®: The Secret of Shadow Ranch,40%
572980,Star Dust: The Book of Earth (VR),0
573050,Wojdan - وجدان,nan
573130,Aporia: Beyond The Valley,75%
573600,Think of the Children,60%
574050,DRAGON QUEST HEROES™ II,nan
574160,Senko no Ronde 2 旋光の輪舞２,nan
574200,EARTH DEFENSE FORCE 4.1 WINGDIVER THE SHOOTER,80%
574260,The Secret Order 5: The Buried Kingdom,60%
574420,Dr. Doyle & The Mystery Of The Cloche Hat,0
574580,To The Capital,0
574910,The Bits That Saved The Universe,0%
574980,Them's Fightin' Herds,nan
575030,Baru and the Spirit Prince,0
575060,Nemo_D.O,nan
575330,Oh...Sir! The Hollywood Roast,80%
575340,Chessaria: The Tactical Adventure (Chess),0
575590,Balloon Popping Pigs: Deluxe,nan
575690,PARKAN: THE IMPERIAL CHRONICLES,50%
575800,Arizona Rose and the Pharaohs' Riddles,50%
575810,４人打ちアクション麻雀 / ACTION MAHJONG,nan
576400,Elisa: the Innkeeper,60%
576620,The Puzzle Room VR ( Escape The Room ),nan
576720,"Light and Dance VR - Music, Action, Relaxation",nan
576960,Out of The Box,33%
577080,A Dump in the Dark,65%
577230,Three Kingdoms: The Last Warlord | 三国志:汉末霸业,nan
577270,VR Aquarium -雅-,nan
577280,SCALPERS: Turtle & the Moonshine Gang,nan
577360,Luna and the Moonling,0
577380,Draw The Way,0
577570,Mage Guard: The Last Grimoire,0
577890,Arena: Blood on the Sand VR,50%
578320,Dark Parables: Jack and the Sky Kingdom Collector's Edition,50%
578440,冒险村传说（Tales of Legends）,nan
578880,Embrace The Fear,50%
578890,Selatria: Advent of the Dakk'rian Empire,40%
579150,Riot of the numbers,0
579180,Ys VIII: Lacrimosa of DANA / イースVIII-Lacrimosa of DANA-,nan
579820,Robinson: The Journey,60%
579940,Race for the Galaxy,30%
579950,Marvel's Guardians of the Galaxy: The Telltale Series,0
580010,Mystery Case Files: The Black Veil Collector's Edition,50%
580200,Yonder: The Cloud Catcher Chronicles,50%
580560,Hero Barrier,nan
580680,CYBER JOLT (VR),nan
581030,The Last Hope: Trump vs Mafia - North Korea,nan
581630,Sword With Sauce,nan
582200,The Physiology of the Eye,0
582210,VRemin (Virtual Reality Theremin),nan
582530,Wacky Spores: The Chase,50%
582550,Passpartout: The Starving Artist,0
582980,Castle of Shikigami 式神の城,nan
583150,KART CHASER : THE BOOST VR,0
585310,Beyond the City VR,nan
585550,FEMINAZI: The Triggering,51%
585900,Harvest Moon: Light of Hope Special Edition,nan
586520,Castle Werewolf 3D,nan
586680,Awakening: The Golden Age Collector's Edition,50%
586740,Spirits of Mystery: Song of the Phoenix Collector's Edition,50%
586890,Play with Balloon,nan
586950,The Wizards - Enhanced Edition,nan
587010,EZRA: The Stranger,0
587070,PROTOThYPE _ a love story,nan
587260,Tokyo Xanadu eX+,nan
587560,Oodlescape - The Apocalypse,0
587620,OKAMI HD / 大神 絶景版,nan
588040,WILL: A Wonderful World / WILL：美好世界,nan
588140,ESCAPE FROM VOYNA: Dead Forest,nan
589080,Enigma Sphere :Enhanced Edition,nan
589220,UAYEB: The Dry Land - Episode 1,0%
589270,xoEl Empire,nan
589300,Legend of the Skyfish,0
589420,Grass Cutter - Mutated Lawns,nan
589470,Myrne: The Quest,50%
589530,Hakuoki: Kyoto Winds / 薄桜鬼 真改　風ノ章 / 薄櫻鬼 真改　風之章,nan
589690,Queen's Quest 3: The End of Dawn,60%
589730,Tyd wag vir Niemand (Time waits for Nobody),nan
590380,Into the Breach,50%
590660,Shop Tycoon The Boss,nan
591090,Bestseller: Curse of the Golden Owl,0
591350,Escape the Mazes,0
591580,Mystery Tales: The Lost Hope Collector's Edition,50%
591630,Candleman: The Complete Journey,50%
591640,Light It ~ てらし鬼 ~,nan
592130,NakedMan VS The Clothes,nan
592200,Super Army of Tentacles 3: The Search for Army of Tentacles 2,40%
592320,The Ruins: VR Escape the Room,60%
592410,Spacetours VR - Ep1 The Solar System,0
593200,The Adventures of Fei Duanmu 端木斐异闻录,nan
593530,Jelly in the sky,0
593540,Elven Legend 2: The Bewitched Tree,55%
593950,世阳教你学防灾Shiyang teaches you to learn disaster prevention,nan
594200,Don't Get Hit In The Face,50%
594660,Runt of the Litter,25%
594820,An Oath to the Stars,0
595060,Lionheart: Legacy of the Crusader,50%
595090,Prevent The Fall,75%
595280,Throne of Lies® The Online Game of Deceit,55%
595300,VR2: Vacate 2 Rooms (Virtual Reality Escape),nan
595480,Hunahpu: way of the Warrior,87%
595520,FINAL FANTASY XII THE ZODIAC AGE,20%
596240,Apocryph: an old-school shooter,nan
596640,Lost in the Ocean VR,30%
597090,Comit the Astrodian 2,51%
597170,Clone Drone in the Danger Zone,34%
597590,Attack of the Bugs,0
597640,"Buccaneers, Bounty & Boom!",nan
597840,Live Wallpaper Master,nan
597920,Survivalizm - The Animal Simulator,0
598590,Escape 2042 - The Truth Defenders,0
598720,Country of One,nan
598810,Carcassonne - Tiles & Tactics,nan
599010,Hanse - The Hanseatic League,50%
599480,Flamel's miracle（弗拉梅尔的奇迹）,nan
599560,Ghost Files: The Face of Guilt,60%
599750,Crisis in the Kremlin,60%
600170,Off The Record: The Art of Deception Collector's Edition,50%
600280,Supreme Ruler The Great War,70%
600350,VectorWars VR,nan
600530,Kautic - The Bald Wizard,nan
600550,Save Our Souls - Episode I,nan
600580,Dark Mechanism - Virtual reality,nan
600720,Trackmania² Lagoon,nan
601020,"Seed Of The Arcane , Episode 1",0
601050,Attack on Titan 2 - A.O.T.2 - 進撃の巨人２,nan
601340,Project of the Developer,46%
601490,Passengers: Awakening VR Experience,nan
601810,Spark the Electric Jester,35%
601870,Biotoxin: The Dark Days,80%
602430,Yono and the Celestial Elephants,50%
602510,Gettysburg: The Tide Turns,50%
602890,hack_me 2,nan
604060,Goblin Harvest - The Mighty Quest,80%
604170,Libra of the Vampire Princess,30%
605040,Zarya and the Cursed Skull,0
605180,Theory of Fear,nan
605410,Fear the Dead,0
605530,PippiStory,nan
605740,"Flashing Lights - Police, Firefighting, Emergency Services Simulator (警情，消防，急救)",nan
605790,Queen's Tales: The Beast and the Nightingale Collector's Edition,50%
606230,Thea 2: The Shattering,nan
606710,Sphinx and the Cursed Mummy,67%
606850,VR Batting,nan
606920,EXA: The Infinite Instrument,0
606940,Cyborg Tower Defense,nan
606960,CRIMSON METAL REDUX,nan
607360,COG (Center Of Gravity),nan
607490,HAUNTED: Halloween '86 (The Curse Of Possum Hollow),nan
608870,Phantasma VR,nan
609150,STAR OCEAN™ - THE LAST HOPE -™ 4K & Full HD Remaster,50%
610110,Love Story: Letters from the Past,50%
610190,WARRIORS ALL-STARS / 無双☆スターズ,nan
610310,Star Story: The Horizon Escape,60%
610350,Poker Show VR,nan
610550,Hidden Expedition: The Pearl of Discord Collector's Edition,50%
610560,Tales of the Lumminai,80%
610960,红石遗迹 - Red Obsidian Remnant,nan
611180,Super Street: The Game,nan
611230,Heathen - The sons of the law,nan
611620,TheNightfall,nan
611780,Across The Moment,0
612100,These nights in Cairo,nan
612120,Darwin's bots: Episode 1,nan
612150,Conran - The dinky Raccoon,0
612880,Wolfenstein II: The New Colossus,67%
613470,The Inner World - The Last Wind Monk,80%
613970,Bravery: Rise of The Last Hero,nan
614570,Dishonored®: Death of the Outsider™,50%
614660,Magic Technology,nan
614970,Qbike: Cyberpunk Motorcycles,nan
615010,Runic Rampage - Action RPG,nan
615250,M.A.X.: Mechanized Assault & Exploration,nan
615730,Nancy Drew®: The Final Scene,40%
615780,Nancy Drew®: Treasure in the Royal Tower,40%
616040,Tales of the Tiny Planet,70%
616330,埋葬 DIG A BOO,nan
616740,克莉丝的炎之信仰 Cryste: the Faith of Fire Vol.1,nan
616890,VR Slugger: The Toy Baseball Field,nan
617430,A Butterfly in the District of Dreams,50%
617660,Dong-Jin Rice-hime（東津萌米）,nan
618050,To The Light,50%
618170,MIND CUBES ⬛ Inside the Twisted Gravity Puzzle,nan
618500,Hailstorm VR,nan
618650,Pixel Gear,nan
618710,Elminage ORIGINAL - Priestess of Darkness and The Ring of the Gods,0
619000,Riley Short: Analog Boy - Episode 1,nan
619010,Arkaia: The Enigmatic Isle,0
619230,VEmpire - The Kings of Darkness,0
619290,Out of the Park Baseball 19,0
619350,Sandra and Woo in the Cursed Adventure,70%
619400,Fluffy Creatures VS The World,0
620080,A Clockwork Ley-Line: The Borderline of Dusk,30%
620200,A Hand in the Darkness,60%
620530,Mirt. Tales of the Cold Land. Chapter one,nan
621090,Elixir of Immortality II: The League of Immortality,0
621930,Attack of the Earthlings,40%
622200,Cursery: The Crooked Man and the Crooked Cat Collector's Edition,50%
622440,Pandemic: The Board Game,0
622620,Nightmare Adventures: The Turning Thorn,50%
622650,Bendy and the Ink Machine™,nan
622670,Huusuienbu - Chapter Spring and Summer,nan
622820,HALUNAZI,nan
623320,Button Button,nan
623360,Grim Tales: The Legacy Collector's Edition,50%
623370,xDrive VR,nan
623460,Haunted Legends: The Bronze Horseman Collector's Edition,50%
623570,PingBall VR,nan
623670,Moe Mekuri SP - 萌めくりSP -,nan
623920,Chicago 1930 : The Prohibition,0
624410,Prank Bros / 欢乐兄弟,nan
624550,Spiritual Warfare & Wisdom Tree Collection,nan
625460,Assassination ClassroomVR Balloon Challenge Time/暗殺教室VR バルーンチャレンジの時間,nan
625680,Way of the Passive Fist,90%
625690,归墟纪·寂夜  FINAL WORLD,nan
625770,Smashing The Battle VR,0
625980,Yomawari: Midnight Shadows / 深夜廻,nan
626020,Shadows in the Darkness,50%
626250,Consortium: The Tower,0
626630,Two Worlds II HD - Call of the Tenebrae,70%
626640,Lost Lands: The Wanderer,0
626840,Shadow Wolf Mysteries: Curse of the Full Moon Collector's Edition,50%
627570,VentureVerse: Legend of Ulora,nan
628020,Romance of the Three Kingdoms　VI with Power Up Kit / 三國志VI with パワーアップキット,nan
628030,Romance of the Three Kingdoms　VII with Power Up Kit / 三國志VII with パワーアップキット,nan
628040,Romance of the Three Kingdoms　VIII with Power Up Kit / 三國志VIII with パワーアップキット,nan
628050,Romance of the Three Kingdoms IX with Power Up Kit / 三國志IX with パワーアップキット,nan
628060,Romance of the Three Kingdoms X with Power Up Kit / 三國志X with パワーアップキット,nan
628070,Romance of the Three Kingdoms 11 with Power Up Kit / 三國志11 with パワーアップキット,nan
628080,Romance of the Three Kingdoms 12 with Power Up Kit / 三國志12 with パワーアップキット,nan
628090,NOBUNAGA’S AMBITION: Haouden with Power Up Kit / 信長の野望・覇王伝 with パワーアップキット,nan
628100,NOBUNAGA’S AMBITION: Shouseiroku with Power Up Kit / 信長の野望・将星録 with パワーアップキット,nan
628110,NOBUNAGA’S AMBITION: Reppuden with Power Up Kit / 信長の野望・烈風伝 with パワーアップキット,nan
628120,NOBUNAGA’S AMBITION: Ranseiki with Power Up Kit / 信長の野望・嵐世記 with パワーアップキット,nan
628130,NOBUNAGA’S AMBITION: Soutenroku with Power Up Kit / 信長の野望・蒼天録 with パワーアップキット,nan
628140,NOBUNAGA’S AMBITION: Tenkasousei with Power Up Kit / 信長の野望・天下創世 with パワーアップキット,nan
