appid,name,discount
341260,Isaac the Adventurer,0
341440,BANZAI PECAN: The Last Hope For the Young Century,0
341780,Chronicles of a Dark Lord: Episode II War of The Abyss,55%
341870,TEMBO THE BADASS ELEPHANT,0
342090,The Clans - Saga of the Twins,90%
342300,Zombie Kill of the Week - Reborn,85%
342350,Into The Gloom,0
342540,Terminal Hacker - Into the Deep,0
342550,Phantasmal: Survival Horror Roguelike,nan
342560,Airships: Conquer the Skies,25%
343000,The Mystery of the Druids,80%
343150,Endica VII The Dream King,90%
343250,Gene,nan
343320,StaudSoft's Synthetic World Beta,nan
344130,Cataegis : The White Wind,0
344630,Princess Evangile All Ages Version,nan
344890,ARM PLANETARY PROSPECTORS Asteroid Resource Mining,nan
345010,Ascent - The Space Game,nan
345090,Ancient Planet Tower Defense,nan
345180,Victor Vran ARPG,nan
345330,Eden Rising: Supremacy,nan
345700,Echo Tokyo: An Intro,nan
345820,Shantae and the Pirate's Curse,40%
346200,Drew and the Floating Labyrinth,0
346560,Hero of the Kingdom II,55%
346650,Break the Cube,0
346830,FINAL FANTASY IV: THE AFTER YEARS,50%
347050,Vol'Talkes - The AI War,nan
347170,Combat Air Patrol 2: Military Flight Simulator,nan
347230,1942: The Pacific Air War,75%
347240,Challenge of the Five Realms: Spellbound in the World of Nhagardia,0
347270,Knights of the Sky,75%
347560,Terra Incognita ~ Chapter One: The Descendant,51%
348870,Night Mysteries: The Amphora Prisoner,50%
349300,Littlewitch Romanesque: Editio Regia,nan
349320,The Rainy Port Keelung 雨港基隆,nan
349460,Lord of the Dark Castle,0
349790,Galaxy of Pen & Paper +1,nan
350080,Wolfenstein: The Old Blood,0
350150,Scraps: Modular Vehicle Combat,nan
350330,Call of the Ninja!,0
350500,Fly in the House,85%
350530,Airport Firefighters - The Simulation,80%
350640,Sherlock Holmes: The Devil's Daughter,80%
350780,MANOS,nan
350970,Planet of the Eyes,60%
351170,Pixel: ru²,nan
351320,DROD: The Second Sky,50%
351400,The Defenders: The Second Wave,0
351480,Age of Fear: The Undead King,0
351710,Hyperdimension Neptunia Re;Birth2: Sisters Generation / 超次次元ゲイム ネプテューヌRe;Birth2 / 超次次元遊戲 戰機少女 重生2,nan
351870,Cultures - 8th Wonder of the World,0
352440,Catacombs of the Undercity,80%
352580,Hidden: On the trail of the Ancients,0
353270,Hyperdimension Neptunia Re;Birth3 V Generation / 神次次元ゲイム ネプテューヌRe;Birth3 V CENTURY / 神次次元遊戲 戰機少女 重生3 Ｖ世紀,nan
353940,Aces of the Luftwaffe,80%
353990,Parvaneh: Legacy of the Light's Guardians,0
354180,Bunker - The Underground Game,50%
354950,East Tower - Akio (East Tower Series Vol. 1),nan
355020,Bomb The Monsters!,0
355170,Sam & Max Hit the Road,nan
355240,NEO AQUARIUM - The King of Crustaceans -,70%
355460,Thunderbird: The Legend Begins,0
355490,Stratus: Battle For The Sky,0
355630,Leo’s Fortune - HD Edition,nan
356090,Machineers - Episode 1: Tivoli Town,nan
356210,Tony Tough and the Night of Roasted Moths,75%
356530,The Confines Of The Crown,60%
356540,East Tower - Takashi (East Tower Series Vol. 2),nan
356550,East Tower - Kuon (East Tower Series Vol. 3),nan
356560,East Tower - Kurenai (East Tower Series Vol. 4),nan
356800,Choice of the Petal Throne,40%
357320,Break_In,nan
357780,Defend Your Life: TD,nan
357890,Vortex Attack: ボルテックスアタック,nan
358080,No Turning Back: The Pixel Art Action-Adventure Roguelike,50%
358360,Raptor: Call of the Shadows (1994 Classic Edition),0
358410,Rise of the Triad: Dark War,0
358460,Talisman: The Horus Heresy,75%
359300,Death Pirate,nan
359810,Hare In The Hat,70%
360510,Into the Stars,80%
360640,12 Labours of Hercules II: The Cretan Bull,80%
361100,Slashers: The Power Battle,25%
361110,Prometheus - The Fire Thief,nan
361360,Goosebumps: The Game,0
361970,Weather Lord: The Successor's Path,nan
362740,Age of Enigma: The Secret of the Sixth Ghost,80%
362790,Word Wonders: The Tower of Babel,0
363050,Let's Explore the Airport (Junior Field Trips),72%
363060,Let's Explore the Farm (Junior Field Trips),72%
363070,Let's Explore the Jungle (Junior Field Trips),72%
363090,NOBUNAGA’S AMBITION: Kakushin with Power Up Kit / 信長の野望・革新 with パワーアップキット,nan
363110,NOBUNAGA'S AMBITION: Tendou with Power Up Kit / 信長の野望・天道 with パワーアップキット,nan
363150,ROMANCE OF THE THREE KINGDOMS XIII / 三國志13,nan
363220,Ghost in the Machine,0
363410,Always The Same Blue Sky...,0
363440,Mega Man Legacy Collection / ロックマン クラシックス コレクション,nan
363580,PING 1.5+™,nan
364000,Culina: Hands in the Kitchen,0
364130,Ride the Bullet,0
364380,CINEVEO - VR Cinema,nan
364700,Dawn of the Plow,0
364830,BLEAK: Welcome to Glimmer,nan
364970,CopperCube 5 Game Engine,nan
365080,Unheard Screams - King Leopold II's Rule Over The Congo,nan
365120,Curse of the Crescent Isle DX,51%
365140,DREAMFLIGHT VR,nan
365280,Alexia Crow and the Cave of Heroes,0
365340,The Way of the Pixelated Fist,46%
365350,How to Take Off Your Mask / 貴方の仮面の外し方,nan
365560,Battle of the Bulge,50%
365590,Tom Clancy’s The Division™,75%
365730,Gilbert Goodmate and the Mushroom of Phungoria,0
365850,Starchaser: Priestess of the Night Sky,75%
365870,Below Kryll,nan
365930,STOORM - Full Edition.,nan
366240,GAROU: MARK OF THE WOLVES,50%
366350,ROGUS - Kingdom of The Lost Souls,0
366380,MYTH - Steam Edition,nan
366510,Ruzar - The Life Stone,60%
366640,Shiness: The Lightning Kingdom,75%
366690,Cue Club 2: Pool & Snooker,nan
367040,InsanZ - Retro Survival Horror,nan
367060,Helena The 3rd,0
367220,Egyptian Settlement Gold,nan
368050,Almightree: The Last Dreamer,85%
368080,Aurion: Legacy of the Kori-Odan,66%
368140,Tobari and the Night of the Curious Moon,65%
368220,Close Combat - Panthers in the Fog,nan
368430,Through the Woods,80%
368640,htoL#NiQ: The Firefly Diary / htoL#NiQ-ホタルノニッキ-,nan
368830,Adventure in the Tower of Flight,0
368890,AR-K: The Great Escape,0
369360,Car Washer: Summer of the Ninja,50%
369420,9 Clues 2: The Ward,70%
369460,Professor Why™: The Quantum Eye,0
369640,Treeker: The Lost Glasses,0
370300,8-Bit Adventures: The Forgotten Journey Remastered Edition,60%
370350,LOTUS-Simulator,nan
370390,Path to the Sky,0
370540,Gary Grigsby's War in the East,70%
370730,NOBUNAGA'S AMBITION: Tenshouki WPK HD Version / 信長の野望・天翔記 with パワーアップキット HD Version,nan
371190,Making History: The Calm and the Storm Gold Edition,50%
371320,Samsa and the Knights of Light,80%
371390,Flix The Flea,0
371420,Teddy Floppy Ear - The Race,90%
372350,Tumbleweed Express,nan
372830,Fitz the Fox,0
372930,New York Mysteries: Secrets of the Mafia,0
372940,Lost Lands: The Four Horsemen,0
372970,Cash_Out,nan
373140,Grail to the Thief,75%
373240,Black Sails - The Ghost Ship,0
373360,Cast of the Seven Godsends - Redux,0
373390,Contradiction - Spot The Liar!,0
373460,Fury Of The Gods,80%
373860,Apothecarium: The Renaissance of Evil - Premium Edition,nan
373990,Metrico+,nan
374010,Sherlock Holmes Consulting Detective: The Case of the Mummy's Curse,0
374420,Questria: Rise of the Robot Skullfaces,0
374510,The Last Dogma - Wilder Wein Edition,nan
374640,March of Industry: Very Capitalist Factory Simulator Entertainments,nan
374830,Defend The Highlands,80%
374900,Agatha Christie - The ABC Murders,80%
375030,Korwin The Game,0
375450,NOBUNAGA'S AMBITION: Sphere of Influence - Ascension / 信長の野望･創造 戦国立志伝,nan
376480,Ohr: אור,nan
376520,Kelvin and the Infamous Machine,70%
376780,Sherlock Holmes Consulting Detective: The Case of the Tin Soldier,0
376790,Sherlock Holmes Consulting Detective: The Case of the Mystified Murderess,0
377120,Chronicle Keepers: The Dreaming Garden,90%
377530,侠客风云传(Tale of Wuxia),nan
377600,Tcheco in the Castle of Lucio,51%
377670,G-senjou no Maou - The Devil on G-String,nan
378420,Jurassic Island: The Dinosaur Zoo,80%
378630,Shadows on the Vatican Act II: Wrath,70%
378660,Blues and Bullets,nan
378720,Thea: The Awakening,nan
378790,Kagura Douchuuki,nan
379420,Polynomial 2 - Universe of the Music,nan
381610,Dandy: Or a Brief Glimpse Into the Life of the Candy Alchemist,0
382090,Dungeon Nightmares II : The Memory,75%
382120,Journey To The Center Of The Earth,0
382320,Heart of Ember CH1,nan
383190,SUMICO - The Numbers Game,0
383710,Princess Kaguya: Legend of the Moon Warrior,0
383720,Swords & Crossbones: An Epic Pirate Story,nan
383840,Nimbatus - The Space Drone Constructor,0
383960,Machina of the Planet Tree -Planet Ruler-,75%
384000,Cross of the Dutchman,0
384280,Mute Crimson+,nan
384480,Six Sides of the World,80%
384570,Zanzarah: The Hidden Portal,90%
384840,Dead But Alive! Southern England,nan
384910,Last Half of Darkness - Society of the Serpent Moon,40%
384970,Soldiers of Heaven VR,nan
385100,Space - The Return Of The Pixxelfrazzer,0
385270,Jet Racing Extreme: The First Encounter,nan
385700,Battle For The Sun,0
385840,The Beard in the Mirror,50%
385940,Battles of the Ancient World,75%
386090,Nandeyanen!? - The 1st Sûtra,0
386100,Pylon: Rogue,nan
386140,After The End: The Harvest,80%
386160,Vampire of the Sands,90%
386420,Job the Leprechaun,50%
386520,Champion of the Gods,35%
386630,Nirvana: The First Travel,0
387290,Ori and the Blind Forest: Definitive Edition,50%
388010,Tick: The Time Based Puzzle Game,0
388060,The Escapists: The Walking Dead,75%
388120,Spakoyno: Back to the USSR 2.0,87%
388210,Day of the Tentacle Remastered,85%
388390,"""Glow Ball"" - The billiard puzzle game",70%
388720,Link: The Unleashed Nexus,0
388900,Fracture the Flag,0
389170,A Lenda do Herói - O Herói desta Canção,nan
389270,Through Abandoned: The Underground City,nan
389470,Call of Cthulhu: Shadow of the Comet,0
390520,PewDiePie: Legend of the Brofist,0
391220,Rise of the Tomb Raider™,0
391310,Alien Attack,nan
391410,"Rock, the Tree Hugger",90%
391510,RHEM IV: The Golden Fragments SE,nan
392370,Wish -tale of the sixteenth night of lunar month-,75%
392410,Toy Odyssey: The Lost and Found,0
392730,The Bizarre Creations of Keith the Magnificent,0
392940,Epic Quest of the 4 Crystals,0
393820,At the Mountains of Madness,0
394290,Tennis in the Face,50%
395160,Toby: The Secret Mine,70%
395190,Reiner Knizia's The Confrontation,0
395480,The Makeshifter,nan
395570,We Are The Dwarves,90%
395600,Armor Clash,nan
395920,Playing History - The Plague,0
395960,عالم أريب,nan
396230,VERSUS: The Lost Ones,25%
396660,Tahira: Echoes of the Astral Empire,0
396850,Chronicles of the Witches and Warlocks,90%
396860,Over The Hills And Far Away,50%
396870,Catyph: The Kunci Experiment,0
396930,Tidal Affair: Before The Storm,90%
397190,Sengoku Jidai: Shadow of the Shogun,50%
397270,A Kiss For The Petals - Remembering How We Met,40%
397350,Lords of the Realm II,66%
397440,Lost Legends: The Weeping Woman Collector's Edition,50%
397700,Urizen Shadows of the Cold Deluxe Frosty Edition,25%
398120,Advanced Gaming Platform::Epica,nan
398620,Living Legends: The Frozen Fear Collection,50%
398960,Hoven the Sages Spinel,0
399040,Legends of Solitaire: Curse of the Dragons,40%
399090,It's time to get out from the solar system,70%
400250,Heaven Island - VR MMO,nan
400380,Tactical Soccer The New Season,0
400800,MXGP2 - The Official Motocross Videogame,75%
401360,The Aquatic Adventure of the Last Human,90%
401820,FATED: The Silent Oath,0
401890,ARSLAN: THE WARRIORS OF LEGEND,0
402430,Out of the Park Baseball 17,0
402620,Kindred Spirits on the Roof,45%
402970,Fringes of the Empire,0
403030,mdiapp+ SE,nan
403510,Fairy Tale Mysteries 2: The Beanstalk,70%
403740,GabeN: The Final Decision,0
403860,ALPAGES : THE FIVE BOOKS,51%
404510,Heaven's Hope - Special Edition,nan
404660,Vicky Saves the Big Dumb World,46%
405610,Flight of the Paladin,51%
405900,Disgaea PC / 魔界戦記ディスガイア PC,nan
406170,Vortex: The Gateway,60%
406730,"1,000 Heads Among the Trees",90%
406760,"FL337 - ""Fleet""",nan
407020,Star Sky - ブルームーン,nan
407290,There Was A Caveman,nan
407380,Strania - The Stella Machina -,40%
407420,Gabe Newell Simulator 2.0,nan
407840,Guardians of Orion (Phase 1),nan
408340,Gravity Lab - Gravitational Testing Facility & Observations,nan
409340,Perraw - FPS Clone War Alpha,nan
409380,Among the Heavens,80%
409440,SnakEscape [REMASTERED],nan
409450,The Fall of the Dungeon Guardians - Enhanced Edition,nan
409520,Ginger: Beyond the Crystal,80%
409600,Contract With The Devil,90%
409850,Criminal Girls: Invite Only / クリミナルガールズ INVITATION,nan
409870,Phantom Brave PC / ファントム・ブレイブ PC,nan
409890,Stranger of Sword City / 剣の街の異邦人 ～黒の宮殿～,nan
409920,Brilliant Shadows - Part One of the Book of Gray Magic,0
410120,AGON - The Mysterious Codex (Trilogy),80%
410130,AGON - The Lost Sword of Toledo,80%
410320,EARTH DEFENSE FORCE 4.1 The Shadow of New Despair,50%
410340,Liftoff: FPV Drone Racing,nan
410910,Deathless: The City's Thirst,25%
411130,Leviathan: the Cargo — Ongoing series,nan
411560,Reveal The Deep,51%
411620,Pane In The Glass,0
411760,Swordbreaker The Game,40%
411860,Save the Creatures,0
411960,TY the Tasmanian Tiger,50%
411970,TY the Tasmanian Tiger 2,34%
411980,TY the Tasmanian Tiger 3,25%
412010,Crossbow Warrior - The Legend of William Tell,0
412270,Stories of Bethem: Full Moon,nan
413040,Eekeemoo - Splinters of the Dark Shard,80%
413470,Where Angels Cry: Tears of the Fallen (Collector's Edition),70%
413490,Rothschild: The Sheep Will Wake,0
413760,Go To Bed: Survive The Night,0
414510,5089: The Action RPG,30%
414580,Uriel's Chasm 2: את,nan
414660,Vampire Legends: The True Story of Kisilova,70%
415000,GTGD S3 How To Make A Game,nan
415390,Viking Saga: The Cursed Ring,50%
415610,Red Comrades Save the Galaxy: Reloaded,70%
416250,Tales [PC],nan
416380,The Hurricane of the Varstray -Collateral hazard-,90%
416430,In The Dead Of Night - Urszula's Revenge,0
416550,Rubber Ducky and the Rainbow Gun,30%
416760,Pay2Win: The Tricks Exposed,66%
416790,The Metronomicon: Slay The Dance Floor,0
416800,Cluck Yegger in Escape From The Planet of The Poultroid,0
417880,Everybody's Gone to the Rapture,0
418210,Metal Tales: Fury of the Guitar Gods,0
418240,Shadow Tactics: Blades of the Shogun,66%
418950,DreadOut: Keepers of The Dark,90%
419130,Strength of the Sword ULTIMATE,0
419590,Tales from the Void,80%
419810,House of Hell (Standalone),nan
420070,Kill The Plumber,0
420160,Alphabeats: Master Edition,nan
420170,Shrug Island - The Meeting,25%
420270,Into the Void,0
420500,Rynn's Adventure: Trouble in the Enchanted Forest,70%
421140,Blades of the Righteous,75%
421710,Space Live - Advent of the Net Idols,50%
421890,Avaris 2: The Return of the Empress,0
422130,Comic Book Hero: The Greatest Cape,50%
422650,Megamagic: Wizards of the Neon Age,60%
423700,Apocalypse Hotel - The Post-Apocalyptic Hotel Simulator!,50%
424310,Blessed Ones: The Magic Wolves,nan
425040,ComixPlay #1: The Endless Incident,85%
425600,The Order of the Thorne - The King's Challenge,80%
425770,Answer The Question,0
426290,The Away Team: Lost Exodus,nan
427050,Siege - the card game,0
427490,Shadowhand: RPG Card Game,nan
427510,Way of the Samurai 3,70%
427550,Tibetan Quest: Beyond the World's End,70%
427680,Zwei: The Arges Adventure,40%
427700,Zwei: The Ilvard Insurrection,50%
427780,PERFECT ANGLE: The puzzle game based on optical illusions,0
428130,Walk The Light,0
428210,Horror in the Asylum,0
428250,Mystery Castle: The Mirror's Secret,80%
428280,Mystery of Unicorn Castle: The Beastmaster,80%
428550,Momodora: Reverie Under The Moonlight,50%
428660,Deliver Us The Moon: Fortuna,nan
428800,liteCam Game 5:  120 FPS Game Capture + Streamer,nan
428830,Save the Dodos,80%
428900,"Linea, the Game",75%
428930,Into the Belly of the Beast,0
429280,Gems of the Aztecs,90%
429600,Fairy Tale Mysteries: The Puppet Thief,70%
430100,darkcase : the basement,75%
430290,Shmups Skill Test シューティング技能検定,nan
431200,Disastr_Blastr,nan
431220,Porradaria 2: Pagode of the Night,0
431280,tiny & Tall: Gleipnir,nan
431370,Diorama No.3 : The Marchland,0
431470,Inside The Code,86%
431680,Nuts!: The Battle of the Bulge,50%
431700,Age of Fear 3: The Legend,0
431910,Psychocat: The Answer,nan
432330,Rytmik Lite Chiptune Synthesizer,nan
433000,Lost Lands: The Golden Curse,0
433360,Drawn™: Dark Flight,nan
433480,Rayon Riddles - Rise of the Goblin King,84%
433590,The Song of Seven : Overture,nan
433700,Carpe Lucem - Seize The Light VR,0
433840,Trulon: The Shadow Engine,80%
433920,Aveyond 4: Shadow of the Mist,80%
434070,Plight of the Zombie,0
434130,Witch and Hero(魔女と勇者),nan
434290,Typefighters (Steam Edition),nan
434460,Rock of Ages 2: Bigger & Boulder™,nan
434540,Secret of the Pendulum,0
434970,That Dam Level redux,nan
435080,Philia : the Sequel to Elansar,0
435260,Planet Stronghold: Colonial Defense,nan
435300,We Know the Devil,75%
435480,Trials of the Blood Dragon,75%
436140,Empire of the Gods,50%
436360,Robo's World: The Zarnok Fortress,33%
436400,Heroes of the Seven Seas VR,nan
436480,Soup: the Game,nan
436510,Worlds of Chaos: Invasion,nan
436670,The Legend of Heroes: Trails in the Sky the 3rd,25%
437380,Vanquish: The Adventures of Lady Exton,0
438300,Shepherds of the Abyss,0
438430,Valentino Rossi The Game,75%
438640,LEGO® STAR WARS™: The Force Awakens,75%
438740,Friday the 13th: The Game,80%
439190,Stories: The Path of Destinies,50%
439260,"""BUTTS: The VR Experience""",0
439770,The Lost Heir: The Fall of Daria,nan
440730,Survival Zombies The Inverted Evolution,90%
440790,Spellbind : Luppe's tale,nan
440870,Mysteries of the Past: Shadow of the Daemon Collector's Edition,75%
440950,Story Of the Survivor,70%
441230,Babel: Tower to the Gods,50%
443070,Insane Insects: The Inception,0
443360,Red Comrades 2: For the Great Justice. Reloaded,0
443460,Star Sky 2 - ブルームーン 2,nan
443530,Adam and Eve: The Game - Chapter 1,0
443800,Ruckus Ridge VR Party,nan
443810,This Is the Police,75%
443890,BUCK: Saturday Morning Cartoon Apocalypse,nan
444180,Techwars Online,nan
444350,HACK_IT,nan
444520,Leave Me Alone: A Trip To Hell,nan
444590,Skautfold: Shrouded in Sanity,nan
445420,Aselia the Eternal -The Spirit of Eternity Sword-,nan
446020,Jalopy - The Road Trip Driving Indie Car Game (公路旅行驾驶游戏),nan
446030,Corroded,nan
446440,Doctor Watson - The Riddle of the Catacombs,70%
446540,Smash Up: Conquer the bases with your factions,0
446810,Blossom Tales: The Sleeping King,33%
447040,Watch_Dogs® 2,nan
447120,Where the Water Tastes Like Wine,60%
447530,VA-11 Hall-A: Cyberpunk Bartender Action,nan
447800,LostWinds 2: Winter of the Melodias,75%
447860,Maria the Witch,50%
447940,Brine,nan
448150,Mystica: The Ninth Society,0
448500,Lil' Walker,nan
448820,Planet in the Shadows,76%
449100,City of the Shroud,25%
449210,Verdict Guilty - 유죄 평결,nan
449240,Stormworm+,nan
449350,Backstreets of the Mind,75%
449460,Commands & Colors: The Great War,nan
449540,There's Poop In My Soup,nan
449730,Ahnayro: The Dream World,0
450060,Insane Decay of Mind: The Labyrinth,nan
450150,Campgrounds: The Endorus Expedition Collector's Edition,50%
451340,Gold Rush: The Game,0
451520,theBlu,nan
451570,Demetrios - The BIG Cynical Adventure,80%
451650,Whirligig VR Media Player,nan
451800,End Of The Mine,0
451870,Nighttime Terror VR: Dessert Defender,nan
452240,Dawn of the Robot Empire,0
452320,Party Saboteurs: After Party,nan
452420,Koihime Enbu 恋姫†演武,nan
453390,Dark Parables: The Little Mermaid and the Purple Tide Collector's Edition,50%
453740,Spaceman Sparkles 3,nan
453770,Forgotten Tales: Day of the Dead,50%
453780,Secrets of Magic: The Book of Spells,50%
453960,Envy the Dead,51%
454230,SLG Remix,nan
454260,The HinterLands,nan
454690,Cyber City 2157: The Visual Novel,0
455080,Awakening: The Redleaf Forest Collector's Edition,50%
455310,Bloody Chronicles - New Cycle of Death Visual Novel,nan
455590,Skedaddle,nan
455710,Project RPG Remastered,nan
455820,Omensight: Definitive Edition,nan
455970,Nokori,nan
456540,STAR WARS™: Rebel Assault I + II,nan
456660,Slime & Friends,nan
456690,Weather Lord: Following the Princess Collector's Edition,nan
456760,A dragon girl looks up at the endless sky,0
457130,Runes: The Forgotten Path,60%
457650,Stonehenge VR SANDBOX,nan
457680,OPUS: The Day We Found Earth,60%
457980,Adele: Following the Signs,0
458000,March of the Living,60%
458190,VR0GU3™: Unapologetic Hardcore VR Edition,nan
458380,Gahkthun of the Golden Lightning Steam Edition,55%
458470,Grim Legends 3: The Dark City,60%
458480,Mythic Wonders: The Philosopher's Stone,70%
458730,Conception II: Children of the Seven Stars,0
459130,Love in the Glen,50%
459350,Battlesloths 2025: The Great Pizza Wars,70%
460140,Midnight at the Celestial Palace: Chapter I,0
460220,Xenoraid: The First Space War,65%
460230,Starters Orders 6 Horse Racing,nan
460430,The Letter - Horror Visual Novel,nan
460700,Song of the Deep,75%
460780,Avadon 3: The Warborn,70%
461520,Grizzly Valley,nan
461600,Zipple World 2: The Sweet Chaos,90%
461640,Sins Of The Demon RPG,0
461700,Seduce Me 2: The Demon War,0
461830,Adventure Apes and the Mayan Mystery,0
461850,Abrix the robot,50%
462070,IWO: Bloodbath in the Bonins,50%
462830,Airline Director 2 - Tycoon Game,nan
462940,Making History: The Second World War,50%
463050,The Pit And The Pendulum,87%
463100,Liveza: Death of the Earth,80%
463480,A Shooty Bit,nan
463530,Empires of the Undergrowth,0
464070,Diorama Battle of NINJA　虚拟3D世界 忍者之战,nan
464530,猫肉「Cat Meat」,nan
464630,Secret Of The Royal Throne,70%
465190,Nutlope,nan
465240,Serious Sam VR: The Last Hope,75%
465650,Out of the Park Baseball 18,0
465860,Awakening: The Sunhook Spire Collector's Edition,50%
465890,Dark Parables: The Final Cinderella Collector's Edition,50%
465900,Dark Tales: Edgar Allan Poe's The Gold Bug Collector's Edition,50%
465920,Echoes of the Past: The Revenge of the Witch Collector's Edition,50%
465990,Hidden Expedition: The Crown of Solomon Collector's Edition,50%
466010,Nevertales: The Beauty Within Collector's Edition,50%
466020,Off the Record: The Linden Shades Collector's Edition,50%
466050,Redemption Cemetery: Salvation of the Lost Collector's Edition,50%
466080,Surface: The Pantheon Collector's Edition,nan
466100,Witches' Legacy: The Ties That Bind Collector's Edition,50%
466490,Princess Isabella: The Rise of an Heir,70%
466810,Soulslayer～灭魂·误佳期～,nan
466860,上帝之城 I：监狱帝国 [City of God I - Prison Empire],nan
467490,GRAVEN The Purple Moon Prophecy,0
467660,Paranormal Activity: The Lost Soul,40%
467780,simian.interface++,nan
467790,Crongdor the Barbarian,0
467910,EPΘCH,nan
467930,SMASHING THE BATTLE,70%
468240,VR Regatta - The Sailing Game,69%
468820,Titans of Space PLUS,nan
469550,Bambino Rally 3,nan
470020,"SnarfQuest Tales, Episode 1: The Beginning",0
470060,1917 - The Alien Invasion DX,0
470580,In The Shadows,40%
470740,Demolish & Build 2017,nan
471220,Don't Drop the Bass,0
471260,Osozaki 遅咲き Late Blooming - First,nan
471270,Leave The Nest,0
471660,Kingspray Graffiti VR,nan
471910,Soul of the Devil,80%
472720,Car Car Crash Hands On Edition,nan
472770,HELP: THE GAME,0
473460,Memory Oblivion Box,nan
474240,Journey to the Center of the Earth,0
476490,Choice of the Pirate,35%
477010,10 Minute Tower,nan
477310,Space Hole 2016,nan
477740,Zero Escape: The Nonary Games,40%
477870,Yomawari: Night Alone / 夜廻,nan
479020,Pirates of the Polygon Sea,50%
480650,Yu-Gi-Oh! Legacy of the Duelist,0
480900,Slap Village: Reality Slap,nan
481510,Night in the Woods,40%
481950,Emily: Displaced,nan
482330,Legends of the Universe - StarCore,76%
482460,Reverence: The Ultimate Combat Experience,75%
485380,Welcome to the Game,60%
485510,Nioh: Complete Edition / 仁王 Complete Edition,nan
485950,Rise of the Ancients,46%
486120,Escape The Past,75%
486170,Bathory - The Bloody Countess,50%
486370,Pinball Evolution VR,nan
486470,Derelict Redux,nan
486550,The Caretaker - Dungeon Nightshift,nan
486850,Card of spirits(卡灵),nan
487180,The Lords of the Earth Flame,90%
487600,Puzzles Under The Hill,51%
487700,Conan the mighty pig,0
488040,VR Toolbox: 360 Desktop,nan
488220,Valcarta: Rise of the Demon,0
488330,Highway to the Moon,0
488590,Armed Against the Undead,0
488790,South Park™: The Fractured But Whole™,90%
488920,Knockout League - Arcade VR Boxing,nan
489170,Galaxy Reavers,nan
489220,Unforgiving Trials: The Darkest Crusade,0
489470,Hide and Secret Treasure of the Ages,67%
489730,Run The Gamut,0
489740,Playthings: VR Music Vacation,nan
489810,BlockAid,nan
490040,Child of the Wind,60%
490390,神明的一天世界(God's One Day World),nan
490490,Blasters of the Universe,60%
490690,The Barbarian and the Subterranean Caves,60%
490890,Ne no Kami: The Two Princess Knights of Kyoto,60%
490940,Darconika: The Cube of Soul,87%
491020,Revenge of the Spirit: Rite of Resurrection,50%
491080,BoneBone: Rise of the Deathlord,0
491350,Way of the Red,0
491420,the 9th day:第九日,nan
491510,Vanilla Bagel: The Roguelike,77%
491660,Assault on the Necrospire,0
491720,Nary: The Undead Edition,nan
492090,A-Train PC Classic / みんなのA列車で行こうPC,nan
492370,Affairs of the Court: Choice of Romance,35%
492400,Thunder Gun: Revenge of the Mutants,0
492490,Zombie Apocalypse: Escape The Undead City,49%
492500,Heroes of the Monkey Tavern,50%
492560,Malkia,nan
492610,One Day : The Sun Disappeared,0
493220,After the Empire,0
493780,Nightork Adventures - Beyond the Moons of Shadalee,75%
494000,Anthelion,nan
494020,Splash Bash,nan
494150,The Thrill of the Fight - VR Boxing,nan
494360,Barrow Hill: Curse of the Ancient Circle,80%
494790,Captain Curve's Intergalactic Space Adventure,nan
494810,VR: Vacate the Room (Virtual Reality Escape),nan
494970,Savana,nan
495010,Ranger of the jungle,nan
495050,Mega Man Legacy Collection 2 / ロックマン クラシックス コレクション 2,nan
495110,Enigmatis 3: The Shadow of Karkhala,60%
495280,Disgaea 2 PC / 魔界戦記ディスガイア2 PC,nan
495700,Gabriel Knight: Sins of the Father®,nan
495960,The Secret Monster Society,nan
495980,Selma and the Wisp,50%
495990,True Love ～Confide to the Maple～,50%
496030,Dark Parables: The Swan Princess and The Dire Tree Collector's Edition,50%
496230,Watching Grass Grow In VR - The Game,75%
496260,Corona Blossom Vol.1 Gift From the Galaxy,50%
496310,Momento Temporis: Light from the Deep,0
496350,Supipara - Chapter 1 Spring Has Come!,nan
496380,A Verdant Hue,nan
496610,Push The Crate: Remastered Edition,nan
496690,Adventures On The Polluted Islands,80%
496810,MegaTagmension Blanc + Neptune VS Zombies (Neptunia),nan
496820,Ruction: The Golden Tablet,50%
496980,Cosmic Cavern 3671　　宇宙最大の地底最大の作戦,nan
497080,Construct: Escape the System,0
497280,Wrong Dimension - The One Dimensional Platformer,0
497360,"Gabriel Knight® 3: Blood of the Sacred, Blood of the Damned",35%
497450,Blortasia,nan
497560,Crimson Sword Saga: The Peloran Wars,51%
498240,Batman - The Telltale Series,0
498330,Cats are Liquid - A Light in the Shadows,0
498390,Remnants Of The Arcane,0
498460,Abduction Prologue: The Story Of Jonathan Blake,50%
498500,I Am The Hero,70%
498680,In The Shadow Of The Truth,80%
499100,Dark Parables: The Exiled Prince Collector's Edition,50%
499110,Dark Parables: Rise of the Snow Queen Collector's Edition,50%
499120,Dark Parables: The Red Riding Hood Sisters Collector's Edition,50%
500120,"Gazzel Quest, The Five Magic Stones",0
500440,Take the Cake,0
500550,"Save the Universe, Please!",0
500760,Kuraburo Kai,nan
500870,Riddles Of The Past,75%
500940,GET THE GEMS,51%
501270,Robots In The Wild,0
