index,appid,name,release_date,english,developer,publisher,required_age,achievements,total_ratings,ratingpc,price,discount,discount_bin,windows,linux,mac,cat_Multi-player,cat_Online Multi-Player,cat_Single-player,cat_Steam Cloud,cat_Steam Achievements,cat_Steam Trading Cards,cat_Partial Controller Support,cat_Stats,cat_Co-op,cat_Full controller support,cat_Steam Leaderboards,cat_Shared/Split Screen,gen_Action,gen_Adventure,gen_Indie,gen_Strategy,gen_RPG,gen_Simulation,gen_Casual,gen_Early Access,all_time_peak,may_19_av,may_19_peak,jun_19_av,jun_19_peak,jul_19_av,may_jun_avuplift,may_jun_avupliftpc,jun_jul_avuplift,jun_jul_avupliftpc
4911,360830,Yooka-Laylee,2017-04-11,1,Playtonic Games,Team17 Digital Ltd,0,1,3225,0.7547286821705427,34.99,70.0,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,6508.0,26.09,64.0,35.31,79.0,31.79,9.220000000000002,0.35339210425450374,-3.520000000000003,-0.0996884735202493
4912,360840,Lumini,2015-09-03,1,Speelbaars,Rising Star Games,0,1,116,0.8706896551724138,7.99,75.0,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,19.0,0.14,3.0,0.11,2.0,0.14,-0.030000000000000013,-0.21428571428571436,0.030000000000000013,0.2727272727272728
4913,360850,Electric Circuit,2015-06-22,1,Dubrovkin Sergei,Dubrovkin Sergei,0,1,42,0.7857142857142857,1.59,51.0,1,1,0,0,0,0,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,1795.0,3.65,324.0,1.96,77.0,16.58,-1.69,-0.46301369863013697,14.619999999999997,7.459183673469386
4914,360880,Nightfall: Escape,2016-06-28,1,Zeenoh;7 Seals,Zeenoh Inc.,0,1,49,0.46938775510204084,6.99,0.0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,303.0,0.11,2.0,0.04,1.0,0.09,-0.07,-0.6363636363636365,0.049999999999999996,1.2499999999999998
4915,360890,The Lost Valley,2015-04-20,1,"AndrewDrumov, Sanke Berdochan",AndrewDrumov,0,0,317,0.3659305993690852,3.99,75.0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,2173.0,0.11,2.0,0.16,3.0,0.16,0.05,0.4545454545454546,0.0,0.0
4916,360940,The Mean Greens - Plastic Warfare,2015-12-08,1,Virtual Basement LLC;Code Headquarters LLC,Virtual Basement LLC,0,1,6413,0.7863714330266646,3.99,0.0,0,1,1,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,2747.0,33.77,84.0,31.47,72.0,152.36,-2.3000000000000043,-0.06810778797749494,120.89000000000001,3.841436288528758
4917,360970,Heaven Forest NIGHTS,2017-03-14,1,Fabio Ferrara,Chubby Pixel,0,1,278,0.6654676258992805,0.79,0.0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1307.0,1.16,66.0,1.59,30.0,0.72,0.43000000000000016,0.370689655172414,-0.8700000000000001,-0.5471698113207547
4919,361020,Luxor HD,2015-05-11,1,MumboJumbo,MumboJumbo,0,0,47,0.7872340425531915,6.99,66.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,19.0,3.04,11.0,2.89,10.0,2.95,-0.1499999999999999,-0.04934210526315787,0.06000000000000005,0.0207612456747405
4920,361040,Doom & Destiny Advanced,2016-11-15,1,Heartbit Interactive,Heartbit Interactive,0,1,264,0.9393939393939394,6.99,66.0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,28.0,1.78,7.0,3.42,13.0,2.61,1.64,0.9213483146067415,-0.81,-0.2368421052631579
4921,361100,Slashers: The Power Battle,2017-11-03,1,Stun Games,KISS ltd,0,0,15,0.9333333333333333,5.19,25.0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,6.0,0.03,1.0,0.07,2.0,0.12,0.04000000000000001,1.3333333333333337,0.04999999999999999,0.7142857142857141
4923,361130,Card Dungeon,2015-06-02,1,Playtap Games,Playtap Games,0,1,48,0.6041666666666666,4.79,75.0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,30.0,0.09,2.0,0.03,1.0,0.07,-0.06,-0.6666666666666666,0.04000000000000001,1.3333333333333337
4925,361190,Sparkle 3 Genesis,2015-04-24,1,Forever Entertainment S. A.,Forever Entertainment S. A.,0,1,459,0.6274509803921569,3.99,90.0,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1952.0,0.98,46.0,0.74,10.0,0.77,-0.24,-0.24489795918367346,0.030000000000000027,0.04054054054054058
4926,361200,COAST GUARD,2015-10-21,1,Reality Twist GmbH,astragon Sales & Services GmbH,0,1,89,0.5168539325842697,13.49,80.0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,46.0,0.36,4.0,0.36,3.0,0.44,0.0,0.0,0.08000000000000002,0.22222222222222227
4927,361230,Super Daryl Deluxe,2018-04-10,1,Dan & Gary Games,Dan & Gary Games,0,1,188,0.8776595744680851,15.49,40.0,1,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,328.0,11.11,27.0,8.88,24.0,8.01,-2.2299999999999986,-0.2007200720072006,-0.870000000000001,-0.09797297297297308
4929,361280,Turmoil,2016-06-02,1,Gamious,Gamious,0,1,3513,0.8978081411898662,6.99,50.0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,2153.0,178.8,433.0,370.75,1168.0,394.77,191.95,1.073545861297539,24.019999999999982,0.06478759271746455
4930,361300,Mother Russia Bleeds,2016-09-05,1,Le Cartel Studio,Devolver Digital,0,1,2984,0.8585790884718498,10.99,75.0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1240.0,7.19,19.0,14.13,45.0,12.35,6.94,0.9652294853963839,-1.7800000000000011,-0.12597310686482668
4931,361320,Casino Inc.,2015-04-17,1,Hothouse Creations Ltd,Alternative Software Ltd,0,0,78,0.7307692307692307,3.99,60.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,14.0,2.59,9.0,1.83,8.0,2.32,-0.7599999999999998,-0.29343629343629335,0.48999999999999977,0.2677595628415299
4933,361350,Skyhook,2016-05-17,1,Megastorm Games,Megastorm Games,0,1,71,0.8591549295774648,7.19,80.0,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,5.0,0.03,2.0,0.13,2.0,0.43,0.1,3.3333333333333335,0.3,2.3076923076923075
4934,361360,Goosebumps: The Game,2015-10-13,1,WayForward,GameMill Entertainment,0,1,125,0.864,6.99,0.0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,19.0,0.59,4.0,0.87,6.0,0.77,0.28,0.47457627118644075,-0.09999999999999998,-0.11494252873563215
4935,361370,Deer Hunter: Reloaded,2017-10-24,1,Game Mechanic Studios,GameMill Entertainment,0,1,13,0.07692307692307693,7.19,0.0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,6.0,0.08,2.0,0.05,1.0,0.21,-0.03,-0.375,0.15999999999999998,3.1999999999999993
4936,361380,World War I,2015-04-09,1,Dark Fox,1C Entertainment,0,0,133,0.7518796992481203,3.99,80.0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19.0,0.74,5.0,3.57,15.0,2.43,2.83,3.8243243243243246,-1.1399999999999997,-0.3193277310924369
4938,361550,Cradle,2015-07-24,1,Flying Cafe for Semianimals,Flying Cafe for Semianimals,0,1,1307,0.7192042846212701,9.99,70.0,1,1,1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,583.0,1.24,7.0,2.7,20.0,3.88,1.4600000000000002,1.1774193548387097,1.1799999999999997,0.4370370370370369
4940,361600,Luna Sky,2015-10-02,1,Vovoid Media Technologies AB,KISS ltd,0,0,144,0.4375,9.99,0.0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,426.0,0.19,3.0,0.29,12.0,0.15,0.09999999999999998,0.5263157894736841,-0.13999999999999999,-0.48275862068965514
4941,361620,True Bliss,2015-05-22,1,Artur Mandas,KISS ltd,0,0,75,0.4,4.99,90.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,6.0,0.08,4.0,0.02,1.0,0.01,-0.06,-0.75,-0.01,-0.5
4942,361670,STAR WARS™ - X-Wing Alliance™,2015-04-28,1,Totally Games,LucasArts;Lucasfilm;Disney Interactive,0,0,230,0.7869565217391304,7.19,65.0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,109.0,5.31,24.0,4.5,14.0,6.04,-0.8099999999999996,-0.15254237288135586,1.54,0.3422222222222222
4944,361690,STAR WARS™ X-Wing vs TIE Fighter - Balance of Power Campaigns™,2015-04-28,1,Totally Games,LucasArts;Lucasfilm;Disney Interactive,0,0,150,0.74,7.19,0.0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,82.0,2.81,20.0,1.71,7.0,1.42,-1.1,-0.3914590747330961,-0.29000000000000004,-0.16959064327485382
4945,361800,Tree of Life,2017-08-17,1,oddonegames,oddonegames,0,0,6636,0.6680229053646776,14.99,0.0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,3656.0,24.12,59.0,18.65,43.0,16.53,-5.470000000000002,-0.22678275290215597,-2.1199999999999974,-0.11367292225201059
4946,361830,in Space,2015-04-27,1,Ed Curtis-Sivess,Ysty Games,0,0,109,0.8165137614678899,0.79,0.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,46.0,0.02,1.0,0.02,1.0,0.01,0.0,0.0,-0.01,-0.5
4947,361850,Portal of Evil: Stolen Runes Collector's Edition,2015-05-26,1,8Floor,8Floor,0,1,171,0.8947368421052632,3.99,0.0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1141.0,3.03,17.0,3.02,14.0,3.65,-0.009999999999999787,-0.00330033003300323,0.6299999999999999,0.20860927152317876
4948,361890,Chronostorm: Siberian Border,2015-11-20,1,Ulysses Games,Buka Entertainment,0,0,42,0.5476190476190477,0.79,51.0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,189.0,0.06,1.0,2.2,165.0,3.57,2.14,35.66666666666667,1.3699999999999997,0.6227272727272726
4949,361930,Farm Frenzy: Hurricane Season,2015-07-03,1,Alawar Stargaze;Alawar Entertainment,Buka Entertainment,0,0,46,0.8478260869565217,4.99,90.0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,37.0,1.17,6.0,1.17,6.0,1.84,0.0,0.0,0.6700000000000002,0.5726495726495728
4950,361950,MOAI 2: Path to Another World,2015-07-16,1,Toyman Interactive;Alawar Entertainment,Buka Entertainment,0,1,34,0.7352941176470589,5.59,90.0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,15.0,1.39,7.0,1.08,5.0,1.3,-0.30999999999999983,-0.22302158273381284,0.21999999999999997,0.20370370370370366
4952,361990,Lakeview Cabin Collection,2015-04-09,1,Roope Tamminen,Roope Tamminen,0,1,985,0.9147208121827411,6.99,90.0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,980.0,6.89,39.0,7.3,29.0,9.07,0.41000000000000014,0.059506531204644435,1.7700000000000005,0.2424657534246576
4953,362020,Queen At Arms,2016-02-03,1,Aqualuft Games,Aqualuft Games,0,1,16,0.875,18.99,0.0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,23.0,0.11,2.0,0.09,2.0,0.4,-0.020000000000000004,-0.18181818181818185,0.31000000000000005,3.444444444444445
4955,362090,Siralim,2015-04-24,1,Thylacine Studios,Thylacine Studios LLC,0,1,221,0.8733031674208145,7.19,80.0,1,1,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,133.0,0.95,5.0,1.04,7.0,1.5,0.09000000000000008,0.09473684210526324,0.45999999999999996,0.44230769230769224
4956,362130,Ashes of Immortality,2015-06-26,1,Warfare Studios,Warfare Studios,0,0,61,0.8032786885245902,6.99,0.0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,23.0,0.14,4.0,0.25,3.0,0.14,0.10999999999999999,0.7857142857142856,-0.10999999999999999,-0.43999999999999995
4957,362140,Ashes of Immortality II,2015-08-28,1,Warfare Studios,Warfare Studios,0,0,22,0.4090909090909091,4.99,0.0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,29.0,0.07,2.0,0.17,3.0,0.06,0.1,1.4285714285714286,-0.11000000000000001,-0.6470588235294118
4958,362150,Ashes of Immortality II - Bad Blood,2017-02-13,1,Warfare Studios,Warfare Studios,0,0,10,0.7,5.19,0.0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,29.0,0.1,2.0,0.3,2.0,0.12,0.19999999999999998,1.9999999999999998,-0.18,-0.6
4959,362160,Sydney's World,2016-02-01,1,Wise Dad Games,Wise Dad Games,0,0,43,0.9302325581395349,3.99,67.0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5.0,0.1,2.0,0.0,0.0,0.05,-0.1,-1.0,0.05,inf
4961,362310,Dungeon League,2018-10-31,1,Achebit,Achebit,0,1,49,0.8163265306122449,11.39,25.0,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,12.0,0.15,4.0,0.24,4.0,0.19,0.09,0.6,-0.04999999999999999,-0.2083333333333333
4962,362350,Boss Monster,2016-04-28,1,Plain Concepts Corp,Plain Concepts Corp,0,0,324,0.6080246913580247,3.99,0.0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,88.0,2.22,10.0,1.92,7.0,1.03,-0.30000000000000027,-0.13513513513513525,-0.8899999999999999,-0.46354166666666663
4964,362380,Push Me Pull You,2016-07-14,1,House House,House House,0,1,24,0.875,10.99,0.0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,7.0,0.1,1.0,0.07,2.0,0.18,-0.03,-0.3,0.10999999999999999,1.5714285714285712
4965,362410,Adam's Venture Chronicles,2015-08-03,1,Vertigo Games,SOEDESCO Publishing,0,1,176,0.6647727272727273,7.19,90.0,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,317.0,0.52,4.0,0.33,4.0,0.51,-0.19,-0.36538461538461536,0.18,0.5454545454545454
4966,362490,Exanima,2015-04-29,1,Bare Mettle Entertainment,Bare Mettle Entertainment,0,0,3610,0.7767313019390581,10.99,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,402.0,78.69,193.0,90.7,337.0,65.42,12.010000000000005,0.15262422162917785,-25.28,-0.27872105843439915
4967,362610,High On Racing,2015-05-25,1,SilentFuture,SilentFuture,0,1,258,0.4496124031007752,3.99,90.0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2470.0,0.25,3.0,0.56,15.0,0.94,0.31000000000000005,1.2400000000000002,0.3799999999999999,0.6785714285714283
4968,362620,Software Inc.,2015-05-01,1,Coredumping,Coredumping,0,0,2796,0.9220314735336195,10.59,20.0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,744.0,110.76,221.0,98.36,189.0,111.18,-12.400000000000006,-0.11195377392560496,12.820000000000007,0.13033753558357064
4969,362660,Blue Rose,2015-04-23,1,White Cat,White Cat,0,1,124,0.6612903225806451,12.39,60.0,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,193.0,0.1,2.0,0.19,2.0,0.22,0.09,0.8999999999999999,0.03,0.15789473684210525
4970,362680,Fran Bow,2015-08-27,1,Killmonday Games AB,Killmonday Games AB,16,1,5088,0.9622641509433962,10.99,75.0,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,443.0,31.28,74.0,91.3,443.0,63.94,60.019999999999996,1.9187979539641942,-27.36,-0.29967141292442495
4972,362780,18 Wheels of Steel: Extreme Trucker 2,2015-05-08,1,ValuSoft,ValuSoft;Play Hard Games,0,0,74,0.6756756756756757,6.99,80.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8.0,0.43,2.0,0.41,4.0,0.59,-0.020000000000000018,-0.046511627906976785,0.18,0.43902439024390244
4973,362790,Word Wonders: The Tower of Babel,2015-05-08,1,Chimera Entertainment,GAMES in FLAMES,0,0,14,1.0,2.89,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.0,0.11,1.0,0.06,1.0,0.14,-0.05,-0.4545454545454546,0.08000000000000002,1.3333333333333337
4974,362810,Fighties,2015-07-13,1,PillowPigGames,PillowPigGames,0,1,259,0.8378378378378378,3.99,40.0,1,1,0,1,1,0,1,1,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,85.0,0.25,3.0,0.32,5.0,0.26,0.07,0.28,-0.06,-0.1875
4975,362830,3D MiniGolf,2015-05-29,1,Z-Software GmbH,rokapublish,0,1,54,0.3888888888888889,6.99,65.0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,6.0,0.97,2.0,0.98,3.0,0.6,0.010000000000000009,0.010309278350515474,-0.38,-0.3877551020408163
4976,362860,Sylvio,2015-06-05,1,Stroboskop,Stroboskop,0,1,97,0.8041237113402062,9.99,75.0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,16.0,0.3,3.0,0.45,3.0,0.35,0.15000000000000002,0.5000000000000001,-0.10000000000000003,-0.2222222222222223
4977,362890,Black Mesa,2015-05-05,1,Crowbar Collective,Crowbar Collective,0,1,15112,0.9338935944944415,14.99,60.0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1697.0,126.36,268.0,266.52,1134.0,365.78,140.15999999999997,1.1092117758784423,99.25999999999999,0.3724298364100255
4978,362920,Atlantis 2: Beyond Atlantis,2015-04-17,1,Cryo Interactive;Koalabs,Microids,0,0,53,0.37735849056603776,2.79,70.0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.0,0.17,2.0,0.13,2.0,0.09,-0.04000000000000001,-0.23529411764705885,-0.04000000000000001,-0.30769230769230776
4979,362930,Garfield Kart,2015-10-16,1,Artefacts Studios,Microids,0,0,4860,0.8769547325102881,3.99,70.0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,150.0,66.7,89.0,65.0,106.0,76.95,-1.7000000000000028,-0.025487256371814135,11.950000000000003,0.18384615384615388
4980,362960,Tyranny,2016-11-10,1,Obsidian Entertainment,Paradox Interactive,0,1,7122,0.8594495928110082,23.79,0.0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,15739.0,171.41,418.0,217.13,526.0,176.98,45.72,0.26672889563035995,-40.150000000000006,-0.18491226454197948
4981,363050,Let's Explore the Airport (Junior Field Trips),2015-04-24,1,Humongous Entertainment,Humongous Entertainment;Nightdive Studios,0,0,28,0.9642857142857143,4.99,72.0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16.0,1.34,5.0,1.15,5.0,0.93,-0.19000000000000017,-0.1417910447761195,-0.21999999999999986,-0.19130434782608685
4982,363060,Let's Explore the Farm (Junior Field Trips),2015-04-24,1,Humongous Entertainment,Humongous Entertainment;Nightdive Studios,0,0,16,1.0,4.99,72.0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13.0,1.08,7.0,0.83,4.0,0.74,-0.2500000000000001,-0.23148148148148157,-0.08999999999999997,-0.10843373493975901
4983,363070,Let's Explore the Jungle (Junior Field Trips),2015-04-24,1,Humongous Entertainment,Humongous Entertainment;Nightdive Studios,0,0,15,0.9333333333333333,4.99,72.0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.0,1.17,6.0,1.3,5.0,1.72,0.13000000000000012,0.11111111111111122,0.41999999999999993,0.323076923076923
4986,363130,Toukiden: Kiwami,2015-06-25,1,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",0,1,1104,0.6648550724637681,49.99,0.0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,568.0,4.47,17.0,8.14,58.0,14.33,3.670000000000001,0.8210290827740494,6.1899999999999995,0.7604422604422604
4988,363180,Tenshu General,2015-12-01,1,SmartArt Game Studio,Tenshu General,0,1,27,0.7037037037037037,4.79,0.0,0,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,30.0,0.03,1.0,0.08,2.0,0.04,0.05,1.6666666666666667,-0.04,-0.5
4991,363240,Caveman Craig,2015-08-28,1,Parabox Games,Parabox Games,0,1,71,0.7746478873239436,3.99,0.0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,97.0,0.27,3.0,0.41,3.0,0.38,0.13999999999999996,0.5185185185185184,-0.02999999999999997,-0.07317073170731701
4992,363270,O3DX,2016-01-22,1,Egamea Game Studios,Egamea Game Studios,0,1,61,0.6065573770491803,5.59,0.0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,124.0,0.03,1.0,0.01,1.0,0.02,-0.019999999999999997,-0.6666666666666666,0.01,1.0
4993,363330,Mind Snares: Alice's Journey,2015-04-23,1,World-Loom,Artifex Mundi,0,1,453,0.8785871964679912,6.99,70.0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,320.0,4.26,21.0,2.14,8.0,2.04,-2.1199999999999997,-0.4976525821596244,-0.10000000000000009,-0.04672897196261686
4994,363360,Interstellar Rift,2015-06-23,1,Split Polygon,Split Polygon,0,0,816,0.7438725490196079,14.99,50.0,1,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,155.0,22.01,50.0,23.2,51.0,30.75,1.1899999999999977,0.05406633348477954,7.550000000000001,0.3254310344827587
4995,363410,Always The Same Blue Sky...,2015-05-21,1,NeoNight,NeoNight,0,1,210,0.7714285714285715,1.99,0.0,0,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,90.0,0.09,2.0,0.03,1.0,0.05,-0.06,-0.6666666666666666,0.020000000000000004,0.6666666666666669
4996,363430,D Series OFF ROAD Driving Simulation,2015-05-19,1,devotid,devotid Media,0,1,67,0.373134328358209,5.99,0.0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,1,1,0,5.0,0.09,1.0,0.11,2.0,0.02,0.020000000000000004,0.22222222222222227,-0.09,-0.8181818181818181
4998,363460,Spermination,2015-04-29,1,Phr00t's Software,Phr00t's Software,0,1,407,0.8624078624078624,1.99,66.0,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,24.0,0.16,2.0,0.12,1.0,0.14,-0.04000000000000001,-0.25000000000000006,0.020000000000000018,0.16666666666666682
4999,363490,Escape Machines,2015-04-14,1,Mint Age Studios,Back To Basics Gaming,0,0,644,0.42080745341614906,0.79,51.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1205.0,0.27,3.0,0.36,13.0,0.52,0.08999999999999997,0.3333333333333332,0.16000000000000003,0.44444444444444453
5000,363500,Ossuary,2015-05-27,1,Gregory Avery-Weir;Melissa Avery-Weir,Future Proof Games,0,1,29,0.896551724137931,6.99,60.0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,8.0,0.34,1.0,0.01,1.0,0.04,-0.33,-0.9705882352941176,0.03,3.0
5001,363510,STAR-BOX: RPG Adventures in Space,2015-08-17,1,Michael Flynn,FlynnFour Games,0,1,87,0.5057471264367817,3.99,50.0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,1,1,1,0,462.0,0.07,3.0,0.18,7.0,0.03,0.10999999999999999,1.5714285714285712,-0.15,-0.8333333333333334
5002,363520,Goliath,2016-05-12,1,Whalebox Studio,Octopus Tree,0,1,252,0.7023809523809523,8.99,50.0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,1,0,1,0,0,0,185.0,0.48,4.0,0.57,5.0,0.57,0.08999999999999997,0.18749999999999994,0.0,0.0
5003,363530,Robot Arena III,2016-06-20,1,Gabriel Interactive,Octopus Tree,0,0,278,0.2805755395683453,14.99,50.0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,157.0,0.36,4.0,0.47,5.0,0.97,0.10999999999999999,0.3055555555555555,0.5,1.0638297872340425
5005,363600,Holy Potatoes! A Weapon Shop?!,2015-07-13,1,Daylight Studios,Daedalic Entertainment;Daylight Studios,0,1,1384,0.7384393063583815,10.99,75.0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,661.0,12.31,33.0,9.96,26.0,17.42,-2.3499999999999996,-0.19090170593013805,7.460000000000001,0.748995983935743
5006,363610,Botology,2015-06-24,1,Black Lime Studio,Black Lime Studio,0,1,288,0.2743055555555556,0.79,0.0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,882.0,0.13,2.0,0.24,5.0,0.37,0.10999999999999999,0.846153846153846,0.13,0.5416666666666667
5007,363620,Tea Party Simulator 2015™,2015-04-23,1,Liens;Power Up to Maximum,Liens;Power Up to Maximum,0,1,686,0.6880466472303207,6.99,75.0,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1326.0,0.55,54.0,0.41,4.0,0.43,-0.14000000000000007,-0.25454545454545463,0.020000000000000018,0.04878048780487809
5008,363650,Hacker's Beat,2015-09-25,1,TEAM TANDS PLUS,AGM PLAYISM,0,1,52,0.5384615384615384,6.99,75.0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,6.0,0.05,1.0,0.01,1.0,0.04,-0.04,-0.7999999999999999,0.03,3.0
5009,363660,Island Flight Simulator,2015-04-17,1,Caipirinha Games,Libredia,0,0,33,0.12121212121212122,4.99,70.0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.0,0.07,1.0,0.03,1.0,0.04,-0.04000000000000001,-0.5714285714285715,0.010000000000000002,0.3333333333333334
