index,appid,name,release_date,english,developer,publisher,required_age,achievements,total_ratings,ratingpc,price,discount,discount_bin,windows,linux,mac,cat_Multi-player,cat_Online Multi-Player,cat_Single-player,cat_Steam Cloud,cat_Steam Achievements,cat_Steam Trading Cards,cat_Partial Controller Support,cat_Stats,cat_Co-op,cat_Full controller support,cat_Steam Leaderboards,cat_Shared/Split Screen,gen_Action,gen_Adventure,gen_Indie,gen_Strategy,gen_RPG,gen_Simulation,gen_Casual,gen_Early Access,all_time_peak,may_19_av,may_19_peak,jun_19_av,jun_19_peak,jul_19_av,may_jun_avuplift,may_jun_avupliftpc,jun_jul_avuplift,jun_jul_avupliftpc
7869,454330,A Room Beyond,2017-06-13,1,René Bühling,René Bühling,0,1,17,0.8235294117647058,5.59,40.0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,6.0,0.08,1.0,0.02,1.0,0.06,-0.06,-0.75,0.039999999999999994,1.9999999999999996
7870,454350,Days of War,2017-01-26,1,Driven Arts,Driven Arts,0,0,1296,0.4367283950617284,19.99,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,783.0,0.08,2.0,0.16,2.0,0.18,0.08,1.0,0.01999999999999999,0.12499999999999993
7871,454380,Champions of Breakfast,2016-06-23,1,Pirate Software,Pirate Software,0,1,112,1.0,2.09,50.0,1,1,1,0,0,0,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,12.0,0.11,2.0,0.13,2.0,0.15,0.020000000000000004,0.18181818181818185,0.01999999999999999,0.15384615384615377
7873,454410,GIGA WRECKER,2017-02-06,1,GAME FREAK inc.,Rising Star Games,0,1,457,0.849015317286652,14.99,25.0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,169.0,1.45,12.0,1.05,7.0,1.33,-0.3999999999999999,-0.2758620689655172,0.28,0.26666666666666666
7876,454460,JiPS,2016-04-19,1,Trazzy Entertainment,Trazzy Entertainment,0,1,44,0.7045454545454546,1.99,33.0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2220.0,0.31,2.0,0.44,7.0,0.35,0.13,0.41935483870967744,-0.09000000000000002,-0.2045454545454546
7879,454530,Decisive Campaigns: Barbarossa,2016-04-29,1,VR Designs,Slitherine Ltd.,0,0,89,0.9101123595505618,29.99,61.0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,127.0,11.24,25.0,8.17,25.0,12.52,-3.0700000000000003,-0.2731316725978648,4.35,0.5324357405140758
7881,454580,Spider Wars,2016-11-18,1,CarVin Interactive,CarVin Interactive,0,0,76,0.2894736842105263,4.79,0.0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,20.0,0.29,5.0,0.05,1.0,0.11,-0.24,-0.8275862068965517,0.06,1.2
7882,454610,Demon's Crystals,2016-04-21,1,Byte4Games;Byte4games SL.,BadLand Publishing,0,1,51,0.6862745098039216,3.99,80.0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,72.0,0.11,2.0,0.21,3.0,1.86,0.09999999999999999,0.9090909090909091,1.6500000000000001,7.857142857142858
7884,454650,DRAGON BALL XENOVERSE 2,2016-10-27,1,QLOC;DIMPS,BANDAI NAMCO Entertainment,0,1,12026,0.7925328455014136,39.99,75.0,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,13570.0,689.53,1524.0,822.97,1811.0,1168.31,133.44000000000005,0.19352312444708725,345.3399999999999,0.4196264748411241
7885,454670,Piggy Princess,2016-03-19,1,DreamsSoftGames,DreamsSoftGames,0,0,48,0.5208333333333334,2.79,50.0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1109.0,0.04,1.0,0.06,2.0,0.4,0.019999999999999997,0.4999999999999999,0.34,5.666666666666667
7886,454690,Cyber City 2157: The Visual Novel,2016-05-04,1,Harotobira,Sometimes You,0,0,174,0.5804597701149425,4.79,0.0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1476.0,4.23,55.0,3.64,102.0,0.76,-0.5900000000000003,-0.1394799054373523,-2.88,-0.7912087912087912
7887,454700,Shiny Gauntlet,2016-08-03,1,Spritewrench,Spritewrench,0,1,20,0.4,0.79,0.0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,185.0,0.03,1.0,0.05,1.0,0.04,0.020000000000000004,0.6666666666666669,-0.010000000000000002,-0.20000000000000004
7888,454720,RAM BOE,2016-04-04,1,pointfiveteam,pointfiveteam,0,1,14,0.8571428571428571,1.59,75.0,1,1,1,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,8.0,0.02,1.0,0.05,2.0,0.11,0.030000000000000002,1.5,0.06,1.2
7890,454750,Aeternum,2017-07-18,1,Creaky Lantern Games,Creaky Lantern Games,0,1,9,0.6666666666666666,4.79,75.0,1,1,0,0,0,0,1,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,29.0,0.01,1.0,0.05,1.0,0.07,0.04,4.0,0.020000000000000004,0.4000000000000001
7891,454770,Mystic Melee,2017-09-19,1,Ben Hopkins,Serenity Forge,0,1,23,0.8260869565217391,10.99,90.0,1,1,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,1,10.0,0.07,2.0,0.06,2.0,0.09,-0.010000000000000009,-0.14285714285714296,0.03,0.5
7893,454870,Magic Quest,2016-05-06,1,Stereo7 Games,Stereo7 Games,0,0,42,0.6666666666666666,1.59,0.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,850.0,0.17,9.0,0.08,2.0,0.11,-0.09000000000000001,-0.5294117647058824,0.03,0.375
7894,454890,Project Starship,2016-04-05,1,Panda Indie Studio,New Reality Games,0,1,427,0.8454332552693209,0.79,30.0,1,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1,1,0,1,0,0,0,1,0,3195.0,10.15,952.0,1.44,51.0,2.98,-8.71,-0.858128078817734,1.54,1.0694444444444444
7895,454900,Amaranthine,2016-04-06,1,Roman Kozhukhov,Roman Kozhukhov,0,1,75,0.92,1.99,70.0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,193.0,0.06,2.0,0.11,2.0,0.04,0.05,0.8333333333333334,-0.07,-0.6363636363636365
7896,454930,Under Zero,2017-03-02,1,Dagestan Technology,Dagestan Technology,0,1,753,0.3333333333333333,3.19,87.0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1253.0,0.96,69.0,1.71,36.0,1.51,0.75,0.78125,-0.19999999999999996,-0.11695906432748536
7897,454950,Mainlining,2017-01-26,1,Rebelephant,Merge Games,0,0,211,0.8056872037914692,10.29,80.0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,50.0,0.97,6.0,1.6,7.0,1.83,0.6300000000000001,0.6494845360824744,0.22999999999999998,0.14375
7898,454970,Gravity Den,2016-04-15,1,DiPi Games,DiPi Games,0,1,32,0.875,3.99,0.0,0,1,1,1,0,0,1,1,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,55.0,0.01,1.0,0.01,1.0,0.02,0.0,0.0,0.01,1.0
7899,455000,The Lost,2016-08-17,1,Duang,juezhu,12,1,63,0.6190476190476191,4.79,51.0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,2413.0,0.02,1.0,0.44,14.0,0.32,0.42,21.0,-0.12,-0.2727272727272727
7900,455080,Awakening: The Redleaf Forest Collector's Edition,2016-03-28,1,Boomzap Entertainment,Big Fish Games,0,0,5,0.8,6.99,50.0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4.0,0.13,2.0,0.17,2.0,0.16,0.04000000000000001,0.30769230769230776,-0.010000000000000009,-0.058823529411764754
7901,455100,Gerty,2018-12-03,1,Spawn Point OSK,Spawn Point OSK,0,1,13,0.8461538461538461,13.49,75.0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,1,1,0,1,0,1,0,0,1,28.0,0.24,4.0,0.15,4.0,0.19,-0.09,-0.375,0.04000000000000001,0.2666666666666667
7902,455110,Pertinence,2016-03-25,1,Not Magic,Not Magic,0,1,33,0.7272727272727273,2.79,0.0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,220.0,0.06,2.0,0.04,1.0,0.1,-0.019999999999999997,-0.3333333333333333,0.060000000000000005,1.5
7903,455120,Stay Close,2016-10-14,1,Blind Bird,Blind Bird,0,1,437,0.5766590389016019,5.99,45.0,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,57.0,2.16,13.0,4.18,21.0,5.03,2.0199999999999996,0.9351851851851849,0.8500000000000005,0.20334928229665086
7905,455200,The Battle for Sector 219,2016-06-02,1,Large Visible Machine,Large Visible Machine;Your Move Games,0,1,28,0.6071428571428571,4.99,90.0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,176.0,0.07,1.0,0.05,1.0,0.09,-0.020000000000000004,-0.28571428571428575,0.039999999999999994,0.7999999999999998
7909,455340,"Warhammer 40,000: Armageddon - Da Orks",2016-08-18,1,Flashback Games;The Lordz Games Studio,Slitherine Ltd.,0,0,39,0.6153846153846154,14.99,75.0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,44.0,1.94,8.0,1.35,6.0,1.82,-0.5899999999999999,-0.3041237113402061,0.47,0.3481481481481481
7910,455400,PAC-MAN 256,2016-06-21,1,BANDAI NAMCO Studios Vancouver;Hipster Whale;3 Sprockets,BANDAI NAMCO Entertainment,0,1,892,0.9091928251121076,3.99,60.0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,229.0,6.0,19.0,6.47,18.0,5.84,0.46999999999999975,0.0783333333333333,-0.6299999999999999,-0.09737248840803708
7914,455640,Edgar,2016-03-29,1,Lucas Parise;Mind Flayer Studios,Lucas Parise;Mind Flayer Studios,0,1,23,0.6521739130434783,3.99,75.0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,4.0,0.52,1.0,0.12,2.0,0.09,-0.4,-0.7692307692307693,-0.03,-0.25
7915,455690,Pixel Puzzles Junior,2017-02-17,1,DL Softworks,DL Softworks,0,1,55,0.9090909090909091,6.99,80.0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,540.0,0.27,3.0,0.46,3.0,4.21,0.19,0.7037037037037037,3.75,8.152173913043478
7916,455700,Big Buck Hunter Arcade,2016-10-25,1,GameMill Entertainment,GameMill Entertainment,0,1,40,0.475,6.99,75.0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,9.0,0.56,3.0,0.49,3.0,0.23,-0.07000000000000006,-0.1250000000000001,-0.26,-0.5306122448979592
7921,455910,STAR WARS™: Rogue Squadron 3D,2016-03-29,1,Factor 5;LucasArts,LucasArts;Lucasfilm;Disney Interactive,0,0,665,0.706766917293233,7.19,65.0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,129.0,10.08,54.0,3.8,16.0,5.31,-6.28,-0.623015873015873,1.5099999999999998,0.39736842105263154
7922,455940,Odd||Even,2016-04-06,1,irritatingFLY studio,irritatingFLY studio,0,0,89,0.550561797752809,0.79,0.0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,833.0,0.06,2.0,0.23,10.0,3.28,0.17,2.8333333333333335,3.05,13.26086956521739
7923,455960,Domain Defense,2016-07-14,1,Inclusion Studios,Inclusion Studios,0,1,33,0.696969696969697,3.99,80.0,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,0,0,1,1,0,0,1,0,49.0,0.06,2.0,0.15,3.0,0.23,0.09,1.5,0.08000000000000002,0.5333333333333334
7925,455980,Judgment: Apocalypse Survival Simulation,2018-05-03,1,Suncrash,Suncrash,0,1,1096,0.833941605839416,15.49,20.0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1274.0,60.87,159.0,43.52,132.0,142.67,-17.349999999999994,-0.285033678330869,99.14999999999998,2.278262867647058
7928,456130,Space Scaven,2016-04-08,1,Moon Pub Games,Moon Pub Games,0,1,23,0.9130434782608695,5.19,50.0,1,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,135.0,0.05,2.0,0.01,1.0,0.01,-0.04,-0.7999999999999999,0.0,0.0
7930,456170,Bannerman,2017-08-31,1,Armitage Games,Armitage Games,0,1,99,0.7272727272727273,9.29,60.0,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,20.0,0.1,2.0,0.1,2.0,0.22,0.0,0.0,0.12,1.2
7931,456180,The American Dream,2018-03-14,1,Samurai Punk,Samurai Punk,0,1,68,0.7352941176470589,15.49,74.0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,13.0,0.24,3.0,0.45,4.0,0.67,0.21000000000000002,0.8750000000000001,0.22000000000000003,0.48888888888888893
7933,456430,Christmas Adventure: Candy Storm,2016-04-01,1,Argali Entertainment,RunServer,0,1,242,0.9008264462809917,1.59,50.0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,28.0,0.31,3.0,0.41,3.0,0.4,0.09999999999999998,0.32258064516129026,-0.009999999999999953,-0.02439024390243891
7934,456440,The Orphan Dreams,2016-04-27,1,Tayfun Tuna,Tayfun Tuna,0,0,42,0.6428571428571429,2.89,70.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,3.0,0.03,1.0,0.01,1.0,0.03,-0.019999999999999997,-0.6666666666666666,0.019999999999999997,1.9999999999999996
7937,456670,Hand of Fate 2,2017-11-07,1,Defiant Development,Defiant Development,0,1,2824,0.8661473087818697,23.79,40.0,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,2868.0,61.3,147.0,90.18,244.0,98.76,28.88000000000001,0.47112561174551404,8.579999999999998,0.0951430472388556
7940,456750,The Room Three,2018-11-13,1,Fireproof Games,Fireproof Games,0,1,1254,0.9696969696969697,4.99,75.0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,765.0,40.13,94.0,91.8,541.0,155.44,51.669999999999995,1.2875654124096683,63.64,0.6932461873638345
7941,456760,A dragon girl looks up at the endless sky,2016-10-27,1,DebonosuWorks Inc.,DebonosuWorks Inc.,0,0,28,0.8928571428571429,6.99,0.0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,12.0,1.51,8.0,0.25,4.0,0.15,-1.26,-0.8344370860927153,-0.1,-0.4
7942,456780,DUCATI - 90th Anniversary,2016-06-09,1,Milestone S.r.l.,  Milestone S.r.l.,0,1,96,0.6666666666666666,6.99,80.0,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,29.0,0.48,5.0,0.35,4.0,0.53,-0.13,-0.27083333333333337,0.18000000000000005,0.5142857142857145
7943,456810,Zombillie,2016-04-29,1,Forever Entertainment S. A.,Forever Entertainment S. A.,0,1,184,0.7282608695652174,3.99,90.0,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,296.0,0.31,7.0,0.41,10.0,0.4,0.09999999999999998,0.32258064516129026,-0.009999999999999953,-0.02439024390243891
7944,456830,Dual Core,2016-05-26,1,Gray Fin Studios,Gray Fin Studios,0,1,20,0.85,6.99,75.0,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,0,0,0,10.0,0.05,1.0,0.17,3.0,0.16,0.12000000000000001,2.4,-0.010000000000000009,-0.058823529411764754
7945,456980,Parallels Cross,2016-03-30,1,DQ Team;Insomniacs,DQ Team,0,0,15,0.7333333333333333,6.99,49.0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,4587.0,27.78,1059.0,90.03,4587.0,4.49,62.25,2.2408207343412525,-85.54,-0.950127735199378
7946,457010,StarsOne,2016-04-08,1,IllusoryWorldEntertainment,IllusoryWorldEntertainment,0,1,400,0.755,6.99,75.0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,190.0,3.84,20.0,5.58,21.0,6.02,1.7400000000000002,0.45312500000000006,0.4399999999999995,0.07885304659498199
7947,457130,Runes: The Forgotten Path,2018-11-14,1,StormBorn Studio,StormBorn Studio,0,0,36,0.8611111111111112,21.99,60.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,7.0,0.04,1.0,0.07,2.0,0.18,0.030000000000000006,0.7500000000000001,0.10999999999999999,1.5714285714285712
7948,457140,Oxygen Not Included,2017-05-18,1,Klei Entertainment,Klei Entertainment,0,1,18002,0.9330629930007777,18.99,25.0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,27380.0,3732.76,6655.0,4135.3,8297.0,4302.13,402.53999999999996,0.10783977539407837,166.82999999999993,0.04034290136144897
7949,457210,SEUM: Speedrunners from Hell,2016-07-28,1,Pine Studio,Headup,0,1,1068,0.952247191011236,10.99,67.0,1,1,1,1,0,0,1,1,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,131.0,8.31,26.0,17.54,69.0,11.57,9.229999999999999,1.1107099879663054,-5.969999999999999,-0.34036488027366013
7950,457320,HoloBall,2016-04-25,1,TreeFortress Games,TreeFortress Games,0,1,430,0.9162790697674419,10.99,55.0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,45.0,0.35,4.0,0.31,3.0,0.69,-0.03999999999999998,-0.11428571428571424,0.37999999999999995,1.225806451612903
7951,457340,Dimensional,2016-12-14,1,Brett Jackson,Head Start Design,0,0,46,0.8260869565217391,3.99,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,7.0,0.01,1.0,0.06,2.0,0.04,0.049999999999999996,4.999999999999999,-0.019999999999999997,-0.3333333333333333
7952,457370,Alexa's Wild Night,2017-12-13,1,Straywire,Dharker Studio,0,1,29,0.8620689655172413,5.19,55.0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,6.0,0.12,2.0,0.13,2.0,0.19,0.010000000000000009,0.08333333333333341,0.06,0.4615384615384615
7954,457440,Watch This!,2016-09-23,1,GK,GK;AEY Inc.,0,0,674,0.728486646884273,3.19,87.0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,909.0,1.36,523.0,1.03,9.0,1.02,-0.33000000000000007,-0.24264705882352944,-0.010000000000000009,-0.009708737864077678
7955,457450,Defend Your Crypt,2016-07-21,1,Ratalaika Games S.L.,Ratalaika Games S.L.,0,1,35,0.7714285714285715,1.99,80.0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,626.0,0.28,3.0,0.12,2.0,0.11,-0.16000000000000003,-0.5714285714285715,-0.009999999999999995,-0.0833333333333333
7956,457480,Domino Sky,2016-04-05,1,Russpuppy,Russpuppy,0,1,236,0.864406779661017,2.79,75.0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,8.0,0.18,3.0,0.27,4.0,0.25,0.09000000000000002,0.5000000000000001,-0.020000000000000018,-0.07407407407407414
7957,457490,"Forgotten, Not Lost - A Kinetic Novel",2016-04-01,1,Afterthought Studios,Afterthought Studios,0,1,195,0.8769230769230769,1.59,50.0,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1104.0,1.38,39.0,0.38,22.0,0.3,-0.9999999999999999,-0.7246376811594203,-0.08000000000000002,-0.21052631578947373
7958,457520,Moustache Mountain,2016-03-31,1,Nauris Amatnieks,Nauris Amatnieks,0,1,113,0.6814159292035398,1.59,75.0,1,1,0,0,0,0,1,0,1,1,0,1,0,1,1,1,1,0,1,0,0,0,1,0,37.0,0.14,3.0,0.08,2.0,0.1,-0.06000000000000001,-0.4285714285714286,0.020000000000000004,0.25000000000000006
7959,457530,My Lady,2016-03-28,1,Michaela Laws,Michaela Laws,0,1,129,0.813953488372093,0.79,0.0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,6.0,0.08,2.0,0.04,1.0,0.07,-0.04,-0.5,0.030000000000000006,0.7500000000000001
7960,457570,Camp Sunshine,2016-10-27,1,Fossil Games,Fossil Games,0,0,194,0.9020618556701031,2.09,75.0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,53.0,0.36,3.0,0.3,3.0,0.43,-0.06,-0.16666666666666666,0.13,0.43333333333333335
7961,457580,The Visitor,2016-03-30,1,Stephen Long,Stephen Long,0,0,193,0.772020725388601,0.79,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,8.0,0.1,2.0,0.12,2.0,0.22,0.01999999999999999,0.1999999999999999,0.1,0.8333333333333334
7964,457680,OPUS: The Day We Found Earth,2016-04-22,1,SIGONO INC.,SIGONO INC.,0,1,634,0.862776025236593,5.99,60.0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,68.0,0.65,7.0,3.25,17.0,1.41,2.6,4.0,-1.84,-0.5661538461538462
7966,457730,Mushroom Wars 2,2017-10-06,1,Zillion Whales,Zillion Whales,0,1,454,0.7533039647577092,14.99,70.0,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,229.0,34.49,60.0,40.47,93.0,43.71,5.979999999999997,0.1733835894462162,3.240000000000002,0.08005930318754638
7967,457760,The Signal From Tölva,2017-04-10,1,Big Robot Ltd,Big Robot Ltd,0,1,603,0.6849087893864013,14.99,0.0,0,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,152.0,5.04,25.0,2.65,11.0,3.05,-2.39,-0.47420634920634924,0.3999999999999999,0.15094339622641506
7969,457810,Sky to Fly: Soulless Leviathan,2016-07-22,1,AIVIK LLC,Absolutist Ltd.,0,0,73,0.7808219178082192,2.79,30.0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,22.0,0.02,1.0,0.06,1.0,0.09,0.039999999999999994,1.9999999999999996,0.03,0.5
7970,457820,Outrage,2016-04-06,1,Astronomic Games,New Reality Games,0,1,122,0.639344262295082,2.79,86.0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,3073.0,0.58,30.0,5.26,465.0,4.9,4.68,8.068965517241379,-0.35999999999999943,-0.06844106463878316
7971,457860,Apollo 11 VR,2016-04-01,1,Immersive VR Education Ltd.,Immersive VR Education Ltd.,0,0,558,0.8566308243727598,7.5,50.0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,51.0,1.43,7.0,0.95,9.0,2.61,-0.48,-0.3356643356643357,1.66,1.7473684210526317
7973,457890,TumbleSeed,2017-05-02,1,Benedict Fritz;Greg Wohlwend;Joel Corelitz;David Laskey;Jenna Blazevich,aeiowu,0,1,175,0.7828571428571428,10.99,67.0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,46.0,0.23,3.0,0.67,5.0,0.27,0.44000000000000006,1.9130434782608696,-0.4,-0.5970149253731343
7974,457960,Holopoint,2016-04-04,1,"Alzan Studios, LLC","Alzan Studios, LLC",0,1,667,0.9100449775112444,10.99,40.0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,64.0,1.4,5.0,1.96,7.0,2.45,0.56,0.4000000000000001,0.4900000000000002,0.2500000000000001
7976,458000,March of the Living,2016-04-20,1,Machine 22,Creaky Corpse Ltd,0,1,484,0.7541322314049587,11.39,60.0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,298.0,1.35,6.0,1.5,7.0,1.34,0.1499999999999999,0.11111111111111104,-0.15999999999999992,-0.10666666666666662
7977,458030,StarFringe: Adversus,2016-04-05,1,Casualogic,Casualogic,0,1,33,0.5757575757575758,4.99,51.0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3006.0,0.02,1.0,46.31,3006.0,2.19,46.29,2314.5,-44.120000000000005,-0.9527099978406393
7981,458170,SpiritSphere,2017-01-23,1,Eendhoorn Games,Eendhoorn Games,0,1,37,0.918918918918919,7.19,75.0,1,1,0,0,0,0,1,0,1,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,25.0,0.02,1.0,0.08,2.0,0.04,0.06,3.0,-0.04,-0.5
7986,458330,Vilmonic,2018-11-05,1,Bludgeonsoft,Bludgeonsoft,0,1,56,0.875,11.39,21.0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,11.0,0.13,2.0,0.46,5.0,0.25,0.33,2.5384615384615383,-0.21000000000000002,-0.4565217391304348
7987,458370,VR Baseball,2016-04-04,1,Rank17,Rank17,0,1,26,0.7692307692307693,5.99,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,6.0,0.24,3.0,0.22,3.0,0.15,-0.01999999999999999,-0.0833333333333333,-0.07,-0.31818181818181823
7988,458380,Gahkthun of the Golden Lightning Steam Edition,2016-04-15,1,Liar-soft,MangaGamer,18,0,54,0.9444444444444444,29.99,55.0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,22.0,0.41,2.0,0.24,4.0,0.35,-0.16999999999999998,-0.4146341463414634,0.10999999999999999,0.4583333333333333
7989,458420,Last Heroes 3,2016-04-01,1,Warfare Studios,Aldorlea Games,0,0,46,0.7391304347826086,2.09,81.0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1,0,1,0,11.0,0.14,2.0,0.06,2.0,0.09,-0.08000000000000002,-0.5714285714285715,0.03,0.5
7991,458470,Grim Legends 3: The Dark City,2016-06-02,1,Artifex Mundi,Artifex Mundi,0,1,374,0.93048128342246,6.99,60.0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,102.0,6.04,29.0,3.41,12.0,4.06,-2.63,-0.43543046357615894,0.6499999999999995,0.19061583577712593
7992,458480,Mythic Wonders: The Philosopher's Stone,2016-04-21,1,Organic 2 Digital Studio,Artifex Mundi,0,1,183,0.8852459016393442,6.99,70.0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,255.0,1.75,8.0,4.07,22.0,2.3,2.3200000000000003,1.3257142857142858,-1.7700000000000005,-0.434889434889435
