index,appid,name,release_date,english,developer,publisher,required_age,achievements,positive_ratings,negative_ratings,ratingpc,price,discount,discount_bin,windows,linux,mac,cat_Multi-player,cat_Online Multi-Player,cat_Single-player,cat_Steam Cloud,cat_Steam Achievements,cat_Steam Trading Cards,cat_Partial Controller Support,cat_Stats,cat_Co-op,cat_Full controller support,cat_Steam Leaderboards,cat_Shared/Split Screen,gen_Action,gen_Adventure,gen_Indie,gen_Strategy,gen_RPG,gen_Simulation,gen_Casual,gen_Early Access,all_time_peak,jun_19_av,jul_19_av,jun_jul_avuplift,jun_jul_avupliftpc
18069,794920,Capture the monster,2018-02-23,1,Dexion Games,Dexion Games,0,0,3,20,0.13043478260869565,0.79,51.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1.0,0.01,0.06,0.049999999999999996,4.999999999999999
18070,794940,Hexa Turn,2018-02-26,1,Abdullah Firat,Abdullah Firat,0,1,43,0,1.0,1.99,70.0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,6.0,0.27,0.29,0.019999999999999962,0.07407407407407393
18074,795040,E.Z,2018-02-16,1,Totally Normal Creature,Totally Normal Creature,0,1,57,2,0.9661016949152542,1.69,55.0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,8.0,0.4,0.36,-0.040000000000000036,-0.10000000000000009
18077,795110,IIN,2018-03-05,1,Epopeia Games,Epopeia Games,0,1,10,1,0.9090909090909091,4.79,50.0,1,1,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,3.0,0.02,0.03,0.009999999999999998,0.4999999999999999
18079,795160,Tsundere Idol,2018-05-29,1,Norn / Miel,Cherry Kiss Games,0,1,18,10,0.6428571428571429,7.19,50.0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6.0,0.23,0.29,0.05999999999999997,0.2608695652173912
18080,795220,Wildlife Tycoon: Venture Africa,2018-05-01,1,Pocketwatch Games,Pocketwatch Games,0,1,5,1,0.8333333333333334,1.69,0.0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,4.0,0.57,0.36,-0.20999999999999996,-0.3684210526315789
18081,795230,Venture Arctic,2018-05-01,1,Pocketwatch Games,Pocketwatch Games,0,0,0,2,0.0,1.69,0.0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,2.0,0.17,0.11,-0.06000000000000001,-0.35294117647058826
18084,795480,Unknown Pain: Hardcore,2018-04-18,1,Sergey Sevostyanov,Sergey Sevostyanov,0,1,1,3,0.25,2.09,70.0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1.0,0.15,0.21,0.06,0.4
18086,795500,Harmless Skeleton,2018-02-12,1,Vyacheslav Shilikhin,Vyacheslav Shilikhin,0,0,12,31,0.27906976744186046,2.89,86.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,3.0,0.05,0.04,-0.010000000000000002,-0.20000000000000004
18090,795570,Odium to the Core,2018-05-11,1,Dark-1,Dark-1,0,1,27,1,0.9642857142857143,3.99,0.0,0,1,1,1,0,0,1,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,5.0,0.25,0.11,-0.14,-0.56
18091,795610,Gift of Parthax,2018-09-12,1,Foldergeist Studios,1C Entertainment,0,1,14,7,0.6666666666666666,7.19,75.0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,11.0,0.05,0.04,-0.010000000000000002,-0.20000000000000004
18092,795680,Border of her Heart,2018-02-14,1,Tuomo Laine,Tuomo's games,0,1,27,10,0.7297297297297297,0.79,10.0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4.0,0.06,0.09,0.03,0.5
18095,795940,Fantasy Mosaics 19: Edge of the World,2018-02-13,1,Andy Jurko,Andy Jurko,0,0,2,0,1.0,5.19,70.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,4.0,0.11,0.29,0.18,1.6363636363636362
18097,796050,The Agency of Anomalies: Mind Invasion Collector's Edition,2018-02-07,1,Orneon,Big Fish Games,0,0,3,2,0.6,7.19,50.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5.0,0.08,0.06,-0.020000000000000004,-0.25000000000000006
18098,796060,Riddles of Fate: Memento Mori Collector's Edition,2018-02-09,1,Elephant Games,Big Fish Games,0,0,2,0,1.0,7.19,50.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2.0,0.07,0.07,0.0,0.0
18099,796070,PuppetShow: Return to Joyville Collector's Edition,2018-02-05,1,ERS G Studios,Big Fish Games,0,0,1,0,1.0,7.19,50.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4.0,0.05,0.12,0.06999999999999999,1.3999999999999997
18100,796090,Danse Macabre: Deadly Deception Collector's Edition,2018-02-14,1,Eipix Entertainment,Big Fish Games,0,0,1,0,1.0,7.19,50.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3.0,0.05,0.06,0.009999999999999995,0.1999999999999999
18101,796100,Haunted Halls: Fears from Childhood Collector's Edition,2018-02-16,1,ERS G Studios,Big Fish Games,0,0,3,1,0.75,7.19,50.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4.0,0.14,0.12,-0.020000000000000018,-0.14285714285714296
18103,796130,Virus Petya,2018-02-13,1,Laush Dmitriy Sergeevich,Laush Studio,0,1,1,2,0.3333333333333333,0.79,51.0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,2.0,0.02,0.01,-0.01,-0.5
18104,796270,Street Racing,2018-11-21,1,Gromov Technologies,Gromov Technologies,0,1,34,8,0.8095238095238095,9.29,90.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,4.0,0.01,0.12,0.11,11.0
18105,796320,Potatoe,2018-02-13,1,softvar,Metal Fox,0,0,9,9,0.5,0.79,51.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1.0,0.02,0.0,-0.02,-1.0
18107,796360,JQ: countries,2018-02-15,1,Snkl Studio,Snkl Studio,0,1,37,20,0.6491228070175439,0.79,51.0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4.0,0.13,0.07,-0.06,-0.4615384615384615
18108,796370,Desert of Vice,2018-04-13,1,Karolis Dikcius,Karolis Dikcius,0,1,7,0,1.0,2.09,67.0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2.0,0.01,0.01,0.0,0.0
18109,796380,Terra Feminarum,2018-02-28,1,Polar Night Games,Polar Night Games,0,1,25,2,0.9259259259259259,0.79,0.0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,5.0,0.05,0.05,0.0,0.0
18110,796440,Spaceguy,2018-02-15,1,Light Soft,Droid Riot,0,0,26,20,0.5652173913043478,0.79,51.0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,5.0,0.04,0.11,0.07,1.7500000000000002
18111,796450,TARGET,2018-02-27,1,Freshtrax,Freshtrax,0,0,12,14,0.46153846153846156,0.79,51.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,2.0,0.02,0.04,0.02,1.0
18112,796460,Individual Investor Tycoon,2018-02-21,1,CHENJINDING,CHENJINDING,0,0,13,17,0.43333333333333335,3.99,0.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,17.0,0.09,0.14,0.05000000000000002,0.5555555555555558
18113,796480,Bit-Boom,2018-02-13,1,Coconut Tree Studio,Droid Riot,0,0,26,15,0.6341463414634146,0.79,51.0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,7.0,0.04,0.06,0.019999999999999997,0.4999999999999999
18114,796490,Fantasy Mosaics 20: Castle of Puzzles,2018-02-19,1,Andy Jurko,Andy Jurko,0,0,2,0,1.0,5.19,70.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,4.0,0.14,0.31,0.16999999999999998,1.214285714285714
18116,796510,Monkey Slap,2018-02-15,1,Motiro,Bitlock Studio,0,1,32,11,0.7441860465116279,1.69,76.0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,5.0,0.26,0.35,0.08999999999999997,0.34615384615384603
18121,796640,Mr.Jezko,2018-02-21,1,EasyGames,EasyGames,0,1,47,27,0.6351351351351351,1.69,76.0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,20.0,0.22,0.15,-0.07,-0.31818181818181823
18122,796650,Frio2 - Memory of my sister,2018-03-15,1,zoocros,zoocros,0,1,23,3,0.8846153846153846,2.09,0.0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,11.0,0.1,0.04,-0.060000000000000005,-0.6
18125,796770,Toddler Simulator,2018-03-05,1,JoshCorp,JoshCorp,0,1,7,7,0.5,2.69,0.0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,3.0,0.06,0.03,-0.03,-0.5
18126,796780,Star Drift,2018-02-22,1,Catze,Catze,0,1,19,2,0.9047619047619048,9.29,0.0,0,1,0,1,1,1,1,0,1,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,11.0,0.4,0.36,-0.040000000000000036,-0.10000000000000009
18127,796790,GLAD VALAKAS SIMULATOR,2018-06-14,0,Snkl Studio,Snkl Studio,0,1,356,14,0.9621621621621622,1.69,76.0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,32.0,0.4,0.55,0.15000000000000002,0.37500000000000006
18129,796810,Clergyman,2018-02-13,1,Vyacheslav Shilikhin,Vyacheslav Shilikhin,0,0,27,35,0.43548387096774194,2.89,86.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,3.0,0.19,0.27,0.08000000000000002,0.42105263157894746
18130,796830,Samp RP,2018-12-27,1,Samp RP,Lestyo,0,0,8,12,0.4,1.69,40.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,2.0,0.03,0.01,-0.019999999999999997,-0.6666666666666666
18131,796840,Molecule - a chemical challenge,2018-03-02,1,a.mighty.dish,a.mighty.dish,0,1,11,4,0.7333333333333333,1.69,0.0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.0,0.15,0.1,-0.04999999999999999,-0.33333333333333326
18132,796860,Police Enforcement VR : 1-King-27,2018-06-08,1,Karnage Gaming,Karnage Gaming,0,0,40,79,0.33613445378151263,6.19,25.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,19.0,0.59,0.81,0.22000000000000008,0.37288135593220356
18133,796890,It`s Chicken!,2018-02-14,1,Vyacheslav Shilikhin,Vyacheslav Shilikhin,0,0,26,31,0.45614035087719296,2.89,86.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,6.0,0.26,0.47,0.20999999999999996,0.8076923076923075
18134,796900,Trivia Vault: Mixed Trivia 2,2018-02-13,1,Ripknot Systems,Ripknot Systems,0,1,15,7,0.6818181818181818,14.99,90.0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,3.0,0.5,0.06,-0.44,-0.88
18137,796940,Red Embrace,2018-02-15,1,Argent Games,Argent Games,0,1,47,0,1.0,3.99,25.0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12.0,0.77,0.86,0.08999999999999997,0.11688311688311684
18138,796950,The Haunting of Billy,2018-02-01,1,Targon Studios,Aaron Legault,0,1,13,11,0.5416666666666666,5.79,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.0,0.03,0.05,0.020000000000000004,0.6666666666666669
18140,797020,TinyWar high-speed,2018-02-21,1,Masakazu Yanai,Rutenn no oheya,0,0,7,1,0.875,7.19,50.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,3.0,0.22,0.01,-0.21,-0.9545454545454545
18142,797060,Qubika,2018-02-14,1,BUG-Studio,OraMonkey,0,1,13,8,0.6190476190476191,1.69,50.0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2.0,0.03,0.13,0.1,3.3333333333333335
18143,797070,Bunny adventure,2018-02-14,1,CASGames,CASGames,0,0,15,11,0.5769230769230769,0.79,51.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5.0,0.04,0.01,-0.03,-0.75
18144,797090,Neon Sun,2018-02-14,1,CSM,W.T.B.,0,1,12,21,0.36363636363636365,0.79,51.0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,2.0,0.02,0.0,-0.02,-1.0
18146,797300,Fantasy Mosaics 21: On the Movie Set,2018-02-27,1,Andy Jurko,Andy Jurko,0,0,2,1,0.6666666666666666,5.19,70.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,3.0,0.15,0.27,0.12000000000000002,0.8000000000000002
18147,797310,Fantasy Mosaics 22: Summer Vacation,2018-03-05,1,Andy Jurko,Andy Jurko,0,0,1,0,1.0,5.19,70.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,3.0,0.22,0.2,-0.01999999999999999,-0.09090909090909087
18148,797330,Fantasy Mosaics 23: Magic Forest,2018-03-08,1,Andy Jurko,Andy Jurko,0,0,3,0,1.0,5.19,70.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,4.0,0.28,0.19,-0.09000000000000002,-0.3214285714285715
18149,797340,Fantasy Mosaics 24: Deserted Island,2018-03-11,1,Andy Jurko,Andy Jurko,0,0,2,0,1.0,5.19,70.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,4.0,0.72,0.59,-0.13,-0.18055555555555558
18150,797350,Fantasy Mosaics 25: Wedding Ceremony,2018-03-14,1,Andy Jurko,Andy Jurko,0,0,1,0,1.0,5.19,70.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,3.0,0.35,0.27,-0.07999999999999996,-0.22857142857142848
18151,797410,Headsnatchers,2018-07-24,1,IguanaBee,Iceberg Interactive,0,1,30,6,0.8333333333333334,11.39,25.0,1,1,0,0,1,1,1,0,1,1,0,0,1,1,0,1,1,0,1,0,0,0,1,1,23.0,0.32,0.24,-0.08000000000000002,-0.25000000000000006
18153,797440,Fantasy Mosaics 26: Fairytale Garden,2018-03-15,1,Andy Jurko,Andy Jurko,0,0,2,0,1.0,5.19,70.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,5.0,0.42,0.26,-0.15999999999999998,-0.38095238095238093
18154,797450,Fantasy Mosaics 27: Secret Colors,2018-03-18,1,Andy Jurko,Andy Jurko,0,0,1,0,1.0,5.19,70.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,5.0,0.54,0.52,-0.020000000000000018,-0.03703703703703707
18156,797570,Go Morse Go! Arcade Edition,2018-02-25,1,Impostor Cat Games,Impostor Cat Games,0,1,21,1,0.9545454545454546,1.69,60.0,1,1,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,3.0,0.04,0.02,-0.02,-0.5
18157,797610,Subsideria,2018-08-24,1,QFSW,QFSW,0,1,16,0,1.0,3.99,0.0,0,1,1,1,0,0,1,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,3.0,0.01,0.02,0.01,1.0
18158,797620,Dissembler,2018-02-21,1,Ian MacLarty,Ian MacLarty,0,1,25,0,1.0,3.99,50.0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,6.0,0.21,0.25,0.04000000000000001,0.19047619047619052
18159,797640,Monster RPG 3,2018-04-23,1,Nooskewl,Nooskewl,0,1,1,1,0.5,3.99,40.0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,2.0,0.01,0.01,0.0,0.0
18160,797710,RPGolf,2018-05-09,1,ArticNet,Chorus Worldwide Games Limited,0,0,22,8,0.7333333333333333,2.89,0.0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,10.0,0.06,0.03,-0.03,-0.5
18167,798260,Armored Animals: H1N1z,2018-02-23,1,DIEDEMOR STUDIO GAMES,Rhino Games,0,1,21,9,0.7,0.79,51.0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,3.0,0.07,0.13,0.06,0.857142857142857
18168,798270,Z55Z,2018-03-02,1,Anatoliy Loginovskikh,Anatoliy Loginovskikh,0,1,39,9,0.8125,3.19,87.0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,7.0,0.25,0.09,-0.16,-0.64
18169,798290,MXGP PRO,2018-06-29,1,Milestone S.r.l.,Milestone S.r.l.,0,1,159,73,0.6853448275862069,39.99,70.0,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,293.0,32.6,32.66,0.05999999999999517,0.001840490797545864
18174,798380,Debtor,2018-02-23,1,SharkGame,Garage Games,0,1,23,4,0.8518518518518519,1.69,76.0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,14.0,0.08,0.14,0.06000000000000001,0.7500000000000001
18176,798560,Inaccessible world,2018-02-15,1,ARGames,Metal Fox,0,1,13,29,0.30952380952380953,2.09,81.0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,3.0,0.03,0.01,-0.019999999999999997,-0.6666666666666666
18177,798590,Elven Love,2018-03-16,1,Red Vibe Studio,Red Vibe Studio,0,0,53,35,0.6022727272727273,11.39,40.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,27.0,0.32,0.38,0.06,0.1875
18178,798610,Mermaid Adventures: The Frozen Time,2018-02-16,1,First Games Interactive,First Games Interactive,0,0,6,3,0.6666666666666666,4.79,61.0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5.0,0.06,0.02,-0.039999999999999994,-0.6666666666666666
18179,798650,Squeakers,2018-02-28,1,Marcin Skierski,Marcin Skierski,0,1,19,0,1.0,1.69,76.0,1,1,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,3.0,0.1,0.2,0.1,1.0
18185,798790,PolyCube,2018-11-19,1,{COMPANY_NAME_GOES_HERE},{COMPANY_NAME_GOES_HERE},0,1,9,1,0.9,3.99,25.0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,4.0,0.07,0.12,0.04999999999999999,0.7142857142857141
18186,798810,Natural Locomotion,2018-04-07,1,Myou,Myou,0,0,184,16,0.92,9.99,20.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,332.0,2.89,9.07,6.18,2.13840830449827
18187,798830,The Commission: Organized Crime Grand Strategy,2018-08-23,1,302 Interactive,2:30 AM Studios,0,1,17,13,0.5666666666666667,15.49,0.0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,16.0,0.25,0.38,0.13,0.52
18189,798850,Achievement Lurker: Easiest Cosmetic Numbers,2018-03-21,1,Perverse Games,Perverse Games,0,1,12,1,0.9230769230769231,1.69,60.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,8.0,0.73,0.31,-0.42,-0.5753424657534246
18191,799070,Zup! 8,2018-02-22,1,Quiet River,Quiet River,0,1,932,36,0.9628099173553719,0.79,41.0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,169.0,14.57,18.12,3.5500000000000007,0.24365133836650657
18193,799110,Picrastination,2018-03-12,1,Bearcat Games,Bearcat Games,0,1,20,1,0.9523809523809523,7.19,0.0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,11.0,0.32,0.12,-0.2,-0.625
18198,799420,Shadow of the Black Dragon,2018-02-27,1,Brewsterland Studios,Brewsterland Studios,0,0,1,1,0.5,2.09,67.0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,3.0,0.1,0.06,-0.04000000000000001,-0.4000000000000001
18199,799500,SurvivalZ,2018-02-19,1,KicklessGame,RewindApp,0,0,78,53,0.5954198473282443,0.79,51.0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,13.0,0.12,0.43,0.31,2.5833333333333335
18200,799510,Squidlit,2018-03-02,1,Squidlit Ink.,Squidlit Ink.,0,0,145,11,0.9294871794871795,1.69,51.0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,8.0,0.26,0.3,0.03999999999999998,0.15384615384615377
18206,799620,Grim Wanderings,2018-02-27,1,Elllinia games,Self-publishing,0,0,13,4,0.7647058823529411,1.99,25.0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,5.0,0.06,0.02,-0.039999999999999994,-0.6666666666666666
18210,799800,Animals Memory: Cats,2018-02-20,1,Laush Dmitriy Sergeevich,Laush Studio,0,1,14,2,0.875,0.79,51.0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2.0,0.02,0.01,-0.01,-0.5
18211,799810,Returner 77,2018-04-11,1,"Fantastic, yes","Fantastic, yes",0,1,26,9,0.7428571428571429,5.79,0.0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,7.0,1.05,1.09,0.040000000000000036,0.038095238095238126
18212,799840,Life and Debt: A Real Life Simulator,2018-02-28,1,Static City Games,Static City Games,0,1,14,4,0.7777777777777778,3.99,50.0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,6.0,0.09,0.03,-0.06,-0.6666666666666666
18216,800030,Magikiras,2018-03-08,1,Hosted Games,Hosted Games,0,1,3,5,0.375,2.89,25.0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,15.0,0.03,0.11,0.08,2.666666666666667
18217,800050,The Great Tournament,2018-02-09,1,Hosted Games,Hosted Games,0,1,16,2,0.8888888888888888,3.99,40.0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,14.0,0.17,0.48,0.30999999999999994,1.8235294117647054
18218,800110,XORPLE,2018-02-20,1,Red Dolphin Games,VT Publishing,0,1,11,17,0.39285714285714285,3.99,90.0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3.0,0.24,0.05,-0.19,-0.7916666666666667
18219,800120,Lonely Yuri,2018-03-06,1,Night-time Sheep,DLsite,0,0,41,4,0.9111111111111111,7.19,30.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,6.0,0.57,0.61,0.040000000000000036,0.0701754385964913
18222,800180,Momoiro Closet,2018-05-07,1,Frontwing,Frontwing USA,0,1,31,2,0.9393939393939394,23.79,45.0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,36.0,0.45,0.65,0.2,0.4444444444444445
18223,800190,The Adventures of Elena Temple,2018-03-15,1,GrimTalin,GrimTalin,0,1,24,0,1.0,4.49,60.0,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,3.0,0.04,0.04,0.0,0.0
18225,800230,Viki Spotter: Megapolis,2018-02-20,1,For Kids,For Kids,0,1,22,2,0.9166666666666666,1.69,76.0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5.0,0.03,0.14,0.11000000000000001,3.6666666666666674
18226,800240,Ghostly Matter,2018-07-12,1,Small Bros,Milestone S.r.l.,0,1,18,7,0.72,9.99,60.0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,10.0,0.08,0.06,-0.020000000000000004,-0.25000000000000006
18227,800270,Terraforming Mars,2018-10-17,1,Luckyhammers,Asmodee Digital,0,1,208,213,0.49406175771971494,19.49,0.0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,621.0,168.7,156.44,-12.259999999999991,-0.07267338470657968
18230,800320,Cubic Color,2018-03-30,1,XiNFiNiTY Games,OtakuMaker SARL,0,1,3,4,0.42857142857142855,0.99,25.0,1,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,2.0,0.04,0.01,-0.03,-0.75
18231,800330,Color Circle,2018-03-30,1,XiNFiNiTY Games,OtakuMaker SARL,0,1,4,1,0.8,0.99,25.0,1,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,2.0,0.05,0.04,-0.010000000000000002,-0.20000000000000004
18232,800350,Casino Blackjack,2018-02-23,1,ThatGame Pty Ltd,Funbox Media Ltd,0,0,2,0,1.0,2.09,75.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1.0,0.07,0.04,-0.030000000000000006,-0.4285714285714286
18233,800380,Escape Room VR: Stories,2018-03-06,1,EvilPort,EvilPort,0,0,12,7,0.631578947368421,7.19,55.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.0,0.09,0.08,-0.009999999999999995,-0.11111111111111106
18234,800390,Puppet Fever,2018-04-19,1,Coastalbyte Games,Coffee Stain Publishing,0,0,22,0,1.0,11.39,75.0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,6.0,0.14,0.17,0.03,0.21428571428571425
18235,800490,ALASKA,2018-02-22,1,Wreck Tangle Games,Wreck Tangle Games,0,0,10,5,0.6666666666666666,4.99,80.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,3.0,0.03,0.03,0.0,0.0
18238,800530,Ninja jump,2018-02-28,1,D1ONE,D1ONE,0,0,6,13,0.3157894736842105,2.89,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3.0,0.1,0.09,-0.010000000000000009,-0.10000000000000009
