appid,name,discount
493450,Wild Romance,80%
493490,City Car Driving,50%
493500,Bank Limit : Advanced Battle Racing,0
493540,Figment,60%
493580,Hidden Object - 12 in 1 bundle,0
493620,VR Disc Golf,0
493650,Deep Space Dash,51%
493670,Valkyrius Prime,75%
493700,Monster Puzzle,0
493710,Laraan,0
493720,Haven Moon,75%
493730,HardCube,87%
493760,Fairyland: Incursion,90%
493780,Nightork Adventures - Beyond the Moons of Shadalee,75%
493790,#Archery,0
493820,Rivais Em Batalha,0
493840,Marvel vs. Capcom: Infinite,0
493900,Dungeons 3,75%
493980,Green Ranch,0
494000,Anthelion,
494020,Splash Bash,
494040,PuppetsVR,0
494090,Dungeon Girl,25%
494100,ENIGMA:,50%
494120,RX squad,0
494150,The Thrill of the Fight - VR Boxing,
494170,Miniature Garden,50%
494230,Heart's Medicine - Time to Heal,80%
494290,MiDZone,0
494310,Unbreakable Vr Runner,50%
494320,Wizrogue - Labyrinth of Wizardry,90%
494350,Bowl VR,0
494360,Barrow Hill: Curse of the Ancient Circle,80%
494370,Orbital Strike: Arena,0
494380,VR Boxing Workout,60%
494440,The Amazing Shinsengumi: Heroes in Love,65%
494450,Office lovers,80%
494460,Dangerous Relationship,80%
494470,My Butler,50%
494530,Orc Hunter VR,0
494580,STANDBY,85%
494600,EARTH'S DAWN,50%
494660,Android John,87%
494670,TransRoad: USA,70%
494700,Eliosi's Hunt,70%
494720,Morphblade,66%
494740,Police Quest™ Collection,35%
494790,Captain Curve's Intergalactic Space Adventure,
494810,VR: Vacate the Room (Virtual Reality Escape),
494830,ViveSpray,50%
494850,VeeR Pong,0
494960,Twisted Arrow,0
494970,Savana,
494980,Wondership Q,0
494990,Too Angry to Space,90%
495010,Ranger of the jungle,
495050,Mega Man Legacy Collection 2 / ロックマン クラシックス コレクション 2,
495090,Evolution Planet: Gold Edition,0
495110,Enigmatis 3: The Shadow of Karkhala,60%
495120,The Braves & Bows,87%
495140,NARUTO: Ultimate Ninja STORM,50%
495200,DATH,50%
495230,Hypnorain,60%
495280,Disgaea 2 PC / 魔界戦記ディスガイア2 PC,
495290,AccuRC 2,20%
495300,TrumPiñata,0
495320,Ancient VR coaster,0
495350,Woodle Tree 2: Worlds,70%
495390,The Wire Loop Game VR,0
495540,Dashy Square VR,0
495550,Baskhead,0
495570,ConflictCraft,50%
495600,Asteroid Fight,0
495630,The Divine Paradox,50%
495680,Overdriven Reloaded,0
495700,Gabriel Knight: Sins of the Father®,
495720,Intrude,0
495730,Ghost Train VR,0
495740,Random Journey,75%
495760,Deios II // DEIDIA,75%
495770,Free Balling,0
495780,Hexoscope,0
495820,Lil Tanks,50%
495830,Endless Labyrinth,51%
495890,Montaro,30%
495900,Lance A Lot: Classic Edition,50%
495960,The Secret Monster Society,
495980,Selma and the Wisp,50%
495990,True Love ～Confide to the Maple～,50%
496000,BowMage,0
496030,Dark Parables: The Swan Princess and The Dire Tree Collector's Edition,50%
496040,Shaq Fu: A Legend Reborn,0
496070,Geo-Fall,0
496080,"Space, VR!",0
496120,LaserCat,51%
496160,Return Zero VR,0
496230,Watching Grass Grow In VR - The Game,75%
496240,Onward,40%
496250,Paddle Up,50%
496260,Corona Blossom Vol.1 Gift From the Galaxy,50%
496290,Deep Dark Dungeon,0
496300,Kingdom: New Lands,75%
496310,Momento Temporis: Light from the Deep,0
496320,Running Gods,50%
496340,Fighting Fantasy Legends,60%
496350,Supipara - Chapter 1 Spring Has Come!,
496360,RC Racing Off Road 2.0,0
496380,A Verdant Hue,
496390,Shiny,80%
496400,Renoir,80%
496440,The Challenge,60%
496450,J.A.C.K.,25%
496460,Life is Feudal: Forest Village,75%
496480,Vex,0
496490,Virtual Battlemap,25%
496500,Moon Colonization Project,75%
496510,M.EXE,0
496520,Typing with Jester,0
496530,Pigmentone,0
496540,Zone of Lacryma,75%
496550,Noob Squad,48%
496590,Crystal Cosmos,25%
496610,Push The Crate: Remastered Edition,
496620,Monster Slayers,75%
496630,Empty Horizons,10%
496640,Strange Night,20%
496650,Antihorror,51%
496660,Minotaur,75%
496670,Maze Roller,75%
496680,SweatShop,51%
496690,Adventures On The Polluted Islands,80%
496730,Sorcerer King: Rivals,50%
496740,Discovering Space 2,0
496750,The Housewife,50%
496760,The Beast Within: A Gabriel Knight® Mystery,0
496790,Nothin' But Net,30%
496810,MegaTagmension Blanc + Neptune VS Zombies (Neptunia),
496820,Ruction: The Golden Tablet,50%
496850,Brick Battalion,50%
496870,Inverted,87%
496890,Replica,50%
496930,Sumeru,60%
496940,Second Death,0
496950,The Slingshot VR,50%
496960,Shoot Mania VR: Fun Zombies,50%
496980,Cosmic Cavern 3671　　宇宙最大の地底最大の作戦,
496990,Ghost Sweeper,0
497000,Cross Death  VR,0
497020,Mystic Diary - Quest for Lost Brother,70%
497040,Underground Keeper,80%
497050,Shape Shifter,51%
497060,Rise,0
497080,Construct: Escape the System,0
497100,FootRock,0
497150,DJ Streamer,0
497180,Street Legal Racing: Redline v2.3.1,25%
497190,Pichon,80%
497240,Pool of Death,51%
497260,Fabulous Food Truck,81%
497280,Wrong Dimension - The One Dimensional Platformer,0
497300,Always Higher,0
497350,Conclusion,75%
497360,"Gabriel Knight® 3: Blood of the Sacred, Blood of the Damned",35%
497400,1 Moment Of Time: Silentville,51%
497420,Pixelscape: Oceans,0
497430,G Prime,0
497440,HOMEBOUND,0
497450,Blortasia,
497460,Mervils: A VR Adventure,70%
497470,D.N.Age,60%
497480,GravPool,15%
497490,Project Hovercraft,0
497510,Crystal Quest Classic,80%
497560,Crimson Sword Saga: The Peloran Wars,51%
497580,Agent Walker: Secret Journey,70%
497590,Sapper's bad dream,70%
497670,LineDash,0
497680,Plates,0
497700,Safety First!,80%
497710,Holobunnies: Pause Cafe,60%
497720,Funfair Ride Simulator 3,75%
497730,The Wardrobe,0
497780,Recursed,66%
497790,Ayumi: Enhanced Edition,0
497800,Golden Krone Hotel,70%
497850,8-Bit Hordes,55%
497880,Doodle WHAT?!,0
498000,Mushroom Crusher Extreme,60%
498030,Barnyard Mahjong 3,76%
498040,The Hidden Dragon,81%
498050,Mystery Of Rivenhallows,81%
498190,Dragon Rage,30%
498240,Batman - The Telltale Series,0
498280,Jurassic Survival,0
498300,Of Love And Sorrow,0
498320,Trolley Gold,76%
498330,Cats are Liquid - A Light in the Shadows,0
498340,Shards of Azuria,0
498360,Puzzle Nebula,0
498370,Basketball Court VR,0
498380,AquaNimble,50%
498390,Remnants Of The Arcane,0
498450,A Week of Circus Terror,75%
498460,Abduction Prologue: The Story Of Jonathan Blake,50%
498470,Switch 'N' Shoot,25%
498500,I Am The Hero,70%
498550,Depths of Dread,0
498570,Extreme Forklifting 2,0
498580,ASRECorp,0
498620,The Shadowland,0
498630,Red Planet: Survive,0
498660,Mind Spheres,51%
498680,In The Shadow Of The Truth,80%
498700,The Ember Saga: A New Fire,90%
498720,Inklings,0
498740,Way of Redemption,0
498830,Mustache in Hell,0
498840,Rising,51%
498940,"WarBirds Dawn of Aces, World War I Air Combat",0
498980,DUO,65%
498990,Balloon Chair Death Match,0
499070,Pro Strategy Football 2016,0
499100,Dark Parables: The Exiled Prince Collector's Edition,50%
499110,Dark Parables: Rise of the Snow Queen Collector's Edition,50%
499120,Dark Parables: The Red Riding Hood Sisters Collector's Edition,50%
499140,Operator Overload,33%
499210,Road Rage,80%
499230,SurvHive,0
499330,Lord Mayor,0
499340,Turner,80%
499370,Tower of Archeos,0
499390,Pixeloids,0
499400,The Path of Greatest Resistance,25%
499420,Star Fields,51%
499440,klocki,24%
499460,Tomato Jones,50%
499510,Dragons Never Cry,15%
499520,The Turing Test,80%
499560,Fourtex Jugo,50%
499580,Crystal Control II,0
499610,Copter and Sky,0
499620,Ultimate Booster Experience,40%
499760,Redswood VR,0
499890,Aaero,80%
499900,Pulse Shift,0
499910,SHINRAI - Broken Beyond Despair,0
499940,Ascension VR,50%
499960,The Sunset,50%
500090,WyVRn,0
500100,Cubic complex,38%
500110,Glider Island,30%
500120,"Gazzel Quest, The Five Magic Stones",0
500140,Wildlife VR,0
500170,Urlaubsflug Simulator – Holiday Flight Simulator,50%
500180,Epic Flail,0
500190,Firefight,0
500220,Weather Lord: Legendary Hero Collector's Edition,90%
500260,Ben and Ed - Blood Party,50%
500320,A Tale of Caos: Overture,67%
500340,QUACK ATTACK 1985: TURBO DX EDITION,0
500350,Final Fleet,70%
500420,SoulHunt,0
500440,Take the Cake,0
500480,Fist of Physics,0
500550,"Save the Universe, Please!",0
500580,Kitty Cat: Jigsaw Puzzles,51%
500670,Tormentor❌Punisher,0
500680,Jockey Rush,0
500690,Secret Santa,0
500750,GI Racing 2.0,0
500760,Kuraburo Kai,
500790,Moribund,80%
500810,Arcanum: Of Steamworks and Magick Obscura,0
500870,Riddles Of The Past,75%
500880,Tails,0
500920,House of Alice,0
500940,GET THE GEMS,51%
501060,C.S.S. CITADEL VR,0
501080,Fishing: Barents Sea,33%
501090,"Design it, Drive it : Speedboats",0
501110,Mount Wingsuit,60%
501120,Clock Simulator,0
501190,Axis Football 2016,15%
501270,Robots In The Wild,0
501300,What Remains of Edith Finch,55%
501310,Venture Forth,0
501320,The Shrouded Isle,50%
501350,Dimension Hunter VR,
501410,SOS: SPECIAL OPERATIVE STORIES,75%
501420,My Own Pet,0
501430,Blue Solar: Chaos War,0
501440,Stars,0
501450,Puzzle Cross,
501480,Lost Socks: Naughty Brothers,0
501500,Black Moon Chronicles,70%
501530,SturmFront - The Mutant War: Übel Edition,0
501590,Bulletstorm: Full Clip Edition,0
501760,Francisca,51%
501790,Unforeseen Incidents,33%
501830,The Orb Chambers II,0
501840,Don't Disturb,75%
501850,DCR: Drive.Crash.Repeat,0
501860,Slayer Shock,80%
501900,Star Project,87%
501920,Totem,87%
501930,Sig.NULL,87%
501940,Hikikomori No Chuunibyou,60%
501970,Phantasmagoria 2: A Puzzle of Flesh,0
501990,Phantasmagoria,35%
502070,Fast and Curious,0
502090,Invisible Mind,90%
502100,Death's Life,80%
502120,Anicon - Animal Complex - Cat's Path,25%
502140,Drayt Empire,51%
502150,Interstellar Logistics Inc,0
502200,Orczz,80%
502210,Super Markup Man,50%
502230,Monsters' Den: Book of Dread,75%
502240,You Deserve,51%
502280,BERSERK and the Band of the Hawk,0
502300,Heartomics: Lost Count,50%
502320,Boulder Dash - 30th Anniversary,0
502340,Unbound,0
502370,"Warhammer 40,000: Sanctus Reach",67%
502380,Tangled Up!,60%
502400,Redactem,0
502410,Airport Fire Department - The Simulation,70%
502420,Firefighters - The Simulation,70%
502430,Roadworks - The Simulation,70%
502440,Plant Fire Department - The Simulation,70%
502450,Professional Construction - The Simulation,70%
502480,VoxVR,25%
502520,Ultimate General: Civil War,65%
502530,THE GREY MAN,75%
502540,Cold Vengeance,80%
502570,Houdini Indie,0
502600,The Multidimensional Underwear Drawer,40%
502650,Autumn Park Mini Golf,0
502700,Laser Lasso BALL,0
502710,The Last Sniper VR,89%
502720,Star Explorers,25%
502730,Osy Osmosis,50%
502740,50 years,0
502750,Quest for Glory 1-5,0
502770,Voodoo Garden,70%
502780,Avalon: The Journey Begins,60%
502800,SENRAN KAGURA ESTIVAL VERSUS,40%
502810,Tank Hero VR,
502820,Batman™: Arkham VR,50%
502880,The Janitor,0
502910,The Return Home Remastered,
502920,Gunnihilation,0
502940,"Calm Down, Stalin",60%
502990,Kisaragi no Hougyoku,0
503010,Azulgar Star Commanders,0
503050,Heroes from the Past: Joan of Arc,50%
503060,The Agency of Anomalies: Mystic Hospital Collector's Edition,50%
503070,Off the Record: The Italian Affair Collector's Edition,50%
503080,Echoes of the Past: Kingdom of Despair Collector's Edition,50%
503090,Fairy Maids,50%
503100,Black Hat Cooperative,0
503130,Red is Dead - The Complex Fun Random Level Fast Strategy Game,
503140,Dungeon Punks,0
503150,Frantic Freighter,66%
503180,miniLAW: Ministry of Law,0
503210,Sentry Knight Tactics,50%
503220,Samurai Wars,51%
503240,Hurricane,0
503280,Marble Land,50%
503290,Maraiyum: Rise of the Setting Sun,0
503300,Super Star,70%
503320,Deserted: The Story of Peter,
503340,Dig 4 Destruction,0
503350,White Noise 2,65%
503370,Hospitalize,0
503390,Roomscale Tower,75%
503400,Four Last Things,66%
503420,NEO-NOW!,51%
503430,N0-EXIT,51%
503450,Space Rangers: Quest,80%
503460,Security Hole,50%
503480,Mahluk:Dark Demon,50%
503550,DYE,75%
503560,911 Operator,70%
503580,Duck Season,35%
503620,Fictorum,75%
503650,Fenimore Fillmore: The Westerner,80%
503680,The Seeker,0
503690,Starship Disco,0
503700,Fall of Freya (Alpha 1),
503730,Saving Harmony,0
503750,SPLASH BLAST PANIC,0
503770,Elven Assassin,40%
503780,Ice Caves of Europa,60%
503820,A Detective's Novel,0
503830,The Life Of Greather,75%
503860,Patterna,0
503900,Candy Smash VR,0
503940,Railway Empire,66%
503950,Star Tactics Redux,0
503960,Will of the Gods,0
503980,Detective Hank and the Golden Sneeze,50%
504000,Endless Fables: The Minotaur's Curse,60%
504010,Chernobyl VR Project,0
504050,Planet Nomads,50%
504090,3..2..1..Grenades!,0
504100,Russian VR Coasters,50%
504110,The Longest Five Minutes / 世界一長い５分間,
504130,Manual Samuel,75%
504210,SHENZHEN I/O,50%
504230,Celeste,0
504240,Graveyard Smash,80%
504260,Happy Pong,25%
504280,The Cold War Era,25%
504310,The Cooking Game,50%
504380,Detective Hayseed - Hollywood,0
504390,Along the Edge,30%
504400,Optika,87%
504410,Escape from Pleasure Planet,50%
504420,Malazard: The Master of Magic,50%
504430,The Watchmaker,80%
504450,StarSmashers,90%
504460,Team Racing League,33%
504470,Salvaged,0
504490,The God's Chain,0
504500,Hover Havoc,0
504560,The Unwelcomed,33%
504610,SaberSaw VR,0
504660,Tears Revolude,66%
504700,Blockships,10%
504750,Lew Pulsipher's Doomstar,90%
504770,Slavistan,75%
504800,Sorcery! Part 4,30%
504810,MXGP2 - The Official Motocross Videogame Compact,75%
504840,Brick Stack VR,0
504850,Castle Invasion: Throne Out,0
504880,Pixel Puzzles 2: RADical ROACH,90%
504920,39 Days to Mars,33%
504980,Elves Adventure,0
505060,Warcube,25%
505070,Secrets of Me,65%
505080,Gakuen Club,40%
505090,The Charming Empire,40%
505110,Ghost Pursuit VR,0
505120,Valentino Rossi The Game Compact,80%
505140,Tribe Of Pok,0
505170,Carmageddon: Max Damage,75%
505210,Neon Space 2,90%
505220,King of Spin VR,0
505290,Super Rock Blasters!,0
505330,Apocalipsis,50%
505400,Diamond Joyce and the Secret of Crystal Cave,
505460,Foxhole,0
505550,Stream Buddy,0
505630,Let Them Come,60%
505640,Antihero,67%
505660,The Crystal Nebula,0
505680,Glaive,0
505730,Holy Potatoes! We’re in Space?!,67%
505760,Whispers,87%
506090,Switch - Or Die Trying,0
506150,Dragon Bros,0
506160,VR Fractals,0
506260,Cladun Returns: This Is Sengoku! / クラシックダンジョン 戦国,
506470,Quip Anomaly,0
506500,Party Panic,66%
506510,Shadows of Adam,50%
506550,RollerForce,0
506560,A Divided Light,0
506570,Going Up,80%
506590,Sky Valley,0
506610,Five Nights at Freddy's: Sister Location,0
506670,ORBITAL,0
506700,Levantera: Tale of The Winds,40%
506730,Dinosaur Forest,75%
506760,Twisty's Asylum Escapades,90%
506830,Goo Saga,0
506840,The Dungeons of Castle Madness,75%
506870,Unexplored,0
506900,Downward,70%
506930,CoLab,0
506960,Pong Champion VR,0
506980,Drone: Remote Tactical Warfare,0
507010,Mr.President!,60%
507030,Bicyclism EP,0
507050,DOGOS,0
507060,Sceal: An Irish Folklore Adventure,
507080,Baseball Mogul Diamond,0
507120,The Superfluous,0
507140,Tesla's Tower: The Wardenclyffe Mystery,50%
507270,Lily´s Epic Quest,50%
507300,Club Manager 2017,0
507340,Strike Squadron: Caracará,0
507360,The Wizard's Lair,0
507380,Black Sand Drift,51%
507390,Gone In November,51%
507400,Vindictive Drive,80%
507440,Island Simulator 2016,0
507490,Ashes of the Singularity: Escalation,67%
507520,Zzzz-Zzzz-Zzzz,87%
508140,Zombitatos the end of the Pc master race,34%
508170,BlackSmith HIT,51%
508180,Fly and Destroy,90%
508190,Dragon Knight,70%
508200,Bacon Tales - Between Pigs and Wolves,70%
508230,Anime Studio Simulator,50%
508260,Treasure of a Blizzard,70%
508290,$1 Ride,51%
508300,Strategy & Tactics: Dark Ages,0
508330,GALER: Plague of Heroes,0
508350,Draconic Order VR,0
508410,SKIPCHASER,75%
508520,MiniBotz,0
508530,HackyZack,80%
508540,Haeven,90%
508550,Sneak Thief,50%
508580,CrapsVR,0
508600,ROD: Revolt Of Defense,46%
508610,PROJECT XINATRA,0
508630,Soldiers Lost Forever (1914-1918),
508670,Aircraft War X,51%
508680,Domino VR,0
508690,AnimVR,20%
508710,Project Lounge,0
508730,Painted Legend,0
508740,Wheels of Aurelia,90%
508760,Ball of Wonder,25%
508790,Flat Heroes,30%
508820,Won't You Be My Laser?,51%
508840,Broken Armor,90%
508890,Meteor Crush VR,0
508900,Zup! X,41%
508910,"Deus Ex Machina, Game of the Year, 30th Anniversary Collector’s Edition",0
508930,Mini Z Racers Turbo,80%
508940,Escape Lizards,0
508950,Beerman,0
508960,SizeBlock,75%
508980,Crashday Redline Edition,50%
508990,Handsome Mr. Frog,51%
509000,QUBIC,51%
509070,Super VR Trainer,80%
509110,Spikit,51%
509130,RC-AirSim - RC Model Airplane Flight Simulator,0
509160,Gebub's Adventure,0
509170,VRNinja,0
509210,Clockwork,60%
509220,Save Jesus,50%
509230,Erusal,0
509240,Lethal Brutal Racing,90%
509250,TO THE TOP,50%
509260,Northern Regime,0
509290,One Night Two Crazies,0
509310,ThrounnelVR,0
509340,Abandoned Hospital VR,0
509360,TRESPASS - Episode 1,
509390,GalaxIverse,
509400,Lost in Harmony,35%
509440,God Simulator,0
509450,Colony,0
509540,SVRVIVE: The Deus Helix,75%
509570,In Celebration of Violence,64%
509580,The Lord of the Rings: Living Card Game,
509600,Battle Time,51%
509610,Beachhead 2000,0
509620,Last Stitch Goodnight,50%
509770,PostCollapse,65%
509780,Fire Arrow Plus,80%
509820,Super Grav,75%
509850,Bumper,51%
509910,Night Vigil,0
509920,Doc Apocalypse,50%
509930,NightmareZ,80%
509960,Pinga Ponga,51%
509980,BIGFOOT,15%
509990,Radioactive Puzzle,
510040,A Matter of Murder,0
510060,Punch Bomb,0
510070,Shiperoids,0
510080,Worldy Cup,70%
510110,New Yankee in King Arthur's Court 2,86%
510180,NDE Rescue,0
510220,Forgotten Heroes,51%
510240,forma.8,0
510250,Super Destronaut,66%
510280,Orange Adventure,0
510290,DEXED,80%
510320,Conflict of Heroes: Awakening the Bear,50%
510330,Shotgun Raiders,0
510360,Recession,0
510380,GoVenture MICRO BUSINESS,0
510390,Unknown Fate,75%
510410,Cogs and Cowboys,0
510420,The Hex,25%
510490,The Fall Part 2: Unbound,70%
510500,Executive Assault 2,25%
510510,WWE 2K17,0
510520,Little Red Lie,75%
510540,Long Gone Days,25%
510550,Congo Merc,75%
510570,CURSE,0
510590,D: The Game,0
510620,THOTH,80%
510650,Eventide 2: The Sorcerers Mirror,60%
510680,Re Angel,0
510700,Armor Clash VR,25%
510710,Bloxiq VR,75%
510740,Konrad's Kittens,
510780,SkyBoats,50%
510830,Citadel 1986,0
510840,Evolvation,65%
510850,Mars 2030,0
510910,Temple of the Apsara,0
510930,Thirst VR,0
510960,Puzzling Rooms VR,0
510990,LooWarVR,0
511010,TAIKER,0
511070,MANIC MINERS,50%
511090,The Shape Of Heart,0
511120,ikenie,67%
511140,New York Mysteries: The Lantern of Souls,0
511160,Cubway,0
511190,Graveyard Shift,50%
511230,The Last,0
511250,Cloudbase Prime,50%
511320,Echoes of the Fey: The Fox's Trail,50%
511330,Farm Life: Natures Adventure,51%
511340,Existentia,51%
511350,Mr. Massagy,50%
511370,Wrath Of The Fire God,0
511380,Pozzo Jello Crusade,0
511390,Base Raid,50%
511420,Aleph Null,0
511430,CrossWorlds: Escape,50%
511460,Unaided: 1939,0
511470,Glass Masquerade,65%
511490,Malavision®: The Origin,80%
511500,Nanuleu,34%
511540,MoonQuest,0
511560,World of Golf,0
511570,NIGHTSTAR,0
511600,Space Jones VR,0
511610,Adventure Of Thieves,0
511630,"Max, an Autistic Journey",0
511660,Beachhead 2002,0
511680,Fate/EXTELLA,40%
511690,Duck Force,0
511700,Ship It,0
511740,Gal*Gun: Double Peace,80%
511750,Showdown Adventure,0
511790,Retro Football Boss,20%
511810,CHEXS,0
511820,Le Havre: The Inland Port,0
511830,"VR Ultimate Paintball: Heartbreak, Regret & Paintbots",80%
511920,Reproduction Man,0
512000,Kite,0
512020,Box Maze,0
512060,Stay! Stay! Democratic People's Republic of Korea!,30%
512070,Hue Defense,60%
512080,Fancy Skiing VR,30%
512090,Tank Defense Division,0
512110,Cosmos Crash VR,0
512120,Nakiti Generations,0
512150,Swordlord,0
512160,Volleying,51%
512170,the research facility NO.507,0
512180,Nightshade／百花百狼,
512230,Sally's Law,60%
512240,Duckpocalypse,0
512250,Oh...Sir!! The Insult Simulator,70%
512260,Avalon Legends Solitaire 2,50%
512300,Unbox: Newbie's Adventure,0
512370,Hero Boy,0
512400,Multiscreens,0
512410,69 Ways to Kill a Zombie,0
512420,Wave Magic VR,0
512430,Make America Great Again,0
512450,BitRay2,51%
512460,Drunk On Nectar - The Nature Simulator,
512490,Zombie Estate 2,50%
512550,Cursed West,0
512600,Gochi-Show! -How To Learn Japanese Cooking Game-,
512610,Gochi-Show! for Girls -How To Learn Japanese Cooking Game-,
512640,Final Quest,51%
512680,Pan-Dimensional Conga Combat,0
512700,Duckles: the Jigsaw Witch,
512740,Flat Path,51%
512750,One Giant Leap,0
512770,IACTURA,20%
512790,Quern - Undying Thoughts,70%
512830,Zombie Trigger,0
512900,Streets of Rogue,34%
513050,Outrageous Grounds: The Maze,0
513060,Wills and Wonders,0
513140,OCCHIO,0
513190,Voidrunner,0
513230,The Underground Man,0
513240,Birdtual Reality,0
513260,Green Moon 2,0
513270,Lockdown: Stand Alone,90%
513290,Lucius III,45%
513300,Schacht,66%
513310,Aviators,0
513320,ALICE VR,75%
513330,Party Tycoon,
513340,Through Abandoned: The Forest,
513360,Mu Cartographer,80%
513370,Blade & Bones,
513420,VR Escape the space station,0
513460,Agenda,0
513480,Geo,75%
513510,Intralism,50%
513530,Anykey Simulator,87%
513540,Deadly Metal,87%
513550,Vive le Roi,0
513570,Wooden House,51%
513580,Miaou Moon,0
513590,So Many Cubes,75%
513600,Energy Invasion,70%
513610,Madrobot X,80%
513620,SkyTime,51%
513630,Squeezone,87%
513690,Danger Zone 2,50%
513710,SCUM,33%
513720,Archipelago,0
513740,Joana's Life,50%
513770,Click Space Miner,40%
513780,Turbo Pug DX,51%
513790,DEADLOCK,90%
513810,Arkham Nightmares,67%
513820,LUXIS,80%
513840,Friday Night Bullet Arena,50%
513860,Elena,0
513880,Panzer Warfare,62%
513890,The Frostrune,70%
513920,Desperate Times,0
513930,J.U.R : Japan Underground Racing,50%
513960,Galactic Fighters,0
513980,Oh No! Bugs!,66%
513990,Happy Empire,67%
514010,Football Mogul 15,0
514050,Uprising 2: Lead and Destroy,75%
514080,Deadly Dozen,80%
514090,Beautiful Japanese Scenery - Animated Jigsaws,90%
514140,Elite Warriors: Vietnam,80%
514150,Line of Sight: Vietnam,80%
514160,18 Wheels of Steel: Across America,80%
514170,18 Wheels of Steel: Convoy,80%
514180,18 Wheels of Steel: Haulin’,80%
514200,Mythic Victory Arena,0
514220,Super GunWorld 2,
514240,ALONE?,25%
514290,Factory Engineer,40%
514310,SENRAN KAGURA Bon Appétit! - Full Course,0
514340,Aliens Go Home Run,0
514350,Fancy Slingshot VR,
514360,Freedom Fighter,0
514370,DragonBlast VR,0
514400,Legends of Time,0
514410,Gun Brothers,90%
514460,Cyberline Racing,51%
514470,Fantastic 4 In A Row 2,51%
514480,Fantastic Checkers 2,51%
514490,Ultimate Word Search 2: Letter Boxed,51%
514500,Atomic Society,20%
514510,Unreal Heroes,0
514520,Sparky's Hunt,0
514530,Rally Racers,0
514540,Hate Free Heroes RPG 2.0,70%
514550,Beat The Dictators,0
514570,Pinball Parlor,0
514580,Cooking Witch,76%
514620,Ellipsis,65%
514640,TankYou!,50%
514650,Orbital X,0
514660,BitMaster,80%
514670,Satellite Command,40%
514700,Mystery Case Files®: 13th Skull™ Collector's Edition,50%
514710,Resfort,90%
514720,Dark Tales: Edgar Allan Poe's The Masque of the Red Death Collector's Edition,50%
514730,Hidden Expedition: Dawn of Prosperity Collector's Edition,50%
514740,Final Cut: Death on the Silver Screen Collector's Edition,50%
514750,Nightmare Adventures: The Witch's Prison,50%
514760,Spirits of Mystery: Amber Maiden Collector's Edition,50%
514770,Grave Mania: Pandemic Pandemonium,50%
514780,Best in Show Solitaire,0
514810,Eldritch Hunter,50%
514820,Wasps!,20%
514830,Stifled - Echolocation Horror Mystery,
514870,Fat City,0
514890,Super Jagua,0
514900,>observer_,
514920,Crash Wheels,90%
514930,Super Hop 'N' Bop ULTRA,75%
514990,Outbreak,90%
515000,PANIC at Multiverse High!,75%
515010,A Duel Hand Disaster: Trackher,0
515040,Make America Great Again: The Trump Presidency,0
515180,Bus Simulator 18,40%
515200,Cliff Hanger,75%
515220,F1™ 2017,75%
515260,Virtual Rides 3 - Funfair Simulator,0
515310,Invention 2,51%
515470,Hyper color ball,51%
515570,UBERMOSH Vol.3,51%
515650,Straimium Immortaly,45%
515690,Warriors of Vilvatikta,51%
515740,Radical Heroes: Crimson City Crisis,0
515890,Marty Thinks 4D,0
515900,ROCK,0
515910,Hooligan Vasja,51%
515980,The Horus Heresy: Battle of Tallarn - Iron Edition,
516000,Candy Thieves - Tale of Gnomes,0
516010,Board Defenders,0
516030,Insane Robots,40%
516040,Everything is Peachy,0
516120,Juno's Darkest Hour,50%
516130,Runner3,40%
516250,Skynet Rising : Portal to the Past,50%
516410,Football Blitz,0
516430,Ruin of the Reckless,0
516440,Alien Rampage,50%
516450,Glory by Example,0
516460,50 Years,0
516480,Pinkman,25%
516500,Zissi's Island,0
516520,Omega Reaction,0
516530,Chaos Of Hearts,0
516550,Relativity,0
516560,The Odyssey,
516570,ADAPTR,0
516580,DYSTORIA,50%
516590,CyberThreat,0
516600,Bai Qu · 百曲,
516610,Guardian war VR,0
516640,A Large Quantity Of Mushrooms,0
516650,Preston Sterling,0
516680,Flying Baron 1916,0
516740,Elves vs Goblins Defender,0
516750,My Summer Car,0
516790,Fat Mask,90%
516810,The Garden,0
516840,The Tale of Doris and the Dragon - Episode 1,50%
516870,Isomorph,0
516890,Alchemic Jousts,80%
516900,Oniris Basket VR,
516920,Veilia,0
516940,MineSweeper VR,50%
516950,STARS Simulation,0
516960,B.C.E.,0
517000,Sakura Shrine Girls,60%
517010,Aztecalypse,51%
517020,Virtual Warfighter,0
517060,Day of the Trumplings,0
517100,Funk Unplugged,0
517110,Cards of Chaos,0
517130,Soundboxing,50%
517140,POLYCRUSHER,50%
517160,Richie's Plank Experience,0
517170,Tvori,30%
517190,Rebound,76%
517210,Bad Pad,35%
517220,Balls! Virtual Reality Cricket,0
517230,Spinning Maze,0
517240,Machinations: Fog of War,25%
517270,Pro Farm Manager,0
517280,ZEscape,0
517300,Publisher Tycoon,50%
517330,Stellar Interface,70%
517340,Tank Tread,0
517350,Squareface,75%
517360,The Secret Order 4: Beyond Time,60%
517370,Tavernier,80%
517400,VR Amazing Files: Horror Hospital,0
517460,SteamHammerVR - The Rogue Apprentice,0
517470,King of Booze: Drinking Game,0
517480,VHSoverdose,0
517500,Tactics: Bludgeons Blessing,0
517510,Flatshot,50%
517620,Gooblins,0
517630,Just Cause 4,
517660,Drop Out 0,0
517670,Cowbots and Aliens,40%
517710,Redout: Enhanced Edition,80%
