appid,name,discount
414090,The Warden,0
414120,Modbox,0
414140,Jewel bits,0
414190,Junk Jack,0
414260,Ironclads 2: American Civil War,80%
414290,Princess.Loot.Pixel.Again,87%
414330,We Are Chicago,80%
414340,Hellblade: Senua's Sacrifice,50%
414370,Raining Blobs,80%
414470,Nightmare on Azathoth,0
414490,Crashnauts,0
414500,Caribbean Odyssey,40%
414510,5089: The Action RPG,30%
414550,Death Toll,0
414580,Uriel's Chasm 2: את,
414660,Vampire Legends: The True Story of Kisilova,70%
414700,Outlast 2,75%
414720,Astrox: Hostile Space Excavation,20%
414740,RAID: World War II,75%
414760,Blue-Collar Astronaut,80%
414770,Bionite: Origins,0
414810,Observatory: A VR Variety Pack,0
414870,Super Mega Baseball 2,60%
414920,Corgi Warlock,75%
414950,Star Nomad 2,50%
415000,GTGD S3 How To Make A Game,
415030,One More Dungeon,75%
415080,Cyber Team Manager,86%
415090,KByte,0
415150,Pang Adventures,70%
415170,Engare,50%
415180,Fort Zombie,50%
415200,Motorsport Manager,75%
415240,Feesh,0
415300,Monster Monpiece,80%
415330,When In Rome,50%
415350,Shooting Stars!,90%
415390,Viking Saga: The Cursed Ring,50%
415400,Cross Set,50%
415420,Nyan Cat: Lost In Space,50%
415480,Hyperdevotion Noire: Goddess Black Heart (Neptunia),0
415530,"Fly, Glowfly!",0
415590,Earthfall,50%
415600,Kart Racing Pro,30%
415610,Red Comrades Save the Galaxy: Reloaded,70%
415670,Highrise Heroes: Word Challenge,80%
415740,OmniBus,0
415830,Gnomes Garden,90%
415840,Mystic Saga,90%
415850,BAD END,40%
415880,Disc Jam,60%
415890,Crystal Picnic,50%
415900,Bugspeed Collider,50%
415910,Gigachess,75%
415920,Voidspire Tactics,50%
415950,Yohjo Simulator,75%
415960,Energy Cycle,80%
415980,Quatro Luzes,0
415990,Lightbender,0
416000,Fantasy Farming: Orange Season,30%
416020,Heavy Gear Assault,0
416070,Mars 2030,0
416080,The Odyssey: Winds of Athena,0
416090,Caretaker Retribution,0
416110,Blitz Breaker,51%
416120,InterSection,0
416140,The Final Frontier: Space Simulator,15%
416160,Heresy,0
416170,HotLead,0
416180,Gun Bombers,80%
416190,Vehicle Simulator,0
416200,Door To Door,50%
416210,Block'hood,75%
416240,Space Impossible,0
416250,Tales [PC],
416290,Bleeding Border,0
416310,Goblin Defenders: Steel‘n’ Wood,55%
416320,Rescue Team 5,55%
416330,Revolt,0
416340,Viking Saga: New World,50%
416350,MiniBikers,0
416360,Max's Big Bust - A Captain Nekorai Tale,30%
416370,Showing Tonight: Mindhunters Incident,20%
416380,The Hurricane of the Varstray -Collateral hazard-,90%
416390,Magnetron,0
416430,In The Dead Of Night - Urszula's Revenge,0
416530,Tacopocalypse,0
416550,Rubber Ducky and the Rainbow Gun,30%
416590,Emily Wants To Play,51%
416600,Full Metal Furies,60%
416610,The Growth Journey,0
416630,True Lover's Knot,50%
416640,Diabolical,35%
416680,Zombie Night Terror,90%
416700,5 Minutes Rage,50%
416720,Toro,50%
416760,Pay2Win: The Tricks Exposed,66%
416770,SquareCells,70%
416790,The Metronomicon: Slay The Dance Floor,0
416800,Cluck Yegger in Escape From The Planet of The Poultroid,0
416830,Light Fall,50%
416840,Color By,0
416850,Astral Gun,0
416870,Kitty Powers' Love Life,50%
417110,Mayjasmine Episode01 - What is God?,0
417150,Pavilion,50%
417200,Make Sail,33%
417290,Ghost of a Tale,33%
417310,Hiragana Pixel Party,40%
417350,Monkey King Saga,0
417400,LeftWay,60%
417410,Northern Tale,50%
417430,Moto Racer  4,70%
417480,Marcus Level,66%
417750,Left Alone,70%
417840,Mysterious Castle,0
417880,Everybody's Gone to the Rapture,0
417900,"Upwards, Lonely Robot",75%
417910,Street Warriors Online,0
417980,Planet Diver,0
417990,Major\Minor,90%
418030,Subsistence,20%
418040,hocus,51%
418050,FALL,0
418060,Battle Riders,50%
418070,Turbo Pug,51%
418120,Cally's Caves 3,0
418150,The Madness of Little Emma,90%
418160,Garden Rescue: Christmas Edition,50%
418170,MicroRC Simulation,0
418180,Tempest: Pirate Action RPG,0
418190,Helen's Mysterious Castle,50%
418210,Metal Tales: Fury of the Guitar Gods,0
418240,Shadow Tactics: Blades of the Shogun,66%
418250,Polaris Sector,50%
418260,Gumball Drift,0
418270,Draw Slasher,0
418300,Wick,50%
418310,Chronicles of a Dark Lord: Rhapsody Clash,38%
418340,RWBY: Grimm Eclipse,0
418360,Gurgamoth,80%
418370,RESIDENT EVIL 7 biohazard / BIOHAZARD 7 resident evil,0
418430,Survive Me Miolhr,0
418440,Tick Tock Isle,51%
418460,Rising Storm 2: Vietnam,67%
418520,SculptrVR,35%
418610,Swiftly,0
418620,The TakeOver,25%
418640,Iron Commando - Koutetsu no Senshi,0
418650,Space Pirate Trainer,40%
418670,Pankapu,0
418910,Idle Civilization,0
418940,Waba,0
418950,DreadOut: Keepers of The Dark,90%
418960,Catorize,0
419000,Relic Alone,0
419020,Wishmere,50%
419080,Bridge Constructor Stunts,40%
419090,Vector Strain,65%
419130,Strength of the Sword ULTIMATE,0
419460,"That Dragon, Cancer",0
419480,Starpoint Gemini Warlords,80%
419500,Red Game Without A Great Name,80%
419590,Tales from the Void,80%
419710,Rogue Singularity,0
419810,House of Hell (Standalone),
419990,Ganbare! Super Strikers,0
420000,Home Design 3D,70%
420060,Candle,74%
420070,Kill The Plumber,0
420100,CLANNAD Side Stories,60%
420110,NEKOPARA Vol. 2,45%
420160,Alphabeats: Master Edition,
420170,Shrug Island - The Meeting,25%
420180,Chronicle of Innsmouth,50%
420210,KRUM - Edge Of Darkness,50%
420270,Into the Void,0
420290,Blackwake,66%
420300,The Admin,0
420360,Spectrum,0
420370,Gravity Island,60%
420380,The Strike,0
420440,Atlantic Fleet,50%
420500,Rynn's Adventure: Trouble in the Enchanted Forest,70%
420520,Lost Technology,30%
420530,OneShot,20%
420550,Super Arcade Football,0
420570,Cubixx HD,80%
420660,Burnin' Rubber 5 HD,50%
420670,Elite vs. Freedom,83%
420740,The Deed,20%
420770,The Legend of Dark Witch,50%
420840,BLARP!,0
420850,Cosmic Leap,51%
420900,Mech Anarchy,0
420920,Lost Labyrinth Extended Version,80%
420930,CHKN,0
420950,Time Tenshi,75%
420970,RoBoRumble,85%
420980,Army Gals,0
421020,DiRT 4,80%
421030,Catch Me,80%
421040,Plantera,80%
421050,Deponia Doomsday,75%
421120,Samorost 3,70%
421140,Blades of the Righteous,75%
421260,Militia,50%
421600,Ray Gigant,70%
421610,XBlaze Code: Embryo,80%
421620,Dissonance: An Interactive Novelette,0
421630,A Study in Steampunk: Choice by Gaslight,25%
421660,Harmonia,65%
421700,Sakura Santa,65%
421710,Space Live - Advent of the Net Idols,50%
421740,Goetia,80%
421810,OH! RPG!,0
421870,Quatros Origins,0
421880,Plastiland,90%
421890,Avaris 2: The Return of the Empress,0
422020,Dark Days,0
422030,ReVeN: XBridge,0
422100,Heaven Island Life,38%
422110,Wand Wars,70%
422130,Comic Book Hero: The Greatest Cape,50%
422140,Wrestling Spirit 3,50%
422210,Rise of Keepers,0
422250,ShipLord,90%
422270,City Play,80%
422300,Element,25%
422420,Godus Wars,0
422590,Wacky Wheels HD,0
422610,1775: Rebellion,50%
422640,VR Karts SteamVR,60%
422650,Megamagic: Wizards of the Neon Age,60%
422760,Ocean Rift,50%
422810,River City Ransom: Underground,75%
422860,Holodance,50%
422870,Super Duper Flying Genocide 2017,51%
422900,Particle Fleet: Emergence,67%
422910,Creeper World: Anniversary Edition,80%
422920,Creeper World 2: Anniversary Edition,80%
422940,Divergence: Online,0
422970,Devil Daggers,50%
422980,Super Robot Jump Jump,0
423120,Community College Hero: Trial by Fire,25%
423180,A.I. Space Corps,70%
423220,T-Kara Puzzles,60%
423230,Furi,55%
423270,ZHEROS,0
423320,Pendragon Rising,25%
423440,Choice of Kung Fu,40%
423490,Air Missions: HIND,45%
423550,Day D: Tower Rush,90%
423580,Project Highrise,75%
423590,The Little Acre,80%
423600,Adelantado Trilogy. Book one,50%
423610,Where's My Mommy?,50%
423620,HERO DEFENSE,50%
423650,Summer Fling,50%
423700,Apocalypse Hotel - The Post-Apocalyptic Hotel Simulator!,50%
423710,Invasion: Brain Craving,51%
423720,Color Chaos,0
423730,Hyper Gods,50%
423740,Save Your Mother,20%
423750,Gardenarium,0
423760,Hit Tank PRO,0
423770,Our Love Will Grow,0
423780,Zero Gravity,0
423800,Automata Empire,80%
423810,Marooners,75%
423870,Astervoid 2000,80%
423900,Dinocide,80%
423950,Deadlight: Director's Cut,75%
424000,Project Pulsation,90%
424010,Crudelis,80%
424030,War of Rights,50%
424040,Fragmental,40%
424060,The Glow,0
424100,Celestrion,0
424170,The fall of gods,0
424210,SodaCity,0
424250,Balrum,70%
424260,Feelings Adrift,0
424310,Blessed Ones: The Magic Wolves,
424320,Anomaly 1729,0
424370,Wolcen: Lords of Mayhem,20%
424640,Karaski: What Goes Up...,0
424750,The BoX,0
424760,Bladestar,0
424830,Bell Ringer,0
424840,Little Nightmares,70%
424870,Threads of Destiny,0
425010,ScudBuster,0
425040,ComixPlay #1: The Endless Incident,85%
425070,Asteroids Minesweeper,0
425150,Assassins vs Pirates,0
425160,Recursion Deluxe,50%
425210,Shadwen,75%
425220,One Piece Burning Blood,75%
425230,Sword 'N' Board,0
425240,Pressure Overdrive,70%
425260,Soul Harvest,0
425300,Super Button Soccer,0
425340,Space Moth DX,90%
425400,Block Rocking Beats,0
425410,Road to Ballhalla,34%
425450,GoatPunks,0
425460,Tokyo Twilight Ghost Hunters Daybreak: Special Gigs,75%
425580,The Room Two,75%
425600,The Order of the Thorne - The King's Challenge,80%
425650,Halloween Forever,0
425670,Seraph,75%
425720,Cloudlands : VR Minigolf,50%
425760,EGO Protocol,50%
425770,Answer The Question,0
425820,Dragonpath,70%
425860,Vector Assault,90%
425870,Gyrodisc Super League,0
425900,Adventure Lamp,75%
425990,Space Junk Patrol,0
426000,HunieCam Studio,75%
426010,Womb Room,75%
426040,Goodnight Butcher,0
426050,LEGIE,50%
426170,Defragmented,75%
426190,Miner Meltdown,0
426210,Tyran,66%
426240,Caretaker Sacrifice,0
426290,The Away Team: Lost Exodus,
426310,Perception,90%
426330,MetaHuman Inc.,30%
426590,Blood of Magic,0
426630,Bubsy Two-Fur,60%
426690,Narcissu 10th Anniversary Anthology Project,60%
426790,Grow Up,75%
426930,Moonshot,0
427040,Pitstop Challenge,90%
427050,Siege - the card game,0
427100,Fernbus Simulator,30%
427190,DEAD RISING®,70%
427240,Cosmic Trip,50%
427250,8-Bit Armies,55%
427290,Vampyr,60%
427470,Democracy 3 Africa,60%
427480,FritzChess 15,0
427490,Shadowhand: RPG Card Game,
427510,Way of the Samurai 3,70%
427520,Factorio,0
427550,Tibetan Quest: Beyond the World's End,70%
427570,Dawn of Andromeda,75%
427610,NC Tower Defense 2,0
427640,The Ables: Freepoint High,0
427660,NightCry,66%
427680,Zwei: The Arges Adventure,40%
427700,Zwei: The Ilvard Insurrection,50%
427730,Who's Your Daddy,20%
427760,A Chair in a Room : Greenwater,0
427770,Pills4Skills,0
427780,PERFECT ANGLE: The puzzle game based on optical illusions,0
427810,CALENDULA,0
427820,Hitman GO: Definitive Edition,0
427860,The Next World,80%
427880,P.A.M.E.L.A.®,40%
427890,Felt Tip Circus,0
427910,Zavix Tower,60%
427930,Army of Tentacles: (Not) A Cthulhu Dating Sim,65%
427950,The Withering,70%
427980,Aozora Meikyuu,60%
428020,The ORPHEUS Ruse,25%
428040,Sixth Grade Detective,34%
428080,Racket: Nx,50%
428100,Beyond Reality,90%
428110,Save Halloween: City of Witches,0
428130,Walk The Light,0
428190,MadOut Open City,0
428200,Attack Heroes,0
428210,Horror in the Asylum,0
428220,TurnOn,0
428230,Swift,0
428240,Hauntsters,0
428250,Mystery Castle: The Mirror's Secret,80%
428260,The Book of Desires,80%
428270,Twilight City: Love as a Cure,80%
428280,Mystery of Unicorn Castle: The Beastmaster,80%
428350,Fear Equation,35%
428370,Windlands,90%
428410,PRiO,50%
428440,Chasing Dead,0
428460,Kings of Israel,50%
428490,Germination,69%
428510,Solitaire Christmas. Match 2 Cards,90%
428530,Machine Gun Train Run,0
428540,Fragments of Him,0
428550,Momodora: Reverie Under The Moonlight,50%
428590,Unearthing Colossal,75%
428630,White Mirror,90%
428660,Deliver Us The Moon: Fortuna,
428690,Youtubers Life,60%
428740,Nordenfelt,0
428750,Neon Chrome,65%
428760,Hatch and Slay,0
428800,liteCam Game 5:  120 FPS Game Capture + Streamer,
428830,Save the Dodos,80%
428860,Red Haze,12%
428880,The Quest,50%
428900,"Linea, the Game",75%
428920,WinKings,0
428930,Into the Belly of the Beast,0
428940,CONTASION 2,0
428950,"Kivi, Toilet and Shotgun",51%
428980,Ethereal Legends,0
429020,LONE WOLF: Horizon,0
429040,Furfly,0
429050,Feed and Grow: Fish,0
429060,Zombie Wars: Invasion,0
429200,Super Helmets on Fire DX Ultra Edition Plus Alpha,0
429220,FullBlast,50%
429270,Didgery,0
429280,Gems of the Aztecs,90%
429330,Stikbold! A Dodgeball Adventure,50%
429350,Satellite Rush,60%
429360,Lupinball,60%
429390,XenoShyft,0
429470,Space Pilgrim Episode I: Alpha Centauri,50%
429480,Vision Runner,40%
429490,Resilience Wave Survival,90%
429520,Falcon Gold,86%
429530,Falcon 4.0,40%
429580,A Wild Catgirl Appears!,50%
429600,Fairy Tale Mysteries: The Puppet Thief,70%
429610,The Emerald Maiden: Symphony of Dreams,70%
429620,Dungeon Rushers: Crawler RPG,0
429660,Tales of Berseria™,75%
429690,Astro Duel,50%
429700,Squirbs,75%
429720,IMSCARED,70%
429780,Bunny Hop League,25%
429830,Unseen Diplomacy,0
429950,ABO MANDO,0
430020,Dance of Death,70%
430070,Never Again,25%
430080,Elysium: Blood Games,60%
430100,darkcase : the basement,75%
430170,Babel: Choice,0
430190,Wondershot,0
430210,Megaton Rainfall,50%
430230,Grass Max,0
430240,Duplexer,0
430280,Nature Defenders,0
430290,Shmups Skill Test シューティング技能検定,
430300,MINUS ZERO,20%
430410,Memoranda,80%
430930,Z. Year One,0
430960,Lucy -The Eternity She Wished For-,60%
431030,The Music Room,0
431120,Tethered,70%
431180,WolfQuest,0
431200,Disastr_Blastr,
431220,Porradaria 2: Pagode of the Night,0
431230,Tiny Guardians,0
431240,Golf With Your Friends,35%
431250,Mushroom Wars,90%
431260,Cursed,90%
431280,tiny & Tall: Gleipnir,
431290,Level 22: Gary’s Misadventure - 2016 Edition,75%
431300,Classic Fun Collection 5 in 1,0
431330,Dungeons Are Random,0
431370,Diorama No.3 : The Marchland,0
431450,Alchemist's Awakening,0
431460,Midnight,66%
431470,Inside The Code,86%
431560,Hard Room,80%
431590,Earn to Die 2,0
431600,Automobilista,50%
431610,Hubert's Island Adventure: Mouse o' War,0
431630,Action Legion,0
431640,Doodle Kingdom,71%
431650,Phoning Home,75%
431680,Nuts!: The Battle of the Bulge,50%
431700,Age of Fear 3: The Legend,0
431710,Space Pilgrim Episode II: Epsilon Indi,50%
431740,Chowderchu,77%
431750,Iron Sea Defenders,90%
431770,Rivalry,0
431810,Rencounter,90%
431830,Drift Into Eternity,50%
431840,3DRPG,77%
431850,Projector Face,0
431860,Color Chemistry,0
431870,Castle Torgeath: Descent into Darkness,0
431910,Psychocat: The Answer,
431930,Kabounce,0
431960,Wallpaper Engine,0
431990,Locked-in syndrome,80%
432010,World's Dawn,80%
432020,What's under your blanket !?,51%
432100,Negligee,55%
432130,Break Chance Memento,0
432170,Silver Knight,0
432180,Discouraged Workers TEEN,75%
432190,Chef Solitaire: USA,40%
432230,"Axe, Bow & Staff",0
432240,UnderDread,0
432250,Soviet City,0
432260,Tiltagon,0
432270,No Seat?,70%
432280,BattleStorm,67%
432330,Rytmik Lite Chiptune Synthesizer,
432350,Epic Battle Fantasy 5,20%
432370,Sethian,0
432380,Hydra Slayer,50%
432410,The Sacred Stone,0
432420,Ludoria,0
432470,Magdalena,0
432480,Grenade Madness,0
432490,ATOM GRRRL!!,75%
432500,Evertown,0
432540,Devil Sealing Stone,0
432620,Mimic Arena,0
432640,BuriedTown,0
432720,Welkin Road,75%
432770,Small Town Terrors: Livingston,50%
432780,Dream Catcher Chronicles: Manitou,50%
432790,Angel Flare,0
432870,Special Tactics,0
432890,Quote,0
432940,Breakneck,80%
432950,Orange Moon,75%
432980,INVERSUS Deluxe,50%
432990,Green Game: TimeSwapper,80%
433000,Lost Lands: The Golden Curse,0
433100,The Town of Light,80%
433110,Zipple World,90%
433120,Crash Landing,80%
433130,WarBirds Dogfights,0
433170,Die Young,0
433190,CDF Starfighter VR,66%
433210,Rhino's Rage,0
433280,Warlords Battlecry III,40%
433340,Slime Rancher,50%
433360,Drawn™: Dark Flight,
433380,Back in 1995,40%
433400,Kim,70%
433450,INFERNO CLIMBER,67%
433480,Rayon Riddles - Rise of the Goblin King,84%
433490,Super Flippin' Phones,0
433530,Heliborne,50%
433570,Side Quest,0
433580,Timelapse,75%
433590,The Song of Seven : Overture,
433600,A Legend of Luca,50%
433630,vrAMP,0
433650,Book Of Merlin,0
433660,Blockpocalypse,35%
433670,Professional Farmer 2017,70%
433700,Carpe Lucem - Seize The Light VR,0
433790,Wooden Floor 2 - Resurrection,0
433830,Rescue From Goblin Deep,0
433840,Trulon: The Shadow Engine,80%
433890,MechoEcho,0
433900,Helium,0
433910,Neon Drive,60%
433920,Aveyond 4: Shadow of the Mist,80%
433950,Bit Blaster XL,51%
434000,Paws: A Shelter 2 Game,50%
434020,Last Hope - Tower Defense,0
434030,Aerofly FS 2 Flight Simulator,33%
434050,Duke Nukem 3D: 20th Anniversary World Tour,80%
434070,Plight of the Zombie,0
434090,Bridge! 2,55%
434130,Witch and Hero(魔女と勇者),
434140,New Outbreak,0
434150,Dark Night,0
434160,A Hole New World,60%
434170,The Jackbox Party Pack 3,40%
434210,It's Spring Again,51%
434220,Bear Haven Nights,70%
434230,Fairies vs. Darklings: Arcane Edition,0
434240,Alien Blitz,0
434250,Masked Shooters 2,51%
434260,My Name is Mayo,30%
434270,Parasite,0
434290,Typefighters (Steam Edition),
434300,Wormhole City,0
434310,imprint-X,75%
434360,Kitten Rampage,0
434370,Buried: An Interactive Story,0
434380,Pixel Z - Gun Day,51%
434390,Lost Bros,67%
434410,Moonlight,0
434460,Rock of Ages 2: Bigger & Boulder™,
434490,Otem's Defiance,0
434500,BATTLE PIXELS,25%
434530,Flobe,0
434540,Secret of the Pendulum,0
434570,Blood and Bacon,51%
434600,Blue Bird,50%
434650,Lost Castle,40%
434660,Octahedron: Transfixed Edition,50%
434680,Lamia's Game Room,51%
434700,Forgotten Ball,0
434730,Half Dead,50%
434740,Lichtspeer,90%
434750,Z-Exemplar,25%
434780,The Renegades of Orion 2.0,51%
434790,Planet 1138,75%
434800,The Great Escape,50%
434820,Brushwood Buddies,81%
434860,Wanderjahr,0
434870,Megalo Polis,0
434880,Hieroglyphika,75%
434890,Eight Mini Racers,51%
434920,Last Heroes 2,81%
434960,Rolling Gauntlet,0
434970,That Dam Level redux,
434980,Onion Force,0
435000,The Whisperer in Darkness,0
435010,Krinkle Krusher,75%
435020,AFL Evolution,50%
435040,Incredible Dracula: Chasing Love Collector's Edition,55%
435050,Glory Kingdom,0
435070,Elansar,0
435080,Philia : the Sequel to Elansar,0
435100,2Dark,85%
435120,Rusty Lake Hotel,50%
435140,Rush for gold: Alaska,50%
435150,Divinity: Original Sin 2 - Definitive Edition,0
435230,Medieval Playground,0
435250,Deadhunt,30%
435260,Planet Stronghold: Colonial Defense,
435300,We Know the Devil,75%
435360,Campus Notes - forget me not.,0
435400,Hidden Folks,50%
435420,Operation: Matriarchy,90%
435460,NotCoD™,90%
435480,Trials of the Blood Dragon,75%
435490,Pierhead Arcade,50%
435530,The Final Station,34%
435600,"My Tower, My Home",0
435780,VIOLET: Space Mission,0
435790,10 Second Ninja X,90%
435800,Binaries,0
435840,The Preposterous Awesomeness of Everything,75%
435970,RefRain - prism memories -,50%
436000,Lovely Planet Arcade,50%
436060,Lolly Joe,69%
436070,Nadia Was Here,60%
436140,Empire of the Gods,50%
436220,A-10 VR,50%
436230,Detached,80%
436240,Melancholy Republic,0
436260,Ultimate Arena,0
436270,Civil War: 1863,75%
436280,Sudoku Quest,0
436290,Children of Zodiarcs,50%
436320,Raw Data,60%
436360,Robo's World: The Zarnok Fortress,33%
436390,Prison Run and Gun,80%
436400,Heroes of the Seven Seas VR,
436480,Soup: the Game,
436490,Firebird - La Peri,0
436500,Diaries of a Spaceport Janitor,50%
436510,Worlds of Chaos: Invasion,
436530,Bullshot,46%
436560,Kings and Heroes,0
436670,The Legend of Heroes: Trails in the Sky the 3rd,25%
436690,Tempest Citadel,35%
436850,Stellar Stars,0
436860,Arctic alive,0
436870,Tank Brawl,50%
436940,Quar: Battle for Gate 18,0
436950,Mosaic Maze,0
437000,GUILTY GEAR 2 -OVERTURE-,80%
437020,WITCH-BOT MEGLILO,60%
437030,MEMENTO,60%
437060,MOAI 3: Trade Mission Collector's Edition,90%
437080,Space Rift - Episode 1,75%
437090,Wobbly Jungle,50%
437100,My Night Job,75%
437170,The Amazing Adventures of Ash - Afterparty,51%
437180,Chill the Piro,55%
437210,The Hunt,0
437250,A House of Many Doors,70%
437380,Vanquish: The Adventures of Lady Exton,0
437390,HoPiKo,90%
437420,The Secret Order 3: Ancient Times,70%
437520,ZeGame,0
437530,A Blind Legend,50%
437570,GoNNER,60%
437610,SQUIDS FROM SPACE,0
437630,State of Mind,50%
437690,Venture Kid,0
437710,Magic Flute,0
437740,Inside: Before Birth,0
437870,Earth Space Colonies,90%
437880,Project Graviton,50%
437890,AuroraRL,87%
437920,Tricky Towers,60%
438000,PIXELMAN,80%
438020,AI: Rampage,75%
438030,Dead6hot,51%
438080,Surfingers,75%
438090,Defend Felinearth,50%
438130,Root Double -Before Crime * After Days- Xtend Edition,65%
438160,LILT,0
438180,Super Mustache,51%
438220,Castle Heist: Chapter 1,0
438240,Corpo Tale,0
438260,Rewind,0
438270,Learn Japanese To Survive! Hiragana Battle,80%
438300,Shepherds of the Abyss,0
438320,Rush Rover,40%
438340,Drizzlepath: Genie,50%
438350,Dynetzzle Extended,0
438360,Infinitesimal Point,0
438420,Zenith,70%
438430,Valentino Rossi The Game,75%
438440,Star Rogue,0
438450,3DF Zephyr Lite Steam Edition,20%
438460,ARENA 3D,0
438480,Rock 'N' Roll Defense,51%
438490,GOD EATER 2 Rage Burst,75%
438560,Mystery Case Files®: Escape from Ravenhearst™,50%
438640,LEGO® STAR WARS™: The Force Awakens,75%
438650,Gravity Compass,0
438660,Jerry Rice & Nitus' Dog Football,0
438730,Poly Towns,0
438740,Friday the 13th: The Game,80%
438770,Street Posse Showdown,0
438780,Terrarium Land,55%
438790,Random Access Murder,41%
438820,Hyper Box,0
438910,"Hack, Slash & Backstab",0
438940,XBlaze Lost: Memories,80%
439190,Stories: The Path of Destinies,50%
439250,Space Pilgrim Episode III: Delta Pavonis,50%
439260,"""BUTTS: The VR Experience""",0
439310,Until I Have You,85%
439440,Of Carrots And Blood,0
439460,Ships 2017,85%
439490,BLUE REVOLVER,50%
439530,Rock-N-Rogue: A Boo Bunny Plague Adventure,0
439550,'n Verlore Verstand,80%
439720,Unending Galaxy,80%
439730,XO-Planets,0
439740,Eclipsed,0
439750,The Lost Heir 2: Forging a Kingdom,25%
439770,The Lost Heir: The Fall of Daria,
439800,Clouds & Sheep 2,50%
439880,Heroes of Loot 2,0
439910,Risky Rescue,51%
439920,Royal Heroes,50%
439930,Control Craft 2,80%
439950,Frontier,0
439960,Falling Stars: War of Empires,0
440280,Overpower,0
440340,Banzai Escape,0
440380,Super Kitty Boing Boing,65%
440410,Wolfsong,0
440420,True Fear: Forsaken Souls,50%
440450,Escape: Sierra Leone,0
440470,Absence,0
440540,Ara Fell,66%
440550,Atomik: RunGunJumpGun,0
440630,The Brookhaven Experiment,75%
440650,Niche - a genetics survival game,50%
440660,Void Vikings,10%
440690,Mesel,0
440720,Pandora`s room,0
440730,Survival Zombies The Inverted Evolution,90%
440750,Story of a Cube,0
440760,Cube Destroyer,51%
440770,Drawn Story,0
440790,Spellbind : Luppe's tale,
440800,Trial by Viking,0
440810,1943 Megami Strike,0
440870,Mysteries of the Past: Shadow of the Daemon Collector's Edition,75%
440880,The Count Lucanor,0
440900,Conan Exiles,50%
440950,Story Of the Survivor,70%
441010,Mount Your Friends 3D: A Hard Man is Good to Climb,35%
441050,Polandball: Can into Space!,70%
441060,Silver Creek Falls - Chapter 3,0
441230,Babel: Tower to the Gods,50%
441250,Talewind,90%
441280,Pharaoh Rebirth+,70%
441350,Assault Suit Leynos,50%
441380,PAC-MAN™ CHAMPIONSHIP EDITION 2,75%
441510,The Incredible Baron,0
441550,STAR WARS™ Rebellion,65%
441640,VALENS,0
441670,Jelly Killer,0
441680,Obscuritas,80%
441790,Fragmented,85%
441830,I am Setsuna,60%
441850,ScriptVOX Studio,0
441870,OutDrive,60%
442000,Alone K.W.,0
442070,Drawful 2,50%
442140,Dyadic,0
442190,Mind Dead,0
442210,Switchcars,0
442260,Sprinter,0
442500,Age of Gladiators,80%
442660,The SoulKeeper VR,0
442760,Endless Burst,0
442770,The Minims,0
442780,STRAFE: Millennium Edition,75%
442860,Vega Tank,0
442890,Magic Potion Explorer,50%
443020,Victory and Glory: Napoleon,75%
443070,Insane Insects: The Inception,0
443260,Hero Generations: ReGen,87%
443330,Malus Code,60%
443360,Red Comrades 2: For the Great Justice. Reloaded,0
443370,The Treasures of Montezuma 5,90%
443380,Tokyo Babel,50%
443420,Artificial Defense,0
443450,LASTFIGHT,0
443460,Star Sky 2 - ブルームーン 2,
443530,Adam and Eve: The Game - Chapter 1,0
443570,DreamBreak,80%
443650,Wailing Heights,75%
443680,Revenge of Roger Rouge,25%
443700,The Inner Sea,0
443800,Ruckus Ridge VR Party,
443810,This Is the Police,75%
443830,The Daring Mermaid Expedition,34%
443850,Tross,50%
443860,Riptide GP: Renegade,50%
443880,Loot Rascals,50%
443890,BUCK: Saturday Morning Cartoon Apocalypse,
443940,Unknown Battle,86%
443970,S2ENGINE HD,50%
443980,Burokku Girls,75%
444000,Super Night Riders,50%
444020,Coffee Pot Terrarium,0
444130,Auralux: Constellations,0
444140,Sonicomi,60%
444160,Bonsai,0
444170,Unhack 2,30%
444180,Techwars Online,
444190,Princess Edge - Dragonstone,50%
444210,Strike Force: Desert Thunder,50%
444220,Asteroid Bounty Hunter,90%
444260,Mindless Running,51%
444270,Hypersensitive Bob,70%
444280,Alice's Patchwork,90%
444290,28 Waves Later,87%
444320,Jumpix Jump,75%
444330,Battleships at Dawn!,30%
444350,HACK_IT,
444410,Find Out,51%
444420,24 Hours 'til Rescue,50%
444430,Zeus vs Monsters - Math Game for kids,0
444440,Scapeland,0
444480,Broken Dreams,75%
444490,POLYWAR,90%
444520,Leave Me Alone: A Trip To Hell,
444530,Light Repair Team #4,50%
444550,Void 21,0
444580,ALONE IN SPACE,0
444590,Skautfold: Shrouded in Sanity,
444650,Endciv,0
444670,Super Impossible Road,0
444690,TRAPPED,0
444710,Battle Crust,0
444720,Inexistence,80%
444790,Abandoned Knight,87%
444800,NO THING,51%
444830,Concrete and Steel,0
444870,Combat Racers,0
444880,Death Stair,75%
444940,UBERMOSH:BLACK,51%
444950,Let's Eat! Seaside Cafe,0
444970,SPATIAL SOUND CARD,25%
444990,Ad Exitum,0
445000,Nova Nukers!,50%
445020,Frozen Synapse 2,40%
445040,Sorcery! Part 3,30%
445050,Paintey,0
445070,Tatsu,0
445110,Tasty Planet: Back for Seconds,15%
445140,Smell Of Death,0
445170,The Haunting of Billy Classic,0
445190,Expeditions: Viking,60%
445210,Tiny Knight,0
445220,Avorion,0
